ID	ERR479419	ERR479420	ERR479421	ERR479422	ERR479423	ERR479424	ERR479425	ERR479426	ERR479427	ERR479428	ERR479429	ERR479430	ERR479431	ERR479432	ERR479433	ERR479434	ERR479435	ERR479436	ERR479437	ERR479438	ERR479439	ERR479440	ERR479441	ERR479442	ERR479443	ERR479444	ERR479445	ERR479446	ERR479447	ERR479448	ERR479449	ERR479450	ERR479451	ERR479452	ERR479453	ERR479454	ERR479455	ERR479456	ERR479457	ERR479458	ERR479459	ERR479460	ERR479461	ERR479462	ERR479463	ERR479464	ERR479465	ERR479466	ERR479467	ERR479468	ERR479469	ERR479470	ERR479471	ERR479472	ERR479473	ERR479474	ERR479475	ERR479476	ERR479477	ERR479478	ERR479479	ERR479480	ERR479481	ERR479482	ERR479483	ERR479484	ERR479485	ERR479486	ERR479487	ERR479488	ERR479489	ERR479490	ERR479491	ERR479492	ERR479493	ERR479494	ERR479495	ERR479496	ERR479497	ERR479498	ERR479499	ERR479500	ERR479501	ERR479502	ERR479503	ERR479504	ERR479505	ERR479506	ERR479507	ERR479508	ERR479509	ERR479510	ERR479511	ERR479512	ERR479513	ERR479514	ERR479515	ERR479516	ERR479517	ERR479518	ERR479519	ERR479520	ERR479521	ERR479522	ERR479523	ERR479524	ERR479525	ERR479526	ERR479527	ERR479528	ERR479529	ERR479530	ERR479531	ERR479532	ERR479533	ERR479534	ERR479535	ERR479536	ERR479537	ERR479538	ERR479539	ERR479540	ERR479541	ERR479542	ERR479543	ERR479544	ERR479545	ERR479546	ERR479547	ERR479548	ERR479549	ERR479550	ERR479551	ERR479552	ERR479553	ERR479554	ERR479555	ERR479556	ERR479557	ERR479558	ERR479559	ERR479560	ERR479561	ERR479562	ERR479563	ERR479564	ERR479565	ERR479566	ERR479567	ERR479568	ERR479569	ERR479570	ERR479571	ERR479572	ERR479573	ERR479574	ERR479575	ERR479576	ERR479577	ERR479578	ERR479579	ERR479580	ERR479581	ERR479582	ERR479583	ERR479584	ERR479585	ERR479586	ERR479587	ERR479588	ERR479589	ERR479590	ERR479591	ERR479592	ERR479593	ERR479594	ERR479595	ERR479596	ERR479597	ERR479598	ERR479599	ERR479600	ERR479601	ERR479602	
Collinsella	0.00035251	0.00040176	0.00034617	0.00033202	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00065182	0.00051444	0.00061060	0.00069729	0.00000000	0.00000000	0.00000000	0.00000000	0.00046911	0.00052723	0.00062300	0.00071419	0.00000000	0.00000000	0.00000000	0.00000000	0.00197022	0.00201072	0.00230546	0.00211345	0.00068960	0.00069566	0.00062892	0.00080500	0.00164171	0.00244109	0.00250405	0.00242262	0.00277401	0.00358823	0.00343039	0.00334913	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00670583	0.00647879	0.00624243	0.00636509	0.00000000	0.00000000	0.00000000	0.00000000	0.00330101	0.00308155	0.00284010	0.00289013	0.00000000	0.00118934	0.00091046	0.00120513	0.01832422	0.01767176	0.01815847	0.01841853	0.00088632	0.00079777	0.00088333	0.00076414	0.00548793	0.00613936	0.00628156	0.00627627	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00881970	0.00873398	0.00880806	0.00849127	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00075839	0.00100839	0.00099132	0.00076556	0.00102046	0.00110753	0.00094275	0.00105814	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00931034	0.01079352	0.01041313	0.01084606	0.00000000	0.00000000	0.00000000	0.00000000	0.00033972	0.00040836	0.00043989	0.00045104	0.00000000	0.00000000	0.00000000	0.00000000	0.00202263	0.00212001	0.01626382	0.01515310	0.01503428	0.01449743	0.00000000	0.00000000	0.00087498	0.00101130	0.00100793	0.00098944	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00143016	0.00142490	0.00118043	0.00151193	0.00482055	0.00485373	0.00483859	0.00000000	0.00000000	0.00710029	0.00787013	0.00792974	0.00746709	
Coprobacillus	0.00079040	0.00072673	0.00075490	0.00080037	0.00000000	0.00185796	0.00152853	0.00165173	0.00168316	0.00225402	0.00204319	0.00223240	0.00222703	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00040521	0.00041504	0.00037168	0.00039433	0.00064307	0.00072978	0.00072495	0.00066586	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00229808	0.00243474	0.00240826	0.00239220	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00082347	0.00082929	0.00078623	0.00092615	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00108519	0.00121761	0.00101373	0.00121788	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00082462	0.00090773	0.00084926	0.00071902	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00223214	0.00231680	0.00211623	0.00208066	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00045927	0.00041674	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Coprococcus	0.00219882	0.00218985	0.00233601	0.00226325	0.00000000	0.00154456	0.00194768	0.00176801	0.00188823	0.00344821	0.00385934	0.00354860	0.00377248	0.00181199	0.00153240	0.00167172	0.00162166	0.00134055	0.00160130	0.00151563	0.00160463	0.00225433	0.00208273	0.00226328	0.00176399	0.00063894	0.00064559	0.00060772	0.00070889	0.00384259	0.00367403	0.00399534	0.00380676	0.00122951	0.00123345	0.00111177	0.00122744	0.00244858	0.00250450	0.00212877	0.00216821	0.00104529	0.00111155	0.00096478	0.00097620	0.06571149	0.06395737	0.06360904	0.06331845	0.00386345	0.00406233	0.00360678	0.00393278	0.01242256	0.01209606	0.01248865	0.01234882	0.00085380	0.00102754	0.00095434	0.00098591	0.00379473	0.00367220	0.00344545	0.00370974	0.00000000	0.00000000	0.00000000	0.00000000	0.00202073	0.00196952	0.00224562	0.00227571	0.08679226	0.08622173	0.08639489	0.08709167	0.00193354	0.00257232	0.00255105	0.00251350	0.01419101	0.01355363	0.01467839	0.01533781	0.00572318	0.00597164	0.00602590	0.00617596	0.00094471	0.00091054	0.00087787	0.00106639	0.00420568	0.00464449	0.00434030	0.00428030	0.00112463	0.00115725	0.00110231	0.00113632	0.00212743	0.00208494	0.00199214	0.00204460	0.02902819	0.02890566	0.02853438	0.02824557	0.00299550	0.00309773	0.00290414	0.00308400	0.00211864	0.00200952	0.04174556	0.04132589	0.04176520	0.04193184	0.00089085	0.00087739	0.00086238	0.00080573	0.00190408	0.00170250	0.00195451	0.00204727	0.02133254	0.02141691	0.02171697	0.02100177	0.00059318	0.00058398	0.00066912	0.00065300	0.00131818	0.00115556	0.00127210	0.00111366	0.00135091	0.00152797	0.00142917	0.00149425	0.00182887	0.00192850	0.00186231	0.00184805	0.00048404	0.00053172	0.00052541	0.00056122	0.00034111	0.00044236	0.00052041	0.00058939	0.00066404	0.00058841	0.00485000	0.00517765	0.00058320	0.00061960	0.00067289	0.00063957	0.00061367	0.00059159	0.00061812	0.00067113	0.00102199	0.00098670	0.00109075	0.00108865	0.00076470	0.00077885	0.00082150	0.00073164	0.00328898	0.00340172	0.00312359	0.01274398	0.01266005	0.02503567	0.02509302	0.02489151	0.02500727	
Coraliomargarita	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00058856	0.00066886	0.00069610	0.00066184	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Cronobacter	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00095484	0.00074907	0.00000000	0.00087989	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Dehalobacter	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00060104	0.00064993	0.00064299	0.00056305	0.00000000	0.00000000	0.00000000	0.00000000	0.00057936	0.00066154	0.00060378	0.00054548	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00109858	0.00104090	0.00116693	0.00129385	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00154859	0.00136515	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Desulfitobacterium	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00034923	0.00034154	0.00035601	0.00035888	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Desulfovibrio	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00028080	0.00045202	0.00042756	0.00041655	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00024533	0.00024874	0.00025543	0.00025914	0.00000000	0.00000000	0.00018676	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00110986	0.00130497	0.00153353	0.00180957	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00068909	0.00079823	0.00081916	0.00084099	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Dialister	0.01877227	0.01864299	0.01829437	0.01870447	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00290736	0.00306944	0.00283349	0.00283549	0.00061390	0.00067208	0.00070282	0.00066673	0.01989284	0.01936779	0.01916115	0.01913004	0.00342509	0.00354879	0.00387176	0.00395428	0.03090050	0.03124842	0.03027825	0.03089351	0.00333404	0.00346683	0.00346761	0.00336275	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02609215	0.02624638	0.02631320	0.02607207	0.01143341	0.01141829	0.01152410	0.01138433	0.05170994	0.05171803	0.05279187	0.05246387	0.00000000	0.00000000	0.00000000	0.00000000	0.00569127	0.00598639	0.00601102	0.00583596	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01609220	0.01574361	0.01591967	0.01552137	0.00889175	0.00902897	0.00868419	0.00890839	0.00000000	0.00000000	0.00000000	0.00000000	0.02115029	0.02104237	0.01935668	0.01900600	0.02651255	0.02647246	0.02706712	0.02672481	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01337231	0.01336906	0.01367710	0.01315997	0.01397022	0.01357173	0.01402457	0.01381242	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00164128	0.00146852	0.00136581	0.00146068	0.02352216	0.02308154	0.02252112	0.02288999	0.00000000	0.00000000	0.00000000	0.00000000	0.05070437	0.05044993	0.04987891	0.05061061	0.00000000	0.00000000	0.00000000	0.00000000	0.00306382	0.00373111	0.00327658	0.00352676	0.01839592	0.01837970	0.01771898	0.01734594	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02287216	0.02278489	0.02293475	0.02358603	0.02415506	0.02420309	0.02426518	0.02475248	0.01814447	0.01783737	0.01764854	0.01765053	0.01265896	0.01278390	0.01309271	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Dorea	0.01466522	0.01474853	0.01458140	0.01480516	0.00000000	0.00245025	0.00232981	0.00214797	0.00251334	0.01174427	0.01186384	0.01177640	0.01228855	0.00194278	0.00174717	0.00169035	0.00184008	0.00074409	0.00072726	0.00075651	0.00073622	0.00257861	0.00253104	0.00258593	0.00256064	0.00049415	0.00043334	0.00055111	0.00048162	0.01791232	0.01784346	0.01815992	0.01828187	0.00072583	0.00075452	0.00086806	0.00070922	0.01851033	0.01825606	0.01812578	0.01829063	0.00210654	0.00227111	0.00226203	0.00242960	0.00078533	0.00075007	0.00079055	0.00091051	0.00121802	0.00127733	0.00121959	0.00139345	0.00403879	0.00425320	0.00380097	0.00411462	0.00490175	0.00593390	0.00601880	0.00583666	0.00163310	0.00177829	0.00154978	0.00142100	0.00000000	0.00000000	0.00134857	0.00000000	0.00218252	0.00227425	0.00238645	0.00256538	0.00138250	0.00164222	0.00161113	0.00147833	0.00407907	0.00433425	0.00458967	0.00459969	0.00060264	0.00071841	0.00059358	0.00062401	0.00453267	0.00516526	0.00507527	0.00492569	0.00108249	0.00085543	0.00088833	0.00092683	0.00121985	0.00127040	0.00139580	0.00140499	0.00112463	0.00100978	0.00103964	0.00104142	0.00234501	0.00235798	0.00225738	0.00233270	0.00070396	0.00070470	0.00076341	0.00069456	0.00140142	0.00127431	0.00123545	0.00128703	0.00149448	0.00154107	0.00000000	0.00000000	0.00077303	0.00076346	0.00057754	0.00070807	0.00063665	0.00060423	0.00316777	0.00342203	0.00313583	0.00325848	0.00113769	0.00095775	0.00097621	0.00101498	0.00054143	0.00066416	0.00056606	0.00059175	0.00190842	0.00164282	0.00179625	0.00179404	0.00100692	0.00115304	0.00123144	0.00123990	0.00174881	0.00172117	0.00169650	0.00169161	0.00049492	0.00053031	0.00048552	0.00046733	0.00125293	0.00141964	0.00446904	0.00471523	0.00459390	0.00470500	0.00116002	0.00115777	0.00089117	0.00066169	0.00068322	0.00074745	0.00067005	0.00082063	0.00086164	0.00093280	0.00545542	0.00565744	0.00550529	0.00550596	0.00088984	0.00070962	0.00088971	0.00093941	0.00553221	0.00553263	0.00543416	0.00066174	0.00068396	0.00098776	0.00086300	0.00091001	0.00087312	
Eggerthella	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00045181	0.00049509	0.00045426	0.00043656	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00127230	0.00154206	0.00151560	0.00124007	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00041557	0.00041291	0.00036909	0.00041873	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00056515	0.00063915	0.00068772	0.00068600	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00027439	0.00025660	0.00023358	0.00000000	0.00000000	0.00024297	0.00022061	0.00026171	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00150175	0.00149675	0.00145216	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
