ID	ERR479419	ERR479420	ERR479421	ERR479422	ERR479423	ERR479424	ERR479425	ERR479426	ERR479427	ERR479428	ERR479429	ERR479430	ERR479431	ERR479432	ERR479433	ERR479434	ERR479435	ERR479436	ERR479437	ERR479438	ERR479439	ERR479440	ERR479441	ERR479442	ERR479443	ERR479444	ERR479445	ERR479446	ERR479447	ERR479448	ERR479449	ERR479450	ERR479451	ERR479452	ERR479453	ERR479454	ERR479455	ERR479456	ERR479457	ERR479458	ERR479459	ERR479460	ERR479461	ERR479462	ERR479463	ERR479464	ERR479465	ERR479466	ERR479467	ERR479468	ERR479469	ERR479470	ERR479471	ERR479472	ERR479473	ERR479474	ERR479475	ERR479476	ERR479477	ERR479478	ERR479479	ERR479480	ERR479481	ERR479482	ERR479483	ERR479484	ERR479485	ERR479486	ERR479487	ERR479488	ERR479489	ERR479490	ERR479491	ERR479492	ERR479493	ERR479494	ERR479495	ERR479496	ERR479497	ERR479498	ERR479499	ERR479500	ERR479501	ERR479502	ERR479503	ERR479504	ERR479505	ERR479506	ERR479507	ERR479508	ERR479509	ERR479510	ERR479511	ERR479512	ERR479513	ERR479514	ERR479515	ERR479516	ERR479517	ERR479518	ERR479519	ERR479520	ERR479521	ERR479522	ERR479523	ERR479524	ERR479525	ERR479526	ERR479527	ERR479528	ERR479529	ERR479530	ERR479531	ERR479532	ERR479533	ERR479534	ERR479535	ERR479536	ERR479537	ERR479538	ERR479539	ERR479540	ERR479541	ERR479542	ERR479543	ERR479544	ERR479545	ERR479546	ERR479547	ERR479548	ERR479549	ERR479550	ERR479551	ERR479552	ERR479553	ERR479554	ERR479555	ERR479556	ERR479557	ERR479558	ERR479559	ERR479560	ERR479561	ERR479562	ERR479563	ERR479564	ERR479565	ERR479566	ERR479567	ERR479568	ERR479569	ERR479570	ERR479571	ERR479572	ERR479573	ERR479574	ERR479575	ERR479576	ERR479577	ERR479578	ERR479579	ERR479580	ERR479581	ERR479582	ERR479583	ERR479584	ERR479585	ERR479586	ERR479587	ERR479588	ERR479589	ERR479590	ERR479591	ERR479592	ERR479593	ERR479594	ERR479595	ERR479596	ERR479597	ERR479598	ERR479599	ERR479600	ERR479601	ERR479602	
Barnesiella	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00073416	0.00085850	0.00070269	0.00077708	0.00000000	0.00000000	0.00000000	0.00000000	0.01268172	0.01335858	0.01314235	0.01272525	0.00086251	0.00103635	0.00098725	0.00096636	0.00258679	0.00222362	0.00239558	0.00233138	0.00000000	0.00000000	0.00000000	0.00000000	0.02764246	0.02630096	0.02689319	0.02670189	0.00237680	0.00280301	0.00279241	0.00280204	0.00000000	0.00000000	0.00000000	0.00000000	0.01268750	0.01312356	0.01361620	0.01383629	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00066810	0.00082820	0.00081524	0.00074565	0.02087216	0.02271437	0.02267768	0.02180834	0.00000000	0.00000000	0.00000000	0.00000000	0.00230691	0.00239593	0.00248893	0.00242422	0.00000000	0.00000000	0.00000000	0.00000000	0.01722827	0.01664705	0.01755799	0.01789847	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00154171	0.00150566	0.00151535	0.00149822	0.00166377	0.00216380	0.00198437	0.00197502	0.00806270	0.00810899	0.00865169	0.00886813	0.00000000	0.00000000	0.00000000	0.00000000	0.00153854	0.00034764	0.01497338	0.01430483	0.01446386	0.01544864	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00079633	0.00082142	0.00088468	0.00083596	0.00078899	0.00078434	0.00079212	0.00080065	0.02932456	0.02711835	0.02743760	0.02792395	0.01316428	0.01320257	0.01364430	0.01350684	0.01294783	0.01266461	0.01255355	0.01246756	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00253495	0.00261030	0.00249096	0.00264981	0.00224894	0.00230858	0.00239569	0.00207414	0.00066868	0.00092196	0.00060152	0.00078493	0.00097531	0.00100578	0.00099138	0.00319380	0.00335352	0.00000000	0.00046766	0.00043289	0.00042200	
Bifidobacterium	0.01269883	0.01235493	0.01222542	0.01248422	0.00259439	0.02535302	0.02701482	0.02676590	0.02619008	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00345538	0.00478084	0.00473236	0.00444499	0.00000000	0.00000000	0.00046775	0.00046643	0.00703739	0.00711298	0.00721417	0.00726039	0.00040686	0.00000000	0.00000000	0.00044039	0.00643107	0.00846378	0.00793520	0.00828978	0.00000000	0.00000000	0.00000000	0.00085291	0.00572919	0.00568709	0.00578694	0.00557310	0.01908298	0.02339179	0.02234741	0.02355456	0.00000000	0.00000000	0.00000000	0.00000000	0.02365503	0.02290338	0.02384699	0.02365433	0.00000000	0.00000000	0.00000000	0.00000000	0.00141739	0.00144090	0.00123619	0.00121890	0.01049301	0.01254250	0.01300933	0.01328182	0.04262790	0.04356664	0.04313995	0.04224832	0.01644765	0.01635551	0.01642158	0.01646693	0.00231446	0.00277435	0.00307086	0.00302631	0.00544212	0.00582676	0.00686220	0.00776816	0.02636360	0.02863554	0.02849473	0.02861146	0.00000000	0.00000000	0.00000000	0.00000000	0.00067577	0.00115332	0.00086456	0.00084731	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00216020	0.00224466	0.00231538	0.00221435	0.00000000	0.00000000	0.00623496	0.00599003	0.00572227	0.00582402	0.03838455	0.03841317	0.03872370	0.03889257	0.00518752	0.00531768	0.00530947	0.00519817	0.00054098	0.00062258	0.00054201	0.00061242	0.00000000	0.00000000	0.00000000	0.00000000	0.00040914	0.00042589	0.00047328	0.00046732	0.00113628	0.00104977	0.00120580	0.00133106	0.00315431	0.00397348	0.00396168	0.00388138	0.00000000	0.00000000	0.00000000	0.00000000	0.00357102	0.00366268	0.01774213	0.01716312	0.01717110	0.01665017	0.00041718	0.00043765	0.03436568	0.03323536	0.03378825	0.03335185	0.00978023	0.00985754	0.00917514	0.01000436	0.03303390	0.03436510	0.03415651	0.03374663	0.06604185	0.06419837	0.06325477	0.06685631	0.11790315	0.11796287	0.11851941	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Bilophila	0.00078618	0.00071130	0.00078154	0.00075950	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00035786	0.00034853	0.00041822	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00157311	0.00162033	0.00180985	0.00182026	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00027649	0.00263169	0.00276503	0.00286154	0.00259785	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Blastocystis	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00088008	0.00087075	0.00084264	0.00071038	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Blautia	0.00779136	0.00796269	0.00792171	0.00837262	0.00972436	0.01199103	0.01168411	0.01134760	0.01165675	0.00730059	0.00751704	0.00786628	0.00761161	0.00347121	0.00320834	0.00363447	0.00349583	0.00123923	0.00134481	0.00124428	0.00128784	0.00298846	0.00314638	0.00290243	0.00283918	0.01194362	0.01199852	0.01211987	0.01225992	0.00429447	0.00456461	0.00447062	0.00463869	0.00150058	0.00166286	0.00149694	0.00151645	0.01903864	0.01864825	0.01852282	0.01840749	0.00258800	0.00269497	0.00275932	0.00269682	0.00673441	0.00711362	0.00688135	0.00681915	0.00569590	0.00585426	0.00538788	0.00565621	0.00770010	0.00779113	0.00775751	0.00812342	0.00430413	0.00431306	0.00444395	0.00447908	0.00502579	0.00523530	0.00513541	0.00513747	0.00219002	0.00193508	0.00207363	0.00181390	0.00196254	0.00187490	0.00190073	0.00193539	0.01586425	0.01594543	0.01572086	0.01551673	0.00090945	0.00095226	0.00096789	0.00088447	0.00135944	0.00119366	0.00127617	0.00139823	0.00525323	0.00512572	0.00530398	0.00487696	0.00292945	0.00306568	0.00291724	0.00305315	0.00180297	0.00187523	0.00161561	0.00185366	0.00195076	0.00205228	0.00202107	0.00197485	0.00161235	0.00203572	0.00197887	0.00199182	0.00145046	0.00134879	0.00141148	0.00129144	0.00432710	0.00405410	0.00409261	0.00428178	0.00166836	0.00158675	0.00226284	0.00224181	0.00232337	0.00233436	0.00179196	0.00177890	0.00170101	0.00181347	0.00404875	0.00408927	0.00377142	0.00392223	0.00106401	0.00106886	0.00094441	0.00100364	0.00191010	0.00218760	0.00232160	0.00211742	0.00293703	0.00303687	0.00303269	0.00292908	0.00117960	0.00114950	0.00114242	0.00113585	0.00406184	0.00412093	0.00398205	0.00400922	0.00147119	0.00147978	0.00129750	0.00139697	0.00227855	0.00233131	0.00064692	0.00070134	0.00072861	0.00081610	0.00354564	0.00336899	0.00180212	0.00167952	0.00175393	0.00194732	0.00120399	0.00116642	0.00122424	0.00118886	0.01028870	0.01054376	0.01058489	0.01053555	0.00169724	0.00184018	0.00159698	0.00174028	0.00220258	0.00227205	0.00233934	0.00168489	0.00174322	0.00193156	0.00185611	0.00195220	0.00212854	
Butyricicoccus	0.00049321	0.00051014	0.00052808	0.00048988	0.00000000	0.00079728	0.00091234	0.00090435	0.00087076	0.00068060	0.00078324	0.00058951	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00040311	0.00000000	0.00038948	0.00000000	0.00000000	0.00000000	0.00000000	0.00135358	0.00110779	0.00114535	0.00120959	0.00000000	0.00000000	0.00000000	0.00038657	0.00107764	0.00118007	0.00119127	0.00124553	0.00079936	0.00079130	0.00068146	0.00074288	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00050160	0.00058345	0.00052292	0.00048269	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00035279	0.00032949	0.00000000	0.00115715	0.00117788	0.00121095	0.00113142	0.00000000	0.00052321	0.00000000	0.00046394	0.00051344	0.00000000	0.00044410	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00055755	0.00048701	0.00051580	0.00052894	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00047675	0.00054518	0.00049286	0.00054045	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00263018	0.00261959	0.00294293	0.00301566	0.00276766	0.00273256	0.00080833	0.00103842	0.00317189	0.00317611	0.00315271	0.00307390	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00216661	0.00206444	0.00197135	0.00000000	0.00000000	0.00000000	0.00085527	0.00058892	0.00068495	
Butyricimonas	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00051844	0.00059506	0.00054498	0.00056511	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00094892	0.00086785	0.00087141	0.00088455	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00020796	0.00028769	0.00021623	0.00021223	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00196179	0.00203684	0.00204171	0.00219947	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Butyrivibrio	0.00112961	0.00107915	0.00115108	0.00111518	0.00000000	0.00178276	0.00193953	0.00188424	0.00189806	0.00161208	0.00157382	0.00172029	0.00153262	0.00000000	0.00000000	0.00000000	0.00000000	0.00082198	0.00081468	0.00083065	0.00083160	0.00205323	0.00246101	0.00206411	0.00232118	0.00074657	0.00058118	0.00071674	0.00000000	0.17908057	0.17659170	0.17836520	0.17903774	0.00145150	0.00133186	0.00129395	0.00137217	0.00224437	0.00228526	0.00252685	0.00251918	0.00064909	0.00059348	0.00071447	0.00063959	0.00160033	0.00152722	0.00171882	0.00159448	0.00129643	0.00140397	0.00139225	0.00126202	0.00134722	0.00139038	0.00146354	0.00141019	0.00000000	0.00000000	0.00000000	0.00000000	0.00145682	0.00143958	0.00129579	0.00145991	0.00000000	0.00000000	0.00000000	0.00000000	0.00119150	0.00101613	0.00105640	0.00101178	0.00186873	0.00194113	0.00197548	0.00196370	0.00046729	0.00056077	0.00056435	0.00051137	0.00099794	0.00108346	0.00100194	0.00113007	0.00224087	0.00222375	0.00211229	0.00215654	0.00115613	0.00125139	0.00109276	0.00116926	0.00148030	0.00155945	0.00164066	0.00154663	0.00119064	0.00118336	0.00115848	0.00131626	0.00117656	0.00110303	0.00116939	0.00107017	0.00102686	0.00125891	0.00124677	0.00099395	0.00064713	0.00055381	0.00072877	0.00072475	0.00037839	0.00036024	0.00186238	0.00178319	0.00170710	0.00200095	0.00128540	0.00129817	0.00142438	0.00127040	0.00216993	0.00195389	0.00224770	0.00221491	0.14767658	0.14958674	0.14826507	0.15019491	0.00074940	0.00082535	0.00067383	0.00075957	0.00142521	0.00140397	0.00149906	0.00143095	0.00108940	0.00142824	0.00134366	0.00127250	0.00177629	0.00193893	0.00178696	0.00176704	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00101804	0.00123412	0.00109409	0.00116945	0.00100005	0.00109053	0.00094601	0.00102183	0.00094885	0.00091007	0.00108731	0.00105890	0.00113145	0.00101977	0.00145259	0.00134584	0.00136074	0.00139754	0.00132651	0.00129272	0.00127884	0.00129577	0.00123905	0.00083451	0.00076039	0.00070067	0.00081562	
Catenibacterium	0.00034982	0.00033155	0.00036382	0.00041164	0.00000000	0.00078822	0.00064412	0.00066201	0.00068701	0.00123125	0.00099489	0.00112488	0.00109858	0.00000000	0.00000000	0.00000000	0.00000000	0.00756674	0.00755493	0.00757595	0.00704659	0.00000000	0.00000000	0.00000000	0.00000000	0.00140057	0.00112032	0.00122125	0.00131316	0.00129772	0.00119315	0.00125831	0.00133760	0.00000000	0.00000000	0.00000000	0.00000000	0.00052432	0.00042135	0.00047380	0.00048916	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00272450	0.00267266	0.00293123	0.00296976	0.00000000	0.00000000	0.00000000	0.00000000	0.00388216	0.00395950	0.00377554	0.00401076	0.00000000	0.00000000	0.00000000	0.00000000	0.01659948	0.01607708	0.01593279	0.01605596	0.00000000	0.00000000	0.00000000	0.00000000	0.00087498	0.00078940	0.00077289	0.00078668	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00031592	0.00029969	0.00000000	0.00036738	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00878829	0.00862338	0.00864844	0.00847528	0.00080448	0.00085504	0.00084949	0.00082933	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00054744	0.00000000	0.00000000	0.00000000	0.00000000	0.00024460	0.00026431	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Cellulosilyticum	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00230530	0.00244315	0.00247839	0.00228790	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Clostridium	0.01295278	0.01331359	0.01296318	0.01285635	0.02000942	0.01648312	0.01928835	0.01827749	0.01862118	0.02161517	0.02163761	0.02148380	0.02123308	0.02035056	0.01836057	0.01947392	0.02083195	0.00980047	0.00998392	0.01005649	0.01005534	0.01821611	0.01898377	0.01961858	0.01871995	0.01465240	0.01318559	0.01345081	0.01373111	0.01300450	0.01303161	0.01340802	0.01351607	0.01351055	0.01350637	0.01358522	0.01262346	0.04771709	0.04785186	0.04717975	0.04953084	0.00769578	0.00708034	0.00696038	0.00689553	0.00929448	0.00943156	0.00906096	0.00896758	0.01237237	0.01222977	0.01213219	0.01151159	0.01500144	0.01485875	0.01492398	0.01469249	0.00596590	0.00524420	0.00544526	0.00510389	0.02640481	0.02569367	0.02613635	0.02673376	0.11890293	0.11606354	0.11638278	0.11875420	0.01888645	0.01942157	0.01916290	0.01864734	0.01615393	0.01677667	0.01604990	0.01621017	0.00668805	0.00721819	0.00707162	0.00692094	0.01144378	0.01182395	0.01046707	0.01029136	0.02222959	0.02114938	0.02154008	0.02150257	0.01744746	0.01745254	0.01819770	0.01761301	0.01253323	0.01367111	0.01370478	0.01293463	0.03281222	0.03281904	0.03368320	0.03284259	0.07594654	0.07388850	0.07290455	0.07448905	0.01665289	0.01607538	0.01614754	0.01601615	0.00996408	0.00993464	0.00985844	0.01007157	0.00988932	0.00973792	0.02165312	0.02209902	0.02047450	0.02092144	0.08657498	0.08631211	0.08608852	0.08614952	0.01051932	0.01074067	0.01063896	0.01074768	0.01280155	0.01231532	0.01286767	0.01265299	0.01918261	0.01985969	0.02039075	0.02044741	0.01187737	0.01129861	0.01109823	0.01247637	0.00860440	0.00836797	0.00865292	0.00877156	0.00825273	0.00872428	0.00885411	0.00858719	0.00681630	0.00715344	0.00669285	0.00677950	0.00320482	0.00335533	0.00343839	0.00386879	0.00380386	0.00332830	0.01798680	0.01777801	0.01652177	0.01683146	0.01660873	0.01682566	0.00708640	0.00818024	0.00810548	0.00719154	0.00862366	0.00837433	0.00810457	0.00824139	0.00745961	0.00789068	0.00779475	0.00750040	0.00820105	0.00915807	0.00834920	0.00636041	0.00651096	0.01281946	0.01255465	0.01263709	0.01282310	
