ID	A.S623	A.S624	A.S625	A.S626	A.S627	A.S628	A.S629	A.S630	A.S631	A.S632	A.S633	A.S634	A.S635	A.S636	A.S637	A.S638	A.S639	A.S640	A.S641	A.S642	A.S643	A.S644	A.S645	A.S646	A.S647	A.S648	A.S649	A.S650	A.S651	A.S652	A.S653	A.S654	A.S655	A.S656	A.S657	A.S658	A.S659	A.S660	A.S661	A.S662	A.S663	A.S664	A.S665	A.S666	A.S667	A.S668	A.S669	A.S670	A.S671	A.S672	A.S673	A.S674	A.S675	A.S676	A.S677	A.S678	A.S679	A.S680	A.S681	A.S682	A.S683	A.S684	A.S685	A.S686	A.S687	A.S688	A.S689	A.S690	A.S691	A.S692	A.S693	A.S694	A.S695	A.S696	A.S697	A.S698	A.S699	A.S700	A.S701	A.S702	A.S703	A.S704	A.S705	A.S706	A.S707	A.S708	A.S709	A.S710	A.S711	A.S712	A.S713	A.S714	A.S715	A.S716	A.S717	A.S718	A.S719	A.S720	A.S721	A.S722	A.S723	A.S724	A.S725	A.S726	A.S727	A.S728	A.S729	A.S730	A.S731	A.S732	A.S733	A.S734	A.S735	A.S736	A.S737	A.S738	A.S739	A.S740	A.S741	A.S742	A.S743	A.S744	A.S745	A.S746	A.S747	A.S748	A.S749	A.S750	A.S751	A.S752	A.S753	A.S754	A.S755	A.S756	A.S757	A.S758	A.S759	A.S760	A.S761	A.S762	A.S763	A.S764	A.S765	A.S766	A.S767	A.S768	A.S769	A.S936	A.S937	A.S938	A.S939	A.S940	A.S941	A.S942	A.S943	A.S944	
Coriobacterium	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00027301	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00038932	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00135160	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00043442	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00039616	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00012690	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00028134	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Corynebacterium	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00232777	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Cronobacter	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00100730	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00281593	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Cryptobacterium	0.00000000	0.00000000	0.00021301	0.00000000	0.00000000	0.00026065	0.00000000	0.00030789	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00038226	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00018307	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00018587	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00024392	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00032995	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00006338	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00070997	0.00000000	0.00000000	0.00000000	0.00000000	0.00026304	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Dehalobacter	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00016137	0.00044289	0.00000000	0.00024251	0.00000000	0.00023433	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00015134	0.00020712	0.00051568	0.00000000	0.00038916	0.00034855	0.00000000	0.00000000	0.00034653	0.00000000	0.00000000	0.00000000	0.00034452	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00031604	0.00020833	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00024256	0.00034234	0.00000000	0.00000000	0.00000000	0.00000000	0.00033469	0.00000000	0.00000000	0.00031519	0.00043339	0.00000000	0.00014284	0.00000000	0.00000000	0.00000000	0.00000000	0.00026959	0.00063405	0.00000000	0.00000000	0.00000000	0.00000000	0.00024074	0.00000000	0.00000000	0.00000000	0.00000000	0.00026532	0.00041359	0.00000000	0.00022408	0.00025001	0.00072833	0.00031842	0.00000000	0.00000000	0.00021982	0.00000000	0.00053159	0.00000000	0.00212492	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00023916	0.00000000	0.00000000	0.00020187	0.00000000	0.00000000	0.00020394	0.00000000	0.00021836	0.00000000	0.00000000	0.00054871	0.00027341	0.00000000	0.00041559	0.00000000	0.00016932	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00055554	0.00000000	0.00000000	0.00000000	0.00017619	0.00058253	0.00000000	0.00000000	0.00018250	0.00000000	0.00000000	0.00025065	0.00000000	0.00046652	0.00031498	0.00020615	0.00057939	0.00026672	0.00039980	0.00000000	0.00000000	0.00033271	0.00033767	0.00015380	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00021518	0.00015835	0.00000000	0.00000000	0.00000000	0.00000000	0.00032302	0.00021094	
Desulfitobacterium	0.00028392	0.00040406	0.00014983	0.00000000	0.00034819	0.00013253	0.00036885	0.00044891	0.00040773	0.00069263	0.00000000	0.00041106	0.00000000	0.00000000	0.00029953	0.00000000	0.00000000	0.00038514	0.00026844	0.00044562	0.00071425	0.00057653	0.00000000	0.00000000	0.00000000	0.00059623	0.00000000	0.00013994	0.00033190	0.00039975	0.00031326	0.00068137	0.00030027	0.00015349	0.00000000	0.00043075	0.00046016	0.00000000	0.00000000	0.00000000	0.00046408	0.00024301	0.00000000	0.00029393	0.00040300	0.00000000	0.00019308	0.00034553	0.00000000	0.00040130	0.00021551	0.00000000	0.00038663	0.00044064	0.00000000	0.00012104	0.00000000	0.00018119	0.00000000	0.00017446	0.00043970	0.00040073	0.00065344	0.00000000	0.00032468	0.00024559	0.00044487	0.00000000	0.00024797	0.00019926	0.00028755	0.00036716	0.00066470	0.00047976	0.00030511	0.00065551	0.00050224	0.00044807	0.00000000	0.00000000	0.00052890	0.00029350	0.00070474	0.00000000	0.00089221	0.00000000	0.00039328	0.00000000	0.00000000	0.00030896	0.00030612	0.00028836	0.00000000	0.00038013	0.00054560	0.00031133	0.00037256	0.00000000	0.00051629	0.00000000	0.00032800	0.00000000	0.00070970	0.00035892	0.00031923	0.00039693	0.00040570	0.00000000	0.00014473	0.00055497	0.00000000	0.00000000	0.00000000	0.00031416	0.00042576	0.00054498	0.00022971	0.00000000	0.00050414	0.00028340	0.00054865	0.00028974	0.00000000	0.00039343	0.00024752	0.00000000	0.00023272	0.00000000	0.00050602	0.00039643	0.00031701	0.00044368	0.00040511	0.00052326	0.00013520	0.00000000	0.00024221	0.00038754	0.00000000	0.00000000	0.00000000	0.00027274	0.00000000	0.00000000	0.00007219	0.00000000	0.00000000	0.00000000	0.00059672	0.00018712	0.00034477	0.00000000	0.00020405	0.00000000	0.00029309	0.00021967	
Desulfosporosinus	0.00000000	0.00026807	0.00000000	0.00000000	0.00030629	0.00000000	0.00018869	0.00046491	0.00000000	0.00041254	0.00000000	0.00020671	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00021938	0.00047693	0.00000000	0.00038758	0.00000000	0.00000000	0.00000000	0.00017871	0.00000000	0.00000000	0.00000000	0.00014969	0.00000000	0.00043381	0.00000000	0.00000000	0.00000000	0.00040205	0.00025876	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00042013	0.00036618	0.00000000	0.00000000	0.00000000	0.00000000	0.00030664	0.00000000	0.00000000	0.00043497	0.00063442	0.00000000	0.00013030	0.00000000	0.00000000	0.00000000	0.00000000	0.00049320	0.00038144	0.00029136	0.00000000	0.00000000	0.00014945	0.00023152	0.00000000	0.00000000	0.00000000	0.00000000	0.00027421	0.00029345	0.00027617	0.00020814	0.00031475	0.00029311	0.00031975	0.00000000	0.00000000	0.00023378	0.00020033	0.00034573	0.00000000	0.00059745	0.00000000	0.00023105	0.00000000	0.00000000	0.00000000	0.00023477	0.00000000	0.00000000	0.00022017	0.00025348	0.00023346	0.00021776	0.00000000	0.00028833	0.00000000	0.00014053	0.00000000	0.00000000	0.00040393	0.00018682	0.00033055	0.00025497	0.00000000	0.00014757	0.00036307	0.00000000	0.00000000	0.00000000	0.00031459	0.00000000	0.00041131	0.00017075	0.00000000	0.00016473	0.00014572	0.00043627	0.00000000	0.00000000	0.00029035	0.00000000	0.00000000	0.00000000	0.00000000	0.00034495	0.00021347	0.00021225	0.00046273	0.00065371	0.00039437	0.00000000	0.00000000	0.00000000	0.00036932	0.00000000	0.00000000	0.00000000	0.00028210	0.00000000	0.00000000	0.00009944	0.00000000	0.00000000	0.00000000	0.00034396	0.00042364	0.00036236	0.00000000	0.00000000	0.00000000	0.00035909	0.00012839	
Desulfotomaculum	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00026721	0.00000000	0.00016933	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00026462	0.00023031	0.00000000	0.00030721	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00019376	0.00000000	0.00000000	0.00000000	0.00000000	0.00018702	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00026231	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00016753	0.00000000	0.00022502	0.00000000	0.00000000	0.00000000	0.00013270	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00019212	0.00019324	0.00028436	0.00000000	0.00000000	0.00023294	0.00000000	0.00017368	0.00000000	0.00041099	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00034259	0.00000000	0.00009430	0.00000000	0.00028465	0.00024031	0.00018624	0.00000000	0.00020287	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00076353	0.00000000	0.00000000	0.00000000	0.00000000	0.00028697	0.00000000	0.00000000	0.00015357	0.00000000	0.00000000	0.00000000	0.00000000	0.00044030	0.00017644	0.00000000	0.00026539	0.00050968	0.00000000	0.00000000	0.00000000	0.00026248	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00009871	0.00000000	0.00000000	0.00000000	0.00029798	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00025500	0.00000000	
Desulfovibrio	0.00000000	0.00000000	0.00000000	0.00000000	0.00020625	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00020473	0.00139398	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00113930	0.00042954	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00015013	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00538805	0.00000000	0.00000000	0.00000000	0.00000000	0.00031794	0.00000000	0.00000000	0.00000000	0.00479436	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00285796	0.00000000	0.00028074	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00012272	0.00000000	0.00238354	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00506472	0.00000000	0.00000000	0.00000000	0.00000000	0.00566839	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00012160	0.00000000	0.00010633	0.00000000	0.00000000	0.00000000	0.00026908	0.00000000	0.00000000	0.00000000	0.00000000	0.00381866	0.00000000	0.00000000	0.00000000	0.00027297	0.00558217	0.00000000	0.00000000	0.00000000	0.00030637	0.00000000	0.00000000	0.00433643	0.00022548	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00577606	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00056558	0.00000000	0.00000000	0.00000000	0.00000000	0.00008460	0.00000000	0.00000000	0.00000000	0.00021304	0.00210800	0.00011972	
Dialister	0.00000000	0.01418619	0.00182771	0.00000000	0.00076629	0.00000000	0.01751002	0.00000000	0.00000000	0.00000000	0.00000000	0.10105493	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00292796	0.00000000	0.00480926	0.00000000	0.02760047	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00152975	0.01127782	0.01529626	0.00033885	0.00000000	0.00347756	0.00000000	0.00000000	0.00029934	0.00000000	0.00000000	0.03292342	0.00000000	0.04400940	0.00000000	0.00123996	0.00128559	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01831009	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00487968	0.03803572	0.01728134	0.02941741	0.01117374	0.00000000	0.00000000	0.00000000	0.02069989	0.02907089	0.00000000	0.01188292	0.00543653	0.00597599	0.00000000	0.01027556	0.00000000	0.00848692	0.00000000	0.00000000	0.01571892	0.00000000	0.00000000	0.00161952	0.01598934	0.00000000	0.00000000	0.00021112	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02156236	0.00000000	0.00000000	0.00038175	0.01467578	0.00043471	0.00000000	0.00000000	0.00029569	0.00000000	0.00000000	0.00000000	0.01781381	0.00989156	0.00000000	0.00695653	0.01341870	0.00000000	0.00000000	0.00557294	0.01341511	0.03135606	0.07428803	0.02353062	0.00000000	0.00039021	0.00000000	0.00128118	0.03871019	0.05050597	0.01905467	0.00052368	0.00000000	0.00000000	0.00000000	0.00000000	0.02575050	0.00537416	0.00000000	0.01356085	0.00878340	0.00000000	0.01073072	0.00000000	0.04897983	0.00000000	0.03023293	0.00543298	0.06883863	0.00009325	0.03579636	0.02565888	0.00012399	0.00008085	0.00000000	0.00008495	0.00000000	0.00000000	0.00693679	0.06886650	0.00000000	0.10831629	0.01559690	0.03922551	0.01037449	0.09812394	
Dorea	0.02748520	0.00502869	0.01563620	0.01111895	0.00357323	0.02132932	0.01090582	0.02131857	0.01343989	0.01294075	0.02822554	0.00704921	0.01052958	0.00682276	0.03090991	0.00000000	0.02039183	0.00386214	0.00634555	0.00386603	0.02243769	0.00487766	0.00214454	0.01264074	0.00051315	0.01206669	0.00756874	0.05905912	0.01742677	0.01192983	0.01451368	0.01004906	0.02259446	0.03753235	0.00419228	0.00871170	0.00387053	0.05586987	0.02939055	0.02993994	0.00323851	0.01186797	0.00629071	0.02217057	0.01158696	0.00656220	0.00712622	0.01837294	0.00590034	0.01674991	0.01813229	0.02624452	0.00927916	0.01075634	0.00842643	0.01535887	0.02192632	0.03157609	0.00187532	0.00961610	0.00817013	0.00412657	0.01797502	0.02650515	0.02490933	0.01331469	0.01164473	0.00274878	0.02196424	0.00355111	0.04422882	0.00790016	0.00923951	0.02643293	0.00416037	0.01033100	0.00216936	0.00279178	0.00859492	0.00454815	0.00625396	0.01624754	0.00780534	0.01308404	0.00225953	0.03963184	0.01796705	0.01997073	0.02195403	0.00489955	0.00710204	0.02066697	0.01223584	0.02177987	0.00424372	0.00233203	0.01677605	0.01575775	0.00695375	0.00606169	0.00123802	0.01392284	0.00582827	0.00704425	0.00539388	0.02032620	0.00560637	0.02219675	0.00202639	0.00439779	0.02004710	0.00644195	0.00810653	0.01257804	0.02002048	0.00134265	0.00967644	0.00220587	0.02058184	0.01351714	0.01326943	0.01436237	0.00025663	0.01060838	0.09089914	0.02096539	0.01805247	0.02241874	0.01498265	0.01027993	0.00534073	0.00857377	0.01526637	0.00782416	0.00327133	0.03407147	0.00496628	0.01039618	0.00397633	0.00311568	0.00372987	0.00572722	0.01741741	0.02577653	0.00869273	0.00000000	0.02138750	0.00521784	0.00252890	0.00385844	0.00765188	0.02002189	0.00817276	0.00293163	0.00686706	0.00678039	
Eggerthella	0.01346834	0.00915152	0.00610065	0.00535678	0.00059067	0.00458932	0.00323174	0.00761897	0.00715465	0.00247814	0.00169681	0.00171213	0.01872188	0.00000000	0.01045912	0.00000000	0.01084248	0.00111681	0.00121612	0.00239175	0.07960237	0.00560524	0.00163775	0.00807603	0.00000000	0.00312931	0.01417285	0.00796408	0.00365404	0.00425040	0.00744243	0.00395249	0.01276987	0.01114629	0.00139038	0.00391368	0.00114464	0.00111061	0.00145456	0.00929370	0.00236008	0.01490695	0.00488628	0.00365266	0.00238990	0.02068928	0.00117495	0.00671749	0.00000000	0.00673355	0.00495502	0.03035873	0.00385060	0.00574682	0.00543518	0.00418261	0.00212462	0.00156045	0.00000000	0.00872874	0.00208291	0.00134473	0.00564808	0.00251123	0.00499772	0.00120147	0.00570412	0.00000000	0.00475682	0.01590225	0.02227431	0.00867419	0.00452954	0.00846990	0.00267750	0.00817551	0.00131875	0.00096038	0.00327913	0.00000000	0.00122865	0.00257947	0.00175869	0.00159506	0.00250091	0.00673392	0.00728685	0.02365971	0.00557274	0.00435656	0.00341630	0.00553499	0.00147015	0.01006516	0.01259540	0.00188989	0.00835601	0.00391840	0.00390660	0.00125658	0.00058608	0.00268802	0.00323666	0.00598548	0.00062087	0.00790774	0.00151333	0.00050416	0.00109529	0.00408494	0.00260571	0.00040471	0.00000000	0.00288160	0.01034418	0.00085130	0.00129851	0.00044668	0.00272067	0.00355793	0.00073462	0.00526823	0.00012621	0.00408357	0.00531970	0.00000000	0.00557242	0.00268911	0.00488147	0.00107401	0.00151638	0.00067377	0.00525922	0.00561284	0.00034337	0.01601847	0.00035911	0.00178091	0.00130742	0.00043902	0.00259339	0.00820402	0.00317712	0.00571426	0.00170362	0.00000000	0.00320401	0.00439975	0.00045433	0.00098238	0.00239519	0.00145558	0.00130127	0.00035399	0.00209687	0.00072544	
Enterobacter	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01092436	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00199186	0.00000000	0.00000000	0.00000000	0.00048159	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00526904	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
