ID	A.S623	A.S624	A.S625	A.S626	A.S627	A.S628	A.S629	A.S630	A.S631	A.S632	A.S633	A.S634	A.S635	A.S636	A.S637	A.S638	A.S639	A.S640	A.S641	A.S642	A.S643	A.S644	A.S645	A.S646	A.S647	A.S648	A.S649	A.S650	A.S651	A.S652	A.S653	A.S654	A.S655	A.S656	A.S657	A.S658	A.S659	A.S660	A.S661	A.S662	A.S663	A.S664	A.S665	A.S666	A.S667	A.S668	A.S669	A.S670	A.S671	A.S672	A.S673	A.S674	A.S675	A.S676	A.S677	A.S678	A.S679	A.S680	A.S681	A.S682	A.S683	A.S684	A.S685	A.S686	A.S687	A.S688	A.S689	A.S690	A.S691	A.S692	A.S693	A.S694	A.S695	A.S696	A.S697	A.S698	A.S699	A.S700	A.S701	A.S702	A.S703	A.S704	A.S705	A.S706	A.S707	A.S708	A.S709	A.S710	A.S711	A.S712	A.S713	A.S714	A.S715	A.S716	A.S717	A.S718	A.S719	A.S720	A.S721	A.S722	A.S723	A.S724	A.S725	A.S726	A.S727	A.S728	A.S729	A.S730	A.S731	A.S732	A.S733	A.S734	A.S735	A.S736	A.S737	A.S738	A.S739	A.S740	A.S741	A.S742	A.S743	A.S744	A.S745	A.S746	A.S747	A.S748	A.S749	A.S750	A.S751	A.S752	A.S753	A.S754	A.S755	A.S756	A.S757	A.S758	A.S759	A.S760	A.S761	A.S762	A.S763	A.S764	A.S765	A.S766	A.S767	A.S768	A.S769	A.S936	A.S937	A.S938	A.S939	A.S940	A.S941	A.S942	A.S943	A.S944	
Porphyromonas	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00031488	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00040538	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01123195	0.00000000	0.01750681	0.00000000	0.00000000	0.00000000	0.00000000	0.00035497	0.00000000	0.00000000	0.00000000	0.00090791	0.00576220	0.01309509	0.00020045	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01150725	0.00000000	0.00000000	0.05627980	0.00000000	0.00011868	0.00000000	0.00316724	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Prevotella	0.00000000	0.00000000	0.00086690	0.00226842	0.00089816	0.00204024	0.00732610	0.00441458	0.00000000	0.00427763	0.01084908	0.00047050	0.00000000	0.00000000	0.01402603	0.00000000	0.00000000	0.00030349	0.00087548	0.00761234	0.00000000	0.00667960	0.00058338	0.00000000	0.00473193	0.00148587	0.00000000	0.00000000	0.00037671	0.01291030	0.00000000	0.00044749	0.00000000	0.00048757	0.00000000	0.00049984	0.03215626	0.00023227	0.00000000	0.00000000	0.00072588	0.00035991	0.00037344	0.00000000	0.01832591	0.00057677	0.00062120	0.00049387	0.00290701	0.00000000	0.01926786	0.00000000	0.00061179	0.00136882	0.00000000	0.00022213	0.00000000	0.01695194	0.00000000	0.00028063	0.04846572	0.04901860	0.01050313	0.00058454	0.00000000	0.00043918	0.02180389	0.00000000	0.00000000	0.00019882	0.00000000	0.00042106	0.01183103	0.02090127	0.00079037	0.00184805	0.05777257	0.00149575	0.00129697	0.00000000	0.00063759	0.00022294	0.00108970	0.00028205	0.00384767	0.00000000	0.00545680	0.01739736	0.00000000	0.00000000	0.00058731	0.00036239	0.00000000	0.00045690	0.00108205	0.01017438	0.00040050	0.00000000	0.00158856	0.00000000	0.00141053	0.00096817	0.00575157	0.00565484	0.00890292	0.00186288	0.00437856	0.00000000	0.00121361	0.01530295	0.00015746	0.09074442	0.08008849	0.00017894	0.00000000	0.01663461	0.00068389	0.00118162	0.00105197	0.00237945	0.00723178	0.00000000	0.19180236	0.02937672	0.00909784	0.00084976	0.00111995	0.00000000	0.01340679	0.03503242	0.00035872	0.00156862	0.01129386	0.00045539	0.24850339	0.00000000	0.05183175	0.02358294	0.02700464	0.00103963	0.06419052	0.00127520	0.00915425	0.00844685	0.00048802	0.00229222	0.00000000	0.00018784	0.00249042	0.00099217	0.00358854	0.00000000	0.00147461	0.00211088	0.00146282	0.02081248	
Propionibacterium	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00784005	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00026951	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00023846	0.00000000	0.00000000	0.00000000	0.00000000	0.02740873	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00152348	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00162580	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00473203	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00023981	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Pseudoflavonifractor	0.00161810	0.00130883	0.00111981	0.00033077	0.00263046	0.00046662	0.00132108	0.00143154	0.00111073	0.00149305	0.00000000	0.00138874	0.00000000	0.00000000	0.00071847	0.00000000	0.00000000	0.00101170	0.00216091	0.00297708	0.00220228	0.00114560	0.00271664	0.00031258	0.00000000	0.00111120	0.00000000	0.00073872	0.00114690	0.00142994	0.00110874	0.00201481	0.00051586	0.00090710	0.00000000	0.00190463	0.00264767	0.00059129	0.00000000	0.00075040	0.00112767	0.00073204	0.00000000	0.00116889	0.00188076	0.00011821	0.00109571	0.00045512	0.00233900	0.00186957	0.00074781	0.00093975	0.00189010	0.00178506	0.00000000	0.00056209	0.00016846	0.00136488	0.00118854	0.00078705	0.00172182	0.00129789	0.00114119	0.00053180	0.00078547	0.00086649	0.00132311	0.00000000	0.00141173	0.00029987	0.00085371	0.00136122	0.00135456	0.00096378	0.00080412	0.00145109	0.00219669	0.00172135	0.00101732	0.00000000	0.00079594	0.00098267	0.00298261	0.00083914	0.00236483	0.00000000	0.00156760	0.00000000	0.00071055	0.00052630	0.00149976	0.00084871	0.00090989	0.00106063	0.00157859	0.00137037	0.00086919	0.00000000	0.00138062	0.00000000	0.00091101	0.00058455	0.00240834	0.00270619	0.00096063	0.00089518	0.00160394	0.00037043	0.00149347	0.00192734	0.00096594	0.00067324	0.00060723	0.00186180	0.00083700	0.00186953	0.00131569	0.00139313	0.00233285	0.00119318	0.00129208	0.00087595	0.00089460	0.00107328	0.00063845	0.00054220	0.00145153	0.00070038	0.00161973	0.00281652	0.00123620	0.00213413	0.00124358	0.00149652	0.00047629	0.00000000	0.00250181	0.00145158	0.00076353	0.00049232	0.00103322	0.00093275	0.00051017	0.00043550	0.00057657	0.00000000	0.00000000	0.00153691	0.00117165	0.00179527	0.00119845	0.00076222	0.00086355	0.00148654	0.00132818	0.00157645	
Pseudoramibacter	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00020706	0.00000000	0.00000000	0.00000000	0.00014003	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00016849	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00009707	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00018076	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00021890	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00016396	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Pyramidobacter	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00025273	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00016829	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Raoultella	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01620098	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Roseburia	0.01759994	0.01096929	0.00342719	0.01142303	0.01066812	0.00404834	0.03172777	0.00555717	0.00752742	0.01058665	0.00299273	0.01221869	0.00331293	0.04945522	0.00764871	0.00000000	0.00318793	0.00320103	0.00446543	0.01483093	0.00521127	0.01942154	0.00370733	0.00219068	0.00033579	0.01414561	0.03330100	0.00370188	0.00503694	0.01540578	0.01049777	0.01182851	0.00459621	0.01258626	0.03238072	0.00972819	0.00624250	0.00460974	0.00418951	0.00662930	0.00992028	0.01059477	0.00238456	0.00568856	0.01030886	0.00077120	0.03876352	0.02475195	0.01857611	0.00974405	0.01296886	0.01202290	0.01748693	0.00660323	0.00368909	0.01457986	0.00384138	0.02442456	0.00114539	0.03139467	0.00490830	0.00406248	0.00385280	0.00610220	0.00849851	0.00815269	0.01030236	0.00191141	0.00747217	0.00331393	0.00709811	0.00899485	0.01419888	0.00434434	0.04592193	0.00487158	0.01442661	0.01430910	0.02564199	0.00507474	0.02490305	0.04805936	0.01648609	0.00590804	0.00197209	0.00650964	0.03567203	0.00493804	0.00790110	0.00414480	0.02019473	0.00856729	0.01309259	0.00490809	0.00315056	0.01268932	0.00325024	0.00372473	0.00337698	0.00088252	0.00241336	0.00829574	0.00722898	0.00292912	0.01962626	0.00479097	0.01107025	0.03266879	0.00954541	0.01495181	0.02667453	0.00300439	0.00333645	0.02399403	0.01596123	0.00170549	0.04454524	0.00672273	0.00579336	0.00399307	0.00632070	0.00434289	0.00261606	0.02599070	0.01245161	0.01911186	0.01868347	0.00664609	0.00535565	0.02889553	0.00231289	0.01238044	0.00440237	0.00327549	0.00831445	0.00444718	0.01234681	0.00527316	0.01165213	0.02199127	0.02182755	0.00212956	0.00276623	0.00204842	0.00154332	0.00000000	0.00216582	0.00286450	0.00901365	0.01926685	0.03519483	0.01946168	0.05310316	0.01913697	0.00326865	0.00826575	
Rothia	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00104331	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00005407	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Ruminiclostridium	0.00426380	0.00541926	0.05155433	0.00196290	0.01335152	0.00173706	0.02471870	0.02864519	0.00442174	0.02181470	0.00024376	0.00749727	0.00014105	0.00144720	0.00141382	0.00000000	0.00025536	0.00339668	0.00498503	0.00806592	0.00348931	0.00907130	0.02217856	0.00185568	0.00000000	0.01507989	0.00000000	0.00303731	0.01694188	0.00598956	0.00129691	0.02330367	0.00114969	0.00236156	0.00045470	0.00612720	0.00763000	0.00066954	0.00133034	0.00294727	0.00763804	0.00970578	0.00000000	0.00286379	0.01074698	0.00000000	0.00770594	0.00487454	0.02284159	0.00511168	0.01518788	0.00339041	0.00606815	0.01170758	0.00000000	0.00168493	0.00124874	0.00248897	0.00000000	0.00364297	0.00657245	0.01086678	0.00682520	0.00316922	0.00220182	0.01147109	0.02044649	0.00031515	0.00392824	0.00133646	0.00163032	0.01547273	0.00987006	0.00223645	0.05220165	0.00274952	0.02694028	0.01373356	0.00244936	0.00000000	0.00611455	0.00734309	0.00951456	0.00412202	0.01446110	0.00094660	0.00901760	0.00127014	0.00233274	0.00373857	0.01212337	0.00349828	0.00606925	0.00452429	0.01131518	0.04637244	0.00993331	0.00000000	0.05021863	0.00013341	0.00440808	0.00099293	0.00516753	0.00432563	0.01703371	0.00794359	0.01446420	0.00193955	0.01574808	0.00782499	0.00483924	0.00255667	0.00090504	0.00515580	0.00739186	0.00669807	0.00489682	0.00644047	0.00441503	0.01763420	0.00936347	0.00185302	0.00376395	0.01089000	0.00172322	0.00310313	0.00174691	0.00409976	0.05263625	0.00576933	0.00612040	0.03643221	0.00721465	0.01498594	0.00144102	0.00000000	0.01168892	0.00642539	0.00313525	0.00310184	0.00104328	0.03864077	0.00066757	0.00059418	0.00386449	0.00000000	0.00013286	0.00108952	0.02555120	0.00450472	0.00527918	0.00148542	0.00538274	0.00350564	0.01104731	0.00793854	
Ruminococcus	0.20003091	0.12725188	0.09411632	0.12627833	0.05150365	0.04940227	0.03688049	0.08298799	0.17991054	0.04604072	0.13631230	0.09065906	0.17508003	0.16562133	0.04040518	0.00000000	0.10005376	0.08237203	0.08436973	0.03535719	0.10018353	0.04190357	0.06971615	0.01731977	0.00000000	0.05805492	0.15277442	0.28142337	0.07190296	0.07461659	0.11371816	0.03962397	0.16652527	0.10882919	0.10249871	0.05026212	0.04498683	0.11179459	0.15296424	0.16654196	0.16812290	0.03523565	0.02603835	0.04414685	0.04844170	0.03687632	0.14925493	0.10878859	0.03136131	0.13440397	0.12313218	0.08912190	0.07039509	0.15623801	0.33360103	0.04348901	0.12226512	0.07269829	0.00141036	0.12675677	0.04276025	0.02483089	0.11509569	0.11628429	0.09647846	0.06312510	0.08783482	0.05407713	0.06955776	0.19514985	0.05719021	0.10229375	0.10787949	0.02699975	0.03850567	0.03024638	0.04636639	0.07736640	0.08160256	0.34314865	0.01777727	0.07055364	0.09067005	0.13744146	0.01491477	0.05498195	0.06544899	0.30191397	0.17487142	0.17941585	0.03830626	0.11545836	0.21860655	0.13723577	0.14226928	0.02555611	0.14671569	0.11288784	0.02155915	0.01598182	0.03114953	0.04055978	0.06794642	0.01344255	0.02186831	0.07239650	0.04019258	0.06444894	0.07326043	0.06808067	0.07325418	0.04456370	0.03896182	0.03076074	0.24263322	0.01239199	0.10558133	0.03649411	0.09241464	0.11263130	0.11698180	0.07521495	0.01715434	0.07637113	0.05249870	0.07451565	0.02961162	0.14543983	0.02677939	0.04826589	0.03299398	0.06852534	0.10924228	0.07136622	0.01219564	0.04650130	0.02444351	0.07249879	0.06323450	0.00726726	0.03676776	0.06579277	0.13189491	0.03207204	0.05638010	0.00007068	0.06742645	0.10010077	0.03927607	0.04147579	0.05077520	0.13648561	0.06821094	0.04764777	0.03950773	0.05466447	
Salmonella	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00010859	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00018508	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Selenomonas	0.00000000	0.00049793	0.00000000	0.00000000	0.00046829	0.00000000	0.00049539	0.00038648	0.00000000	0.00030229	0.00000000	0.00090846	0.00000000	0.00000000	0.00051991	0.00000000	0.00000000	0.00000000	0.00030861	0.00047001	0.00000000	0.00039362	0.00000000	0.00000000	0.00000000	0.00029898	0.00000000	0.00000000	0.00026875	0.00044667	0.00000000	0.00032093	0.00000000	0.00000000	0.00000000	0.00018326	0.00037975	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00029901	0.00000000	0.00085032	0.00048572	0.00000000	0.00036581	0.00000000	0.00000000	0.00029989	0.00022304	0.00000000	0.00000000	0.00000000	0.00058880	0.00000000	0.00034224	0.00041474	0.00101497	0.00019318	0.00000000	0.00000000	0.00053741	0.00083957	0.00000000	0.00030402	0.00000000	0.00018070	0.00024298	0.00032732	0.00024104	0.00026716	0.00021649	0.00029577	0.00056045	0.00020838	0.00000000	0.00014220	0.00024998	0.00035083	0.00000000	0.00028569	0.00000000	0.00052923	0.00000000	0.00000000	0.00000000	0.00041665	0.00062064	0.00000000	0.00000000	0.00000000	0.00021082	0.00000000	0.00000000	0.00015329	0.00000000	0.00000000	0.00000000	0.00080919	0.00023740	0.00019219	0.00051164	0.00030041	0.00000000	0.00000000	0.00021656	0.00000000	0.00094703	0.00230958	0.00028721	0.00000000	0.00039419	0.00041941	0.00032990	0.00066912	0.00046747	0.00046453	0.00000000	0.00000000	0.00037679	0.00000000	0.00000000	0.00000000	0.00000000	0.00026034	0.00027351	0.00018414	0.00016641	0.00030607	0.00014156	0.00036923	0.00000000	0.00072870	0.00023848	0.00038597	0.00000000	0.00064972	0.00046183	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00029818	0.00000000	0.00018079	0.00000000	0.00037606	0.00000000	0.00023537	0.00117215	
