ID	A.SRS011061	A.SRS011134	A.SRS011239	A.SRS011271	A.SRS011302	A.SRS011405	A.SRS011452	A.SRS011529	A.SRS011586	A.SRS012273	A.SRS012902	A.SRS013158	A.SRS013215	A.SRS013476	A.SRS013521	A.SRS013687	A.SRS013800	A.SRS013951	A.SRS014235	A.SRS014287	A.SRS014313	A.SRS014459	A.SRS014613	A.SRS014683	A.SRS014923	A.SRS014979	A.SRS015065	A.SRS015133	A.SRS015190	A.SRS015217	A.SRS015264	A.SRS015369	A.SRS015578	A.SRS015663	A.SRS015782	A.SRS015794	A.SRS015854	A.SRS015960	A.SRS016018	A.SRS016056	A.SRS016095	A.SRS016203	A.SRS016267	A.SRS016335	A.SRS016495	A.SRS016517	A.SRS016585	A.SRS016753	A.SRS016954	A.SRS016989	A.SRS017103	A.SRS017191	A.SRS017247	A.SRS017307	A.SRS017433	A.SRS017521	A.SRS017701	A.SRS017821	A.SRS018133	A.SRS018313	A.SRS018351	A.SRS018427	A.SRS018575	A.SRS018656	A.SRS018817	A.SRS019030	A.SRS019161	A.SRS019267	A.SRS019397	A.SRS019582	A.SRS019601	A.SRS019685	A.SRS019787	A.SRS019910	A.SRS019968	A.SRS020233	A.SRS020328	A.SRS020869	A.SRS021484	A.SRS021948	A.SRS022071	A.SRS022137	A.SRS022524	A.SRS022609	A.SRS022713	A.SRS023176	A.SRS023346	A.SRS023526	A.SRS023583	A.SRS023829	A.SRS023914	A.SRS023971	A.SRS024009	A.SRS024075	A.SRS024132	A.SRS024265	A.SRS024331	A.SRS024388	A.SRS024435	A.SRS024549	A.SRS024625	A.SRS042284	A.SRS042628	A.SRS043001	A.SRS043411	A.SRS043701	A.SRS045004	A.SRS045645	A.SRS045713	A.SRS047014	A.SRS047044	A.SRS048164	A.SRS048870	A.SRS049164	A.SRS049712	A.SRS049900	A.SRS049959	A.SRS049995	A.SRS050299	A.SRS050422	A.SRS050752	A.SRS050925	A.SRS051031	A.SRS051882	A.SRS052027	A.SRS052697	A.SRS053214	A.SRS053335	A.SRS053398	A.SRS054590	A.SRS054956	A.SRS055982	A.SRS056259	A.SRS056519	A.SRS057478	A.SRS057717	A.SRS058723	A.SRS058770	A.SRS062427	A.SRS063040	A.SRS063985	A.SRS064276	A.SRS064557	A.SRS064645	A.SRS065504	A.SRS075398	A.SRS077730	A.SRS078176	
Phascolarctobacterium	0.00455364	0.00000000	0.00204703	0.00370899	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00246292	0.00330395	0.00064458	0.00000000	0.00112356	0.00000000	0.00000000	0.00092237	0.00703316	0.00374503	0.00691236	0.00000000	0.00000000	0.00000000	0.00000000	0.00651676	0.00160317	0.00000000	0.00000000	0.00000000	0.00135926	0.00000000	0.00043265	0.00000000	0.00000000	0.00961103	0.00000000	0.00000000	0.00029465	0.00139608	0.00011954	0.00235081	0.00000000	0.00023920	0.00000000	0.00211487	0.00504749	0.00000000	0.00150955	0.00006771	0.00000000	0.00166892	0.00000000	0.00000000	0.00318765	0.00133487	0.00000000	0.00109864	0.00000000	0.00000000	0.00503511	0.00000000	0.00000000	0.00480518	0.00000000	0.00000000	0.00156835	0.00212265	0.00000000	0.00000000	0.00855118	0.00060181	0.01273744	0.00088136	0.00281854	0.00000000	0.00160339	0.00000000	0.00000000	0.00372310	0.00165340	0.00150356	0.00376456	0.00000000	0.00000000	0.00277025	0.00102143	0.00000000	0.01486368	0.00000000	0.01278775	0.00000000	0.00076968	0.00000000	0.00000000	0.00277268	0.00000000	0.00126829	0.00000000	0.00240055	0.00000000	0.00182142	0.00000000	0.00152122	0.00007397	0.00164114	0.00000000	0.00000000	0.00000000	0.00000000	0.00133574	0.00707306	0.00897026	0.00118115	0.00113674	0.03908477	0.00000000	0.00706795	0.00000000	0.00000000	0.00184632	0.00000000	0.00121729	0.00000000	0.00241426	0.00000000	0.00068536	0.00307167	0.00191931	0.01129476	0.00000000	0.00000000	0.00090257	0.00107141	0.00676241	0.00181167	0.00000000	0.00000000	0.00000000	0.00017205	0.00307210	0.00000000	0.00000000	0.00003952	0.00000000	0.00087851	0.00582693	0.00279234	0.00000000	
Porphyromonas	0.00053598	0.00021021	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00093183	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00032193	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00020481	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00040249	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Prevotella	0.01782961	0.06697050	0.00145270	0.13365298	0.00263687	0.00284367	0.00143783	0.14167527	0.00239111	0.00495036	0.00147613	0.00132775	0.00000000	0.00369170	0.24538297	0.22341785	0.01103341	0.01587636	0.00152096	0.00211197	0.00000000	0.00151190	0.00178665	0.00162276	0.00109011	0.00075429	0.00181757	0.00489203	0.00259339	0.00067295	0.00288728	0.00149106	0.00250694	0.02628464	0.04984288	0.09350643	0.00129100	0.00129967	0.00141538	0.00199036	0.00638783	0.00945142	0.00094163	0.00151674	0.00057224	0.00125724	0.00000000	0.00176383	0.00253237	0.00215662	0.00090328	0.00101371	0.00181559	0.35419331	0.00406412	0.00421634	0.00436926	0.00216511	0.00297449	0.00000000	0.00125070	0.00165527	0.00180649	0.00161417	0.00123810	0.00173940	0.00574958	0.00192713	0.00239355	0.04664527	0.00097996	0.00127919	0.00165542	0.03304043	0.00198709	0.00619030	0.00202812	0.00177941	0.00306790	0.01948469	0.02234370	0.00615146	0.00135765	0.17522274	0.00627065	0.00144163	0.00000000	0.23669868	0.00264088	0.00214320	0.09238601	0.00114933	0.00247716	0.00202180	0.01409122	0.00174997	0.00105685	0.00314960	0.00833534	0.00000000	0.00323801	0.00000000	0.00076146	0.00185080	0.00246714	0.00157387	0.00301141	0.00242735	0.02224086	0.00333755	0.46490700	0.02509215	0.00131596	0.00351891	0.00274544	0.00249750	0.08615219	0.06740399	0.00241962	0.02036479	0.10889479	0.00195180	0.01916810	0.00253985	0.00705619	0.00133625	0.00239810	0.00141440	0.14430302	0.00000000	0.00000000	0.00636857	0.00181307	0.00194740	0.00198976	0.00000000	0.00138040	0.00358095	0.00228923	0.00116355	0.00684088	0.00111710	0.00137476	0.00151851	0.00175157	0.00234367	0.00214287	0.32910910	
Pseudoflavonifractor	0.00117830	0.00053252	0.00032445	0.00038309	0.00118081	0.00020258	0.00000000	0.00035005	0.00109914	0.00102877	0.00000000	0.00000000	0.00000000	0.00051840	0.00014241	0.00051508	0.00000000	0.00081934	0.00071506	0.00075776	0.00000000	0.00063413	0.00035601	0.00066123	0.00095085	0.00131007	0.00058244	0.00115667	0.00026043	0.00093338	0.00059366	0.00000000	0.00014685	0.00080922	0.00055271	0.00020550	0.00035989	0.00035470	0.00040512	0.00000000	0.00039517	0.00035096	0.00000000	0.00059401	0.00085689	0.00053997	0.00000000	0.00000000	0.00014882	0.00007483	0.00025932	0.00033487	0.00000000	0.00015182	0.00009209	0.00242610	0.00000000	0.00036756	0.00000000	0.00068594	0.00109996	0.00107080	0.00000000	0.00030860	0.00021391	0.00031707	0.00032865	0.00000000	0.00024717	0.00090337	0.00077490	0.00109662	0.00026862	0.00049725	0.00020511	0.00059866	0.00107346	0.00111941	0.00094881	0.00041686	0.00122062	0.00021018	0.00053165	0.00031512	0.00040696	0.00000000	0.00009938	0.00020051	0.00000000	0.00000000	0.00066056	0.00000000	0.00030569	0.00007348	0.00057250	0.00075503	0.00022380	0.00041453	0.00062231	0.00000000	0.00026114	0.00000000	0.00215971	0.00021889	0.00095232	0.00040258	0.00033450	0.00026550	0.00029506	0.00058662	0.00010633	0.00039167	0.00042033	0.00055268	0.00000000	0.00009718	0.00147425	0.00064270	0.00000000	0.00029477	0.00098429	0.00077643	0.00039817	0.00033905	0.00000000	0.00062412	0.00028397	0.00026187	0.00024155	0.00012991	0.00045354	0.00016651	0.00034809	0.00007081	0.00026156	0.00000000	0.00019978	0.00019658	0.00000000	0.00030550	0.00071097	0.00139103	0.00000000	0.00000000	0.00070890	0.00000000	0.00024908	0.00035290	
Roseburia	0.00426080	0.00296936	0.00105897	0.00578081	0.00541378	0.00971763	0.00000000	0.00334798	0.00255931	0.00652647	0.00000000	0.00936415	0.00000000	0.00351995	0.00024816	0.00134410	0.00019469	0.03079224	0.00672866	0.02835198	0.00443091	0.02257396	0.00883056	0.00068350	0.03529158	0.00358022	0.02600266	0.00988083	0.00632765	0.01047219	0.01554316	0.00000000	0.02738478	0.01103043	0.00373122	0.00039300	0.03413954	0.00787312	0.00158056	0.00000000	0.00643549	0.00136372	0.00537150	0.01526202	0.00294266	0.00253094	0.00000000	0.00339549	0.00944427	0.00230376	0.00152855	0.00401179	0.00042154	0.00193404	0.01155752	0.00117463	0.00042169	0.00703744	0.00000000	0.00354931	0.00183500	0.00202772	0.00109573	0.00078563	0.00528651	0.00129920	0.01105783	0.00959270	0.02158313	0.00995102	0.00163917	0.00418100	0.00559541	0.00475671	0.00130604	0.00363376	0.00151677	0.00566774	0.00398284	0.00173062	0.00194275	0.00807052	0.00410887	0.00575491	0.00023730	0.00000000	0.00509846	0.00354757	0.00045931	0.00000000	0.00735361	0.00007189	0.00120645	0.00301185	0.00648656	0.00179767	0.00553892	0.00645653	0.00933908	0.00640460	0.00114809	0.00152630	0.01047626	0.01684160	0.00664215	0.00900750	0.00058467	0.00225883	0.00141789	0.01810014	0.00153249	0.01094199	0.00506192	0.01304179	0.00730018	0.00673752	0.00661365	0.00118621	0.00022855	0.01397529	0.00876131	0.01033769	0.01453629	0.00245940	0.04292018	0.00348534	0.00182035	0.01337919	0.00247978	0.00028636	0.03504466	0.00305712	0.00286536	0.01038958	0.00140516	0.00019217	0.00459409	0.00637149	0.00358897	0.02535192	0.00193521	0.01593315	0.00126777	0.01483148	0.01219070	0.00023943	0.00253965	0.00171791	
Ruminiclostridium	0.00755469	0.00723551	0.00167715	0.00128827	0.00937727	0.00554855	0.00000000	0.00132137	0.01063752	0.01252435	0.00000000	0.00013169	0.00000000	0.00389006	0.00000000	0.00194960	0.00000000	0.05505084	0.00439345	0.00173848	0.00196350	0.01811032	0.01067167	0.00000000	0.00691092	0.01502462	0.01591036	0.00433660	0.01001140	0.01029065	0.00019241	0.00000000	0.00088013	0.01271076	0.00571330	0.00000000	0.00988570	0.00564075	0.00061908	0.00000000	0.00571923	0.00171277	0.00000000	0.00457781	0.01321160	0.00301625	0.00000000	0.00036868	0.00090464	0.00397900	0.00118187	0.00029637	0.00000000	0.00033012	0.00000000	0.00135543	0.00081506	0.00111174	0.00021123	0.00219954	0.00384581	0.00288346	0.00067078	0.00310161	0.00519982	0.00034859	0.00793265	0.00000000	0.00018273	0.00490466	0.00973493	0.00254545	0.00000000	0.00473815	0.00081798	0.00674162	0.01217492	0.00295377	0.00139101	0.00108992	0.00759524	0.00498985	0.00170453	0.00532127	0.00000000	0.00000000	0.00009819	0.00101603	0.00000000	0.00000000	0.00288497	0.00411742	0.00134031	0.00154772	0.00276863	0.00401816	0.00260814	0.00026256	0.00257797	0.00000000	0.00054589	0.00000000	0.01041888	0.04705560	0.01798694	0.00042326	0.00431195	0.00109197	0.00000000	0.02724277	0.00032216	0.00168808	0.00181690	0.01928868	0.00318413	0.00012802	0.04271179	0.00076030	0.00000000	0.00098049	0.00190671	0.00165618	0.00436853	0.00155380	0.00028863	0.00894737	0.00058975	0.01073409	0.00475192	0.00021580	0.00093590	0.01920711	0.00482442	0.00021220	0.00056799	0.00000000	0.00000000	0.00028856	0.00015199	0.00244971	0.00254565	0.00284388	0.00045857	0.00000000	0.00255977	0.00000000	0.00035685	0.00073831	
Ruminococcus	0.01206005	0.00665170	0.01012358	0.01065234	0.01110637	0.00895959	0.00321488	0.00528456	0.04630453	0.01908609	0.00000000	0.00229915	0.00000000	0.01647328	0.00034619	0.00965967	0.00109282	0.00861993	0.04211990	0.01487620	0.04150264	0.01014471	0.00268174	0.00071518	0.05761061	0.07347261	0.00892690	0.05209681	0.00734428	0.03903805	0.00097147	0.00000000	0.01166527	0.02025927	0.06656874	0.00032473	0.02297761	0.00990484	0.00569125	0.00000000	0.00699212	0.01303637	0.00078473	0.01252917	0.18295817	0.01037694	0.00047515	0.00031874	0.01724067	0.08830051	0.00802312	0.00390519	0.00021455	0.00191694	0.00227482	0.01121424	0.00241082	0.00859179	0.00585104	0.02736512	0.06273617	0.01945475	0.00061654	0.02958681	0.01081322	0.00689288	0.01021562	0.00091548	0.00051147	0.00269745	0.01232043	0.02838277	0.00051831	0.00398639	0.01151215	0.02547851	0.03545576	0.02960465	0.00970119	0.00253555	0.01470296	0.00310281	0.01415423	0.00370062	0.00013904	0.00018734	0.00327592	0.00815607	0.00028782	0.00000000	0.01925531	0.00382072	0.01273040	0.00707076	0.00601824	0.00999501	0.01675852	0.00117125	0.00162666	0.00013881	0.00489705	0.00625403	0.07988865	0.00120326	0.00865076	0.00331922	0.00119047	0.00058310	0.00069260	0.01994855	0.00292769	0.01580981	0.02254803	0.01368825	0.05803238	0.00124677	0.00424840	0.00190349	0.00027152	0.02838095	0.01324589	0.00761804	0.02440117	0.01563440	0.01182814	0.00864027	0.00662028	0.03274498	0.00086301	0.00072068	0.00661840	0.00368447	0.02351943	0.00045124	0.00094430	0.00037490	0.00089103	0.00093409	0.00244304	0.02648000	0.04042785	0.02228185	0.00063572	0.00029718	0.01369073	0.00024726	0.00216041	0.00124463	
Selenomonas	0.00000000	0.00024377	0.00000000	0.00000000	0.00038981	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00018264	0.00000000	0.00000000	0.00000000	0.00028633	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00081172	0.00000000	0.00030758	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00017638	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00017059	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00015107	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00017147	0.00015925	0.00000000	0.00000000	0.00011429	0.00000000	0.00000000	0.00016341	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00016922	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00023698	0.00000000	0.00000000	0.00000000	0.00020188	0.00017523	0.00000000	0.00000000	0.00000000	0.00013846	0.00013960	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Slackia	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00087294	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00022877	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00015137	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Sphaerochaeta	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00015094	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Streptococcus	0.00000000	0.00041249	0.00021260	0.00027651	0.00042009	0.00016537	0.00000000	0.00025059	0.00045856	0.00065816	0.00000000	0.00000000	0.00000000	0.00049626	0.00000000	0.00028669	0.00000000	0.00067127	0.00060275	0.00000000	0.00000000	0.00031061	0.00018429	0.00000000	0.00095757	0.00100361	0.00032332	0.00060794	0.00011791	0.00065052	0.00016230	0.00000000	0.00026657	0.00045424	0.00050114	0.00000000	0.00042582	0.00000000	0.00000000	0.00000000	0.00038316	0.00000000	0.00000000	0.00045301	0.00000000	0.00000000	0.00000000	0.00000000	0.00022221	0.00000000	0.00017414	0.00018579	0.00000000	0.00051056	0.00000000	0.00020894	0.00000000	0.00011153	0.00000000	0.00000000	0.00025903	0.00014991	0.00000000	0.00000000	0.00017173	0.00000000	0.00030943	0.00000000	0.00000000	0.00037101	0.00018784	0.00041941	0.00000000	0.00000000	0.00000000	0.00041457	0.00058656	0.00035806	0.00000000	0.00015079	0.00029521	0.00010406	0.00000000	0.00023268	0.00000000	0.00000000	0.00000000	0.00014788	0.00000000	0.00000000	0.00058329	0.00000000	0.00000000	0.00015265	0.00051017	0.00000000	0.00017190	0.00000000	0.00026463	0.00000000	0.00000000	0.00000000	0.00150416	0.00000000	0.00016617	0.00015801	0.00000000	0.00000000	0.00000000	0.00056566	0.00000000	0.00027764	0.00035668	0.00048083	0.00044656	0.00000000	0.00057486	0.00024321	0.00000000	0.00031437	0.00024324	0.00030357	0.00042942	0.00023614	0.00036298	0.00045753	0.00000000	0.00023128	0.00000000	0.00000000	0.00055876	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00043752	0.00051024	0.00039481	0.00000000	0.00000000	0.00043143	0.00000000	0.00000000	0.00035820	
Subdoligranulum	0.00086091	0.00120962	0.00076044	0.00069968	0.00945192	0.00018419	0.00000000	0.00050009	0.00832336	0.03925592	0.00000000	0.00087830	0.00000000	0.00408237	0.00017724	0.00065222	0.00000000	0.01719731	0.00455461	0.01606705	0.00029122	0.01931977	0.00191610	0.01105587	0.04568523	0.00905886	0.00938190	0.05403245	0.00303937	0.05773268	0.00147674	0.00000000	0.00810437	0.00533938	0.00862618	0.00161492	0.00820974	0.00054989	0.00371041	0.00007991	0.00042297	0.00077248	0.00000000	0.00206677	0.00960576	0.03335826	0.00000000	0.00014924	0.00536131	0.00008787	0.00366017	0.00044002	0.00000000	0.00073519	0.00008987	0.04051944	0.00028562	0.00134277	0.00000000	0.06428802	0.01666307	0.00850448	0.00072101	0.01220046	0.00513471	0.00386367	0.00267065	0.00046159	0.00043841	0.00704435	0.02336327	0.00115070	0.00025590	0.00166734	0.00342177	0.00947249	0.01066391	0.00576876	0.00354117	0.00039394	0.00681841	0.00326512	0.01197009	0.00085580	0.00400368	0.00000000	0.00010423	0.00031306	0.00024863	0.00000000	0.00104694	0.00090306	0.00299382	0.00019357	0.01482042	0.00135169	0.00280990	0.00014121	0.00276159	0.00000000	0.00067397	0.00014644	0.02643793	0.00098001	0.00661365	0.00045107	0.00050138	0.00027309	0.00025416	0.00352516	0.00043406	0.00603835	0.00108979	0.00232448	0.00100335	0.00112567	0.00243052	0.00121854	0.00000000	0.00187592	0.00532226	0.00276268	0.00198736	0.00298090	0.00064092	0.00812806	0.01002817	0.00187360	0.00043199	0.00010427	0.01289257	0.00114115	0.00047591	0.00230171	0.02586759	0.00000000	0.00105026	0.00735662	0.00430502	0.00221455	0.00439589	0.01489232	0.00000000	0.00000000	0.00104790	0.00000000	0.00472363	0.00053977	
Succinatimonas	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00258712	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Succinimonas	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00016756	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
