ID	J.AP01	J.AP02	J.AP03	J.AP05	J.AP06	J.AP07	J.AP08	J.AP09	J.AP10	J.AP11	J.AP12	J.AP15	J.AP16	J.AP17	J.AP18	J.AP19	J.AP21	J.AP22	J.AP23	J.AP24	J.AP25	J.AP26	J.AP27	J.AP28	J.AP30	J.AP31	J.AP32	J.AP33	J.AP34	J.AP35	J.AP36	J.AP37	J.AP38	J.AP39	J.AP40	J.FA01	J.FA02	J.FA03	J.FA05	J.FA06	J.FA07	J.FA08	J.FA09	J.FA10	J.FA11	J.FA12	J.FA13	J.FA14	J.FA15	J.FA16	J.FA17	J.FA18	J.FA19	J.FA21	J.FA22	J.FA23	J.FA24	J.FA25	J.FA26	J.FA27	J.FA28	J.FA29	J.FA30	J.FB01	J.FB02	J.FB04	J.FB05	J.FB06	J.FB07	J.FB08	J.FB09	J.FB10	J.FM01	J.FM02	J.FM03	J.FM04	J.FM11	J.FM14	J.FM21	J.FP01	J.FP02	J.FP03	J.FP04	J.FP05	J.FT01	J.FT02	J.FT03	J.FT06	J.FT07	J.FT08	J.FT09	J.FT10	J.FT12	J.FT13	J.FT14	J.FT15	J.FT16	J.FT17	J.FT18	J.FT19	J.FT20	J.FT21	J.TS11	J.TS21	J.TS29	J.TS33	J.TS41	
Bacillus	0.00048894	0.00019781	0.00000000	0.00037782	0.00000000	0.00000000	0.00000000	0.00087372	0.00079984	0.00123709	0.00047656	0.00057581	0.00067879	0.00106883	0.00111188	0.00049820	0.00085837	0.00073882	0.00121213	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00122446	0.00088238	0.00091143	0.00057468	0.00086434	0.00000000	0.00104466	0.00108576	0.00091543	0.00052990	0.00000000	0.00000000	0.00000000	0.00080866	0.00092420	0.00000000	0.00000000	0.00078875	0.00100955	0.00000000	0.00083185	0.00047417	0.00100443	0.00056114	0.00066795	0.00101919	0.00000000	0.00000000	0.00083742	0.00090778	0.00046195	0.00102543	0.00090892	0.00000000	0.00060064	0.00000000	0.00000000	0.00000000	0.00033280	0.00000000	0.00072787	0.00000000	0.00000000	0.00083730	0.00079130	0.00000000	0.00087037	0.00080266	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00184781	0.00000000	0.00000000	0.00040705	0.00000000	0.00000000	0.00072779	0.00000000	0.00092282	0.00047489	0.00000000	0.00028551	0.00074539	0.00000000	0.00071428	0.00000000	0.00054893	0.00073444	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Bacteroides	0.32633557	0.39749888	0.30317946	0.03502670	0.22992351	0.31495361	0.15786348	0.09010205	0.18047662	0.07317938	0.22217649	0.24165282	0.22849772	0.11492363	0.17477045	0.16483337	0.15145242	0.25561578	0.11999919	0.33728998	0.20680516	0.25549503	0.08648810	0.11847984	0.18954641	0.03522474	0.03981909	0.15361455	0.12640352	0.34826409	0.12612284	0.12724975	0.15302769	0.38152083	0.18692885	0.21551286	0.13346089	0.09117404	0.22407846	0.21446312	0.16999532	0.18068721	0.19741159	0.07964634	0.15783579	0.27112672	0.13869097	0.11816837	0.13119031	0.02063376	0.12086231	0.19719040	0.17614809	0.19375544	0.20785759	0.19808182	0.34996192	0.16846535	0.16144357	0.10161985	0.16229146	0.04925641	0.03028100	0.04873684	0.21447346	0.01327798	0.18146503	0.28975617	0.19386697	0.29802683	0.09091634	0.15143959	0.23561753	0.24659637	0.18107049	0.17894705	0.20691280	0.15917279	0.17447352	0.05630518	0.29349363	0.38943737	0.19051994	0.30738230	0.08116974	0.17203436	0.21029916	0.15695458	0.13320580	0.18087442	0.19642316	0.23034829	0.04074396	0.10451124	0.25490650	0.18036189	0.37730286	0.20771483	0.15599089	0.23554667	0.13188053	0.19402977	0.20954641	0.04059456	0.02006590	0.20282975	0.20957522	
Barnesiella	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00017731	0.00000000	0.00000000	0.00000000	0.00000000	0.00027768	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00029336	0.00000000	0.00000000	0.00000000	0.00000000	0.00041161	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00026214	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00014878	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00073128	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Bifidobacterium	0.02471860	0.03803641	0.00324698	0.09416084	0.01714405	0.08082096	0.18015592	0.08561475	0.01756771	0.02101827	0.05857292	0.03578561	0.06272488	0.05828942	0.05768982	0.00509033	0.03992493	0.00472803	0.03676624	0.03763180	0.14335123	0.15293090	0.26329282	0.33629131	0.10572816	0.00449312	0.07244601	0.22991664	0.35782129	0.14485725	0.02436373	0.04516671	0.03212740	0.00725515	0.06531612	0.02428008	0.04587416	0.03641848	0.02208444	0.08963113	0.04448390	0.06200869	0.09051830	0.06421241	0.11641528	0.04877047	0.12595103	0.05429610	0.02458793	0.09489692	0.05692089	0.04199757	0.01193689	0.09333876	0.04784502	0.03343474	0.02647377	0.06131366	0.09880853	0.02291463	0.11748298	0.03684792	0.02404636	0.05660131	0.07692478	0.07865941	0.00066707	0.00000000	0.08956252	0.00560865	0.11074527	0.07412970	0.04518359	0.04507549	0.02607496	0.05488512	0.06188243	0.04535798	0.07068713	0.06012250	0.11720371	0.00000000	0.08766515	0.00635295	0.00749702	0.04676813	0.01800925	0.09950289	0.04463716	0.11119658	0.03120867	0.07811731	0.00271462	0.07148804	0.09588538	0.03922970	0.07200365	0.05129714	0.00000000	0.03869860	0.02674809	0.05877375	0.00000000	0.12978634	0.14020440	0.11856019	0.07480267	
Bilophila	0.00000000	0.00577604	0.00000000	0.00047032	0.00034018	0.00000000	0.00000000	0.00000000	0.01348799	0.00000000	0.00845253	0.01039973	0.00000000	0.00192097	0.00249827	0.00000000	0.00215741	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00016876	0.00000000	0.00091329	0.00088881	0.00000000	0.00425216	0.00456021	0.00000000	0.00069755	0.00010921	0.00139864	0.00000000	0.00165274	0.00345980	0.00118832	0.00083054	0.00000000	0.00375758	0.00039483	0.00000000	0.00000000	0.00051453	0.00000000	0.00140147	0.00000000	0.00035735	0.01325255	0.00411293	0.00227596	0.00000000	0.00293630	0.00580422	0.00005532	0.00000000	0.00172147	0.00325294	0.00031548	0.00000000	0.00000000	0.00000000	0.00815273	0.01953961	0.02848171	0.00000000	0.00394277	0.00000000	0.00000000	0.00000000	0.00443609	0.00027360	0.00000000	0.00097387	0.00075695	0.00000000	0.00000000	0.00000000	0.00000000	0.00016499	0.00000000	0.00000000	0.00513899	0.00000000	0.00000000	0.00000000	0.00241600	0.00284618	0.00637870	0.00238399	0.00088921	0.00000000	0.00432766	0.00665457	0.00000000	0.01024618	0.00048997	0.00629110	0.01525145	0.00000000	0.00145051	0.00000000	0.00000000	0.00000000	
Blautia	0.00622208	0.01278142	0.00957401	0.01344305	0.03483155	0.01110365	0.03276104	0.03526342	0.01433202	0.01732742	0.01117552	0.01130012	0.04077296	0.02479109	0.02397650	0.09018387	0.01501527	0.02778229	0.01781731	0.02082517	0.01518394	0.01432618	0.01443729	0.00901588	0.01500980	0.02503702	0.02743316	0.00589316	0.00249499	0.00977940	0.02944819	0.03631013	0.02138786	0.00537297	0.02126552	0.03058236	0.01139422	0.01566153	0.01179175	0.01802437	0.01770659	0.00723300	0.01587091	0.02514690	0.02159602	0.01043307	0.01432937	0.01380958	0.00996843	0.00857180	0.02049898	0.00948488	0.01481768	0.03193467	0.01978689	0.02892553	0.00999553	0.02244314	0.01723144	0.03331580	0.02725017	0.02427308	0.04077799	0.02678589	0.00704612	0.01373494	0.01012650	0.07812910	0.01323863	0.03363345	0.02112328	0.01240723	0.00872258	0.03014822	0.03261163	0.01215321	0.01322390	0.02373270	0.00762473	0.01787009	0.00732777	0.03531787	0.00431309	0.00925653	0.02952502	0.02180181	0.00716758	0.02707102	0.02948987	0.04238232	0.02837588	0.00747515	0.02154304	0.00746584	0.04381426	0.02218349	0.01263405	0.01669324	0.05133173	0.01779897	0.01141959	0.01875967	0.01659868	0.01290231	0.07335642	0.00986217	0.03587154	
Brachyspira	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00123041	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Butyricicoccus	0.00436118	0.00055927	0.00000000	0.00350473	0.00086171	0.00000000	0.00000000	0.00453945	0.00043709	0.00145246	0.00231728	0.00096963	0.00201037	0.00403302	0.00372484	0.00000000	0.00133789	0.00272228	0.00429564	0.00000000	0.00089098	0.00000000	0.00000000	0.00146032	0.00000000	0.00048777	0.00146883	0.00263659	0.00000000	0.00000000	0.00072880	0.00098417	0.00173592	0.00000000	0.00909834	0.00222022	0.00041599	0.00262916	0.00244836	0.00137353	0.00357074	0.00367534	0.00036948	0.00229843	0.00161908	0.00090273	0.00312323	0.00079281	0.00153808	0.00203175	0.00144278	0.01072692	0.00330522	0.00236105	0.00385450	0.00357417	0.00165946	0.00077417	0.00258723	0.00066730	0.00706868	0.00141733	0.00072318	0.00141451	0.00072964	0.00000000	0.00604563	0.00000000	0.00925421	0.00000000	0.00048224	0.01158690	0.00103605	0.00135412	0.00274994	0.00000000	0.01519175	0.00112228	0.00000000	0.00288161	0.00000000	0.00000000	0.00000000	0.00000000	0.00268123	0.00185506	0.00049843	0.00232747	0.00065143	0.00479297	0.00070822	0.00096880	0.00251689	0.00790924	0.00241911	0.00136298	0.00124877	0.00077622	0.00274357	0.00409115	0.00563103	0.00478923	0.00066480	0.00000000	0.00000000	0.00128471	0.00197018	
Butyricimonas	0.00054188	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00638535	0.00000000	0.00000000	0.00000000	0.00055613	0.00000000	0.00000000	0.00000000	0.00000000	0.00010886	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00054954	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00039746	0.00000000	0.00000000	0.00014726	0.00000000	0.00000000	0.00000000	0.00008025	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00083456	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Butyrivibrio	0.00062708	0.00028936	0.00105590	0.00074818	0.00132769	0.00000000	0.00000000	0.00214888	0.00029222	0.00211305	0.00059653	0.00040929	0.00073468	0.00140552	0.00093597	0.00000000	0.00180350	0.00105260	0.00126658	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00088461	0.00110980	0.00000000	0.00000000	0.00000000	0.00104065	0.00265450	0.00149593	0.00075258	0.00104827	0.00071916	0.00079934	0.00137350	0.00145672	0.00127931	0.00000000	0.00065463	0.00000000	0.00143243	0.00038091	0.00000000	0.00061370	0.00204432	0.00124860	0.00000000	0.00098636	0.00090668	0.00246329	0.00064538	0.00054019	0.00113672	0.00000000	0.00071328	0.00101516	0.00157459	0.00114245	0.00123095	0.00154400	0.00080523	0.00055915	0.00000000	0.00072667	0.00000000	0.00051333	0.00129009	0.00094470	0.00132569	0.00137889	0.00123505	0.00109579	0.00000000	0.00127318	0.00173949	0.00000000	0.00115066	0.00000000	0.00000000	0.00092366	0.00000000	0.00187363	0.00095054	0.00000000	0.00075935	0.00147566	0.00000000	0.00127824	0.00000000	0.00228531	0.00092275	0.00000000	0.00065775	0.00066587	0.00189068	0.00159082	0.00000000	0.00064940	0.00132801	0.00101475	0.00099902	0.00118952	0.00000000	0.00000000	
Catenibacterium	0.00056506	0.00018856	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00089664	0.00000000	0.00072342	0.00032631	0.00058636	0.00000000	0.00158236	0.00226012	0.00000000	0.00130304	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.04280321	0.00000000	0.00000000	0.00000000	0.00000000	0.00042168	0.00033171	0.00000000	0.00000000	0.00251523	0.00000000	0.00160449	0.00117842	0.00000000	0.00000000	0.00189664	0.04915369	0.00000000	0.00111597	0.00000000	0.00000000	0.00107426	0.00119969	0.00036094	0.00000000	0.00147063	0.00000000	0.00000000	0.00000000	0.00181907	0.00157917	0.00000000	0.00075143	0.00000000	0.00000000	0.00061634	0.03479312	0.00000000	0.00000000	0.01020305	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00117665	0.00063669	0.00000000	0.00093695	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00175492	0.00000000	0.00000000	0.00000000	0.00000000	0.00135705	0.00130394	0.00000000	0.00000000	0.00000000	0.00000000	0.00080557	0.00000000	0.08848977	0.00043427	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02994587	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Cellulosilyticum	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00041203	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Citrobacter	0.00000000	0.00036264	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00088901	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00250506	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Clostridium	0.02701614	0.03732173	0.02857748	0.01327197	0.01157400	0.01537304	0.01103369	0.01679577	0.01322930	0.01952821	0.01621282	0.01447544	0.03011182	0.02068084	0.01565735	0.02771377	0.02903106	0.02341011	0.01683164	0.01213364	0.02404017	0.00774780	0.01643342	0.00801122	0.00896894	0.02298695	0.01743971	0.02449174	0.00671259	0.00731461	0.01899127	0.02371339	0.01709570	0.01286163	0.02189044	0.01776588	0.01627969	0.02092721	0.02347485	0.01187440	0.02431836	0.01050773	0.02394416	0.02496832	0.01380485	0.02518218	0.01611338	0.02092966	0.01945225	0.01158669	0.01398130	0.01079698	0.01814980	0.02243118	0.01868278	0.02238275	0.03526644	0.01634290	0.01375112	0.01994123	0.02260543	0.05705881	0.03466186	0.02127809	0.02182431	0.01634359	0.01309924	0.02659258	0.02746008	0.00981341	0.05789697	0.01519361	0.02525357	0.01426542	0.01550323	0.00944641	0.02010483	0.01372088	0.01859232	0.02104208	0.02681395	0.07155777	0.01076639	0.02060800	0.02139589	0.01148002	0.03419852	0.00993695	0.01126010	0.05391430	0.01566224	0.01271934	0.03190571	0.01591193	0.01115291	0.04303845	0.01727962	0.02623094	0.02050065	0.02013844	0.02604018	0.01963954	0.01527223	0.02094853	0.03740660	0.01656120	0.01863011	
Collinsella	0.00000000	0.00000000	0.00142471	0.00512372	0.06589114	0.02120570	0.05552095	0.01142064	0.00099372	0.02324746	0.03842728	0.02798522	0.00000000	0.03917446	0.03908938	0.00000000	0.00805449	0.00000000	0.00000000	0.01394109	0.02331709	0.06089643	0.02778016	0.03570057	0.09933831	0.01321791	0.05855616	0.00000000	0.23193607	0.00000000	0.02016920	0.00092037	0.04288763	0.00000000	0.04411179	0.00794876	0.02531446	0.01076714	0.00283674	0.01229868	0.00506386	0.03059524	0.02242108	0.03442559	0.00870320	0.00000000	0.01176389	0.02868178	0.02654603	0.04478311	0.01203858	0.00000000	0.01334156	0.05020848	0.02941614	0.00000000	0.00376357	0.01390565	0.02389821	0.00330680	0.00844396	0.00699300	0.01763915	0.00000000	0.00776092	0.00917727	0.00062649	0.00000000	0.02036612	0.03313673	0.05334549	0.02818073	0.05608882	0.03804071	0.04171129	0.03111749	0.00000000	0.04136451	0.04085768	0.00162531	0.02990861	0.00000000	0.02739252	0.00614929	0.01441273	0.00464791	0.00000000	0.01093763	0.01916456	0.01081527	0.02267843	0.00000000	0.00766245	0.00650706	0.03902390	0.00000000	0.00873520	0.02822318	0.01649493	0.01729186	0.00596971	0.00000000	0.08762987	0.02207671	0.00000000	0.00000000	0.00000000	
Coprobacillus	0.02691818	0.01188363	0.01027506	0.00396958	0.00196704	0.00000000	0.00000000	0.00067704	0.00254993	0.00107249	0.00121648	0.01128175	0.02714464	0.00382903	0.00541624	0.02054107	0.00218554	0.00098010	0.00693677	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.04682846	0.00194405	0.00459492	0.00435030	0.00607462	0.00000000	0.00396932	0.00346286	0.00979528	0.00000000	0.00516052	0.00000000	0.00000000	0.00232548	0.00040590	0.00852048	0.00375696	0.00329388	0.00926083	0.00000000	0.00352622	0.00000000	0.00081998	0.00047810	0.00594381	0.00619716	0.00000000	0.00214434	0.00000000	0.00229781	0.00189786	0.00203222	0.00106731	0.00227463	0.00050670	0.00000000	0.00000000	0.00000000	0.00000000	0.00098767	0.00382412	0.00226233	0.00090413	0.00304878	0.00000000	0.00000000	0.00606029	0.00082833	0.00000000	0.00504892	0.00000000	0.00275021	0.00152542	0.00000000	0.00375768	0.00217422	0.01309971	0.00281109	0.00000000	0.00662385	0.00298250	0.00061411	0.00000000	0.00115457	0.00000000	0.00226280	0.00000000	0.00000000	0.00090114	0.00047945	0.00000000	0.00060686	0.00180026	0.00000000	0.00000000	0.00000000	0.00000000	
Coprococcus	0.00145870	0.00058656	0.00261913	0.00506887	0.01081856	0.00706365	0.00267832	0.01094274	0.00319131	0.07323053	0.02121980	0.00290550	0.02041531	0.01458059	0.01010944	0.02514059	0.00938685	0.00307429	0.00248868	0.00175142	0.01468397	0.00126105	0.00000000	0.00000000	0.00161979	0.02245542	0.12803144	0.00000000	0.00000000	0.00000000	0.00734439	0.00231702	0.00451783	0.01384098	0.01384228	0.00193534	0.00418788	0.00305667	0.00205016	0.01141552	0.00163933	0.00199293	0.00291685	0.02013399	0.00174377	0.00473231	0.00237475	0.01976839	0.00229769	0.00329453	0.02352445	0.00194458	0.02522751	0.00271098	0.00997214	0.00253884	0.00244373	0.00212108	0.00208280	0.01041513	0.01962063	0.00843143	0.00424304	0.01828336	0.00189528	0.01764613	0.00241534	0.00000000	0.00287858	0.00473247	0.00943185	0.02047277	0.01024569	0.02099483	0.00226930	0.02301207	0.02621912	0.00795260	0.00085115	0.01911458	0.00000000	0.00684159	0.00187601	0.00556444	0.01834717	0.02066421	0.00289523	0.02709189	0.00247480	0.00376212	0.00214226	0.00091740	0.00945301	0.00192602	0.01118402	0.00163850	0.00937535	0.02384056	0.02663655	0.00478327	0.00291144	0.01115492	0.00460683	0.00449181	0.00294889	0.00169350	0.00225930	
Dehalobacter	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00018793	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Desulfitobacterium	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00020372	0.00000000	0.00000000	0.00000000	0.00031684	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00021555	0.00031987	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00029413	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00029407	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00041803	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00043219	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00055895	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Desulfosporosinus	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00037614	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00050778	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00031396	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
