ID	J.AP01	J.AP02	J.AP03	J.AP05	J.AP06	J.AP07	J.AP08	J.AP09	J.AP10	J.AP11	J.AP12	J.AP15	J.AP16	J.AP17	J.AP18	J.AP19	J.AP21	J.AP22	J.AP23	J.AP24	J.AP25	J.AP26	J.AP27	J.AP28	J.AP30	J.AP31	J.AP32	J.AP33	J.AP34	J.AP35	J.AP36	J.AP37	J.AP38	J.AP39	J.AP40	J.FA01	J.FA02	J.FA03	J.FA05	J.FA06	J.FA07	J.FA08	J.FA09	J.FA10	J.FA11	J.FA12	J.FA13	J.FA14	J.FA15	J.FA16	J.FA17	J.FA18	J.FA19	J.FA21	J.FA22	J.FA23	J.FA24	J.FA25	J.FA26	J.FA27	J.FA28	J.FA29	J.FA30	J.FB01	J.FB02	J.FB04	J.FB05	J.FB06	J.FB07	J.FB08	J.FB09	J.FB10	J.FM01	J.FM02	J.FM03	J.FM04	J.FM11	J.FM14	J.FM21	J.FP01	J.FP02	J.FP03	J.FP04	J.FP05	J.FT01	J.FT02	J.FT03	J.FT06	J.FT07	J.FT08	J.FT09	J.FT10	J.FT12	J.FT13	J.FT14	J.FT15	J.FT16	J.FT17	J.FT18	J.FT19	J.FT20	J.FT21	J.TS11	J.TS21	J.TS29	J.TS33	J.TS41	
Desulfovibrio	0.00000000	0.00014068	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00023748	0.00000000	0.00024462	0.00056222	0.00000000	0.00000000	0.00013603	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00157871	0.00000000	0.00000000	0.00000000	0.00010069	0.00000000	0.00071535	0.00000000	0.00000000	0.00408069	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00029002	0.00040599	0.00010722	0.00000000	0.00000000	0.00000000	0.00161446	0.00000000	0.00000000	0.00000000	0.00000000	0.00234775	0.00008945	0.00000000	0.00000000	0.00033047	0.00087367	0.00076684	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00974513	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00052756	0.00000000	0.00037127	0.00076531	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Dialister	0.00000000	0.00012315	0.00000000	0.00366772	0.00000000	0.00969738	0.00000000	0.00741812	0.00000000	0.00000000	0.00023337	0.00472172	0.00000000	0.00000000	0.00038735	0.00000000	0.00995018	0.01344291	0.00060137	0.00000000	0.00062323	0.00425809	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00097991	0.00000000	0.00000000	0.00869223	0.00337007	0.00005915	0.01369025	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00096827	0.00000000	0.00846663	0.00000000	0.00000000	0.00084855	0.00000000	0.00000000	0.00082104	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00043566	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00196462	0.00000000	0.00000000	0.00274112	0.00000000	0.00000000	0.00000000	0.00105500	0.00000000	0.00000000	0.00000000	0.00000000	0.00643857	0.04361116	0.00000000	0.00000000	0.00096827	0.00272343	0.00000000	0.00000000	0.00000000	0.00000000	0.00068460	0.01101716	0.00183788	0.00000000	0.00000000	0.00634750	0.00000000	0.00593068	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01067127	
Dorea	0.00165283	0.00238152	0.00237882	0.01689586	0.01871555	0.00767777	0.01769716	0.03927470	0.00114882	0.01619179	0.01342065	0.02651238	0.02694455	0.02477792	0.02639982	0.00264345	0.01826312	0.01398859	0.04684594	0.00501258	0.00352665	0.00513674	0.00298524	0.00582401	0.00189261	0.01722006	0.01100936	0.00000000	0.00807150	0.00083502	0.00406051	0.01961978	0.00534693	0.00227878	0.02608347	0.03867113	0.02047015	0.01354675	0.00350287	0.03046360	0.04509772	0.04172299	0.03514272	0.01648346	0.02416328	0.00103450	0.01847154	0.02219669	0.00790394	0.03335868	0.02758157	0.02108618	0.02128818	0.03420507	0.01328978	0.00254128	0.00299166	0.03301702	0.01359794	0.01307601	0.02116015	0.01833942	0.02278942	0.02924833	0.01460933	0.00520755	0.01117004	0.00063087	0.00783980	0.03053406	0.02338006	0.01102660	0.03274084	0.04978448	0.00319606	0.00192881	0.01170575	0.01334109	0.05260047	0.04290721	0.01541277	0.00000000	0.01778407	0.00429440	0.01788825	0.01090390	0.00075028	0.03578188	0.02125255	0.00203282	0.02180713	0.00171825	0.00403275	0.01834768	0.00252319	0.00157835	0.01284008	0.03470324	0.03289766	0.00172222	0.00167226	0.01715496	0.01819450	0.02981628	0.00266662	0.00153888	0.00666602	
Eggerthella	0.01177537	0.01118016	0.00055866	0.00196095	0.00098863	0.00000000	0.00000000	0.00601694	0.01162822	0.00083305	0.00877102	0.00481780	0.02316347	0.00117923	0.00347892	0.00766482	0.00127376	0.00424192	0.00313687	0.00062633	0.00146144	0.00000000	0.00246298	0.00209033	0.00115217	0.00021706	0.00000000	0.00175003	0.00891215	0.00000000	0.00449210	0.00829561	0.00199531	0.00154704	0.00090972	0.00877838	0.00100823	0.00352691	0.00282608	0.00484810	0.00320146	0.00458741	0.02584191	0.00225518	0.01616197	0.00300670	0.01085880	0.00181977	0.00160545	0.00184043	0.00125251	0.00946290	0.00063303	0.00138423	0.00080333	0.00491534	0.00131044	0.00101048	0.00065996	0.00132398	0.00327628	0.00133857	0.00100367	0.00000000	0.00000000	0.00224248	0.00672787	0.01996841	0.00120942	0.00250485	0.00000000	0.00545773	0.01314718	0.00168307	0.00082701	0.00000000	0.01933380	0.00096710	0.00125238	0.01293846	0.03367327	0.00073961	0.00236546	0.00120487	0.00165322	0.00400134	0.02255271	0.00930736	0.00000000	0.03372203	0.01361219	0.00189583	0.00863822	0.00309369	0.03020014	0.03370422	0.00641190	0.00110612	0.02141835	0.00709177	0.00566438	0.01183827	0.00237046	0.00164233	0.00000000	0.02840540	0.00552791	
Enterobacter	0.00000000	0.00000000	0.00000000	0.01648148	0.00000000	0.00000000	0.00000000	0.00000000	0.00741340	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00089276	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00025333	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00006761	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.04791604	0.00000000	0.00000000	0.00000000	0.00000000	0.03864645	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Enterococcus	0.00165809	0.06517833	0.00000000	0.01044253	0.00000000	0.00000000	0.00000000	0.00102014	0.09458042	0.00076677	0.00060009	0.00091199	0.00344769	0.00076393	0.00125288	0.00125260	0.00116024	0.00271578	0.00113863	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00079131	0.00079913	0.00083533	0.00051955	0.00111640	0.00000000	0.00092156	0.00125355	0.00090194	0.00000000	0.00673758	0.00061108	0.00187544	0.00109414	0.00052934	0.00069201	0.00000000	0.00058964	0.00074387	0.00000000	0.00051042	0.00070717	0.00086329	0.00047502	0.00055445	0.00075394	0.00000000	0.00070359	0.00050706	0.00081478	0.00063151	0.00099847	0.00080028	0.00105117	0.00000000	0.00000000	0.00000000	0.01046175	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00076007	0.00000000	0.00000000	0.00000000	0.00064840	0.00000000	0.00000000	0.01452497	0.00000000	0.00000000	0.00000000	0.00105318	0.00053818	0.00050684	0.00000000	0.00000000	0.00036424	0.00063161	0.00000000	0.00080557	0.00066810	0.00000000	0.00039515	0.00000000	0.00000000	0.00118534	0.00000000	0.00000000	0.00069772	0.00000000	0.00000000	0.00000000	0.00085657	0.00000000	
Enterorhabdus	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00044631	0.00055712	0.00000000	0.00000000	0.00000000	0.00066605	0.00031913	0.00000000	0.00115938	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00077600	0.00000000	0.00000000	0.00011366	0.00011575	0.00000000	0.00041079	0.00143846	0.00000000	0.00130246	0.00022729	0.00000000	0.00108815	0.00000000	0.00000000	0.00000000	0.00035951	0.00085701	0.00000000	0.00091241	0.00000000	0.00035977	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00043899	0.00066430	0.00021218	0.00000000	0.00000000	0.00000000	0.00567823	0.00316773	0.00000000	0.00000000	0.00000000	0.00000000	0.00064946	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00016796	0.00000000	0.00000000	0.00000000	0.00000000	0.00280468	0.00000000	0.00228715	0.00083386	0.00000000	0.00111568	0.00000000	0.00000000	0.00085413	0.01487051	0.00121868	0.00000000	0.00000000	0.00000000	0.00024185	0.00000000	0.00000000	0.00000000	0.00031045	0.00183787	0.00000000	0.00000000	0.00110436	0.00000000	0.00000000	
Erysipelatoclostridium	0.00288580	0.00220065	0.00185782	0.00069006	0.00159607	0.00000000	0.00000000	0.00000000	0.00071502	0.00000000	0.00080409	0.00120088	0.00538770	0.00262192	0.00607800	0.00377764	0.00133918	0.00011673	0.00115935	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00089810	0.00020023	0.00109608	0.00070366	0.00592337	0.00000000	0.00322422	0.00222939	0.00054206	0.00000000	0.00413456	0.00000000	0.00000000	0.00167811	0.00000000	0.00173608	0.00236075	0.00241709	0.00160683	0.00000000	0.00254235	0.00000000	0.00000000	0.00000000	0.00592852	0.00420957	0.00000000	0.00243102	0.00000000	0.00035295	0.00129803	0.00080225	0.00059470	0.00126530	0.00013101	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00274814	0.00157251	0.00051170	0.00238516	0.00000000	0.00000000	0.00032044	0.00000000	0.00000000	0.00357193	0.00000000	0.00000000	0.00174226	0.00000000	0.00315853	0.00256798	0.00026801	0.00397259	0.00000000	0.00154486	0.00214761	0.00000000	0.00000000	0.00083721	0.00000000	0.00017666	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Escherichia	0.00000000	0.00467010	0.00000000	0.00372699	0.00015535	0.00000000	0.00065773	0.00370793	0.00143927	0.00000000	0.00000000	0.01210018	0.00000000	0.00000000	0.00023109	0.00704003	0.00062224	0.00414718	0.01043066	0.00000000	0.00000000	0.00000000	0.00000000	0.00224614	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00425316	0.00000000	0.00647923	0.01313171	0.00000000	0.00000000	0.00069982	0.00000000	0.00000000	0.00000000	0.00000000	0.00026269	0.00000000	0.00000000	0.00000000	0.01180744	0.00000000	0.00000000	0.00522215	0.00000000	0.00000000	0.00000000	0.00200868	0.00026362	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01606891	0.00046517	0.00000000	0.00040896	0.00139387	0.00000000	0.02484942	0.00000000	0.00000000	0.00624405	0.00000000	0.00882544	0.00000000	0.00170806	0.00000000	0.01870677	0.00781138	0.01591625	0.00000000	0.00000000	0.00000000	0.00000000	0.00685521	0.00000000	0.01681489	0.02046094	0.00000000	0.00000000	0.00098115	0.00444102	0.00000000	0.00000000	0.00000000	0.00000000	0.00045800	0.00130772	0.00000000	0.00000000	0.02052207	0.00000000	0.00000000	0.01145749	0.00000000	
Ethanoligenens	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00023865	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Eubacterium	0.00315488	0.00348732	0.05889331	0.08991403	0.07149173	0.02796587	0.05286735	0.14573801	0.00405750	0.04035889	0.01645609	0.00875946	0.00285862	0.05210976	0.03121027	0.00390327	0.08197283	0.01226230	0.08468769	0.07123535	0.05827779	0.14719451	0.09260399	0.00248172	0.00250600	0.05976568	0.02954156	0.04391667	0.03260691	0.02823435	0.03963671	0.05359775	0.04593980	0.02644944	0.02552396	0.06294524	0.04444677	0.08389138	0.06154313	0.09429595	0.00672246	0.06660128	0.01325571	0.07754799	0.04320251	0.00155542	0.06837256	0.06401783	0.02164597	0.07761368	0.03307517	0.05028811	0.06440949	0.04997581	0.06161048	0.04014461	0.06703947	0.01879154	0.05545520	0.09162228	0.04121622	0.04581612	0.06764406	0.01187100	0.04456123	0.00546345	0.05122499	0.00152024	0.01361183	0.00324531	0.02473897	0.06737248	0.02091962	0.02046210	0.04806825	0.06474297	0.04454396	0.00530517	0.02533471	0.00418505	0.00840027	0.00170237	0.02062782	0.00245380	0.06213600	0.01330484	0.00976353	0.02927657	0.06693426	0.00463667	0.01714909	0.06005618	0.05627870	0.03972072	0.04977343	0.01150196	0.02231332	0.03647166	0.03452537	0.03312497	0.03565230	0.02247049	0.02631158	0.11602216	0.00451384	0.00889330	0.01827225	
Faecalibacterium	0.01930903	0.02297710	0.02811279	0.01801940	0.01537173	0.03777426	0.01800330	0.01731361	0.01693691	0.01110476	0.03528672	0.02238950	0.02645526	0.02824336	0.02173227	0.03750845	0.01246986	0.01642610	0.03352380	0.04127859	0.01152604	0.05804245	0.05656104	0.01915563	0.06090102	0.02985650	0.01893735	0.11651375	0.00000000	0.08403929	0.01353177	0.00659832	0.03424790	0.00619421	0.02152978	0.00871162	0.01052722	0.02383278	0.00719602	0.02066873	0.01248126	0.02375759	0.03947595	0.01519223	0.01646463	0.00000000	0.01039945	0.01420559	0.00962592	0.00595076	0.02028224	0.03306951	0.00896564	0.00137614	0.01900505	0.01636902	0.00290377	0.02247667	0.02397440	0.01167516	0.01537732	0.01618709	0.01762308	0.01894502	0.00914238	0.02970028	0.00098780	0.00000000	0.02414819	0.01935290	0.04185580	0.00976616	0.03523796	0.01760975	0.03700368	0.00000000	0.02342410	0.02730576	0.00086045	0.03859447	0.05398330	0.00000000	0.03119129	0.00000000	0.02013026	0.01029134	0.02163101	0.02362757	0.01878524	0.00079354	0.01731539	0.02204713	0.00859415	0.02103378	0.01781601	0.02390423	0.01545181	0.02210726	0.01357228	0.01114102	0.00154903	0.02051117	0.02737088	0.02172870	0.01472744	0.06733953	0.03383088	
Faecalitalea	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00065206	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00682136	0.00000000	0.00000000	0.00339787	0.00000000	0.00000000	0.00000000	0.00100339	0.00000000	0.00000000	0.00000000	0.00000000	0.00169106	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00845026	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00111476	0.00000000	0.00000000	0.00000000	0.00000000	0.00956673	0.00000000	0.01479776	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00556239	0.00000000	0.00000000	0.00000000	
Flavonifractor	0.00189331	0.00171888	0.00053638	0.00011060	0.00000000	0.00000000	0.00000000	0.00163788	0.00053452	0.00035255	0.00000000	0.00110148	0.00269040	0.00000000	0.00012258	0.00035513	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00044045	0.00178392	0.00012688	0.00042366	0.00000000	0.00051105	0.00024409	0.00046757	0.00045816	0.00000000	0.00037740	0.00000000	0.00000000	0.00000000	0.00094748	0.00000000	0.00000000	0.00026664	0.00069414	0.00000000	0.00042505	0.00032501	0.00016078	0.00000000	0.00000000	0.00046938	0.00010329	0.00000000	0.00023139	0.00052764	0.00033889	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00197473	0.00000000	0.00000000	0.00060756	0.00000000	0.00000000	0.00000000	0.00104242	0.00000000	0.00000000	0.00146617	0.00000000	0.00000000	0.00137494	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00076429	0.00300521	0.00000000	0.00000000	0.00000000	0.00057557	0.00143248	0.00049019	0.00000000	0.00034978	0.00238658	0.00066225	0.00000000	0.00135927	0.00000000	0.00310400	0.00093790	0.00000000	0.00000000	0.00000000	0.00041554	0.00000000	
Fusobacterium	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00045926	0.00044783	0.00661383	0.00226919	0.00000000	0.00000000	0.00000000	0.00111800	0.00032424	0.00000000	0.00055139	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00033964	0.00000000	0.00000000	0.00000000	0.00042412	0.00000000	0.00042719	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00431701	0.00000000	0.00000000	0.00028949	0.00000000	0.00162526	0.00000000	0.00028306	0.00000000	0.00000000	0.00000000	0.00244101	0.00641582	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00283763	0.00000000	0.00090476	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00523126	0.00000000	0.00000000	0.02055535	0.00000000	0.00435931	0.00000000	0.00000000	0.00057163	0.00000000	0.00000000	0.00090815	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00051398	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Gemella	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00042462	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00020131	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Gordonibacter	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00026743	0.00101138	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00029732	0.00000000	0.00000000	0.00000000	0.00009766	0.00000000	0.00026496	0.00007670	0.00000000	0.00034679	0.00000000	0.00032352	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00012419	0.00032770	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00015841	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00073987	0.00000000	0.00000000	0.00000000	0.00027366	0.00000000	0.00010485	0.00000000	0.00010826	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Haemophilus	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01300642	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00078156	0.00000000	0.00000000	0.00018065	0.00000000	0.00060414	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00027254	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00525473	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00263727	0.00000000	0.00000000	0.00000000	0.00489565	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Holdemanella	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00493661	0.05409949	0.00000000	0.00000000	0.00000000	0.00000000	0.00090986	0.00000000	0.03568938	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00733313	0.00000000	0.00000000	0.00000000	0.00000000	0.00038855	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.03045827	0.05087672	0.00000000	0.01940529	0.00000000	0.00190752	0.00000000	0.01247027	0.00141818	0.00000000	0.00697910	0.00575968	0.00137141	0.00000000	0.00870891	0.00000000	0.01495578	0.00054321	0.00000000	0.00000000	0.00000000	0.00000000	0.02942532	0.00197050	0.00000000	0.00843691	0.00278790	0.01915389	0.00000000	0.00000000	0.00000000	0.00000000	0.00207515	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.04253118	0.00000000	0.00000000	0.00000000	0.00000000	0.05053852	0.02771736	0.00000000	0.00000000	0.00000000	0.00000000	0.00283375	0.00000000	0.00357618	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.04170554	0.00000000	0.00000000	0.00000000	0.07190837	0.00136184	0.00000000	0.00000000	0.00000000	
Holdemania	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00026757	0.00000000	0.00000000	0.00000000	0.00034687	0.00000000	0.00000000	0.00016879	0.00069071	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00027253	0.00024319	0.00000000	0.00000000	0.00000000	0.00047241	0.00000000	0.00034702	0.00036345	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00019482	0.00000000	0.00000000	0.00000000	0.00024179	0.00000000	0.00000000	0.00041523	0.00020170	0.00000000	0.00000000	0.00069709	0.00000000	0.00000000	0.00000000	0.00040429	0.00027324	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00066582	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00064921	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00061589	0.00023179	0.00000000	0.00031008	0.00000000	0.00000000	0.00030701	0.00000000	0.00000000	0.00041750	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
