ID	GERC19168690	GERC21593359	GERC21703880	GERC27463710	GERC35633353	GERC42956136	GERC49461418	GERC52117727	GERC52145360	GERC59583015	GERC65222621	GERC65406197	GERC71242853	GERC71915439	GERC72690923	GERC76222476	GERC79349503	GERC89306485	GERC92404903	GERC95431029	GERC95676152	GERC98531134	GERR10032470	GERR10191450	GERR15562448	GERR17410933	GERR18579000	GERR18829815	GERR22852639	GERR23541216	GERR25475945	GERR26625622	GERR27867141	GERR28738636	GERR29706695	GERR30626189	GERR30627121	GERR31009081	GERR31134579	GERR32288175	GERR32965613	GERR35081859	GERR35801800	GERR37575804	GERR38158721	GERR39157124	GERR39882286	GERR41202658	GERR41521570	GERR45004878	GERR45812507	GERR46727384	GERR49025643	GERR49942357	GERR50300306	GERR50529145	GERR50538120	GERR51154251	GERR51228890	GERR53508245	GERR53522274	GERR54057834	GERR56948710	GERR59540613	GERR66848156	GERR67373733	GERR68973846	GERR72666896	GERR73128545	GERR74592084	GERR75147712	GERR76409700	GERR85481373	GERR85661207	GERR89107682	GERR89643949	GERR89967135	GERR93755960	GERR98198513	GERR98702133	GERR99440714	GERR99929634	
Coraliomargarita	0.00000000	0.00000000	0.00011724	0.00006710	0.00006765	0.00000000	0.00000000	0.00000000	0.00014262	0.00000000	0.00000000	0.00011769	0.00006915	0.00000000	0.00031331	0.00000000	0.00018236	0.00000000	0.00000000	0.00000000	0.00021238	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00006662	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00032185	0.00000000	0.00009391	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00010938	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Corynebacterium	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00106002	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Cronobacter	0.00000000	0.00013804	0.00035541	0.00033820	0.00022203	0.00000000	0.00000000	0.00000000	0.00022258	0.00000000	0.00024502	0.00000000	0.00039231	0.00014443	0.00032657	0.00000000	0.00000000	0.00052066	0.00000000	0.00041647	0.00050503	0.00046566	0.00034085	0.00055538	0.00031507	0.00000000	0.00023625	0.00000000	0.00054329	0.00000000	0.00028830	0.00000000	0.00034207	0.00000000	0.00017559	0.00000000	0.00000000	0.00019565	0.00021155	0.00000000	0.00000000	0.00052857	0.00000000	0.00023975	0.00000000	0.00021181	0.00022848	0.00000000	0.00033435	0.00023350	0.00000000	0.00036922	0.00079003	0.00000000	0.00000000	0.00046624	0.00000000	0.00057490	0.00021645	0.00028839	0.00017220	0.00000000	0.00035781	0.00040501	0.00000000	0.00026221	0.00000000	0.00000000	0.00027310	0.00000000	0.00000000	0.00023271	0.00000000	0.00000000	0.00000000	0.00034514	0.00030262	0.00025976	0.00000000	0.00019179	0.00030070	0.00000000	
Dehalobacter	0.00000000	0.00000000	0.00044895	0.00086031	0.00034694	0.00000000	0.00000000	0.00013538	0.00071063	0.00000000	0.00078044	0.00000000	0.00015812	0.00000000	0.00080286	0.00000000	0.00000000	0.00019027	0.00000000	0.00000000	0.00036870	0.00033320	0.00000000	0.00000000	0.00029826	0.00000000	0.00025165	0.00000000	0.00021048	0.00000000	0.00011503	0.00000000	0.00064114	0.00000000	0.00037452	0.00011292	0.00087419	0.00059876	0.00127123	0.00028947	0.00013269	0.00022927	0.00000000	0.00000000	0.00000000	0.00024496	0.00000000	0.00019547	0.00000000	0.00021183	0.00000000	0.00054624	0.00016633	0.00000000	0.00000000	0.00027273	0.00061982	0.00000000	0.00015641	0.00031578	0.00027966	0.00019703	0.00026456	0.00000000	0.00013277	0.00033275	0.00000000	0.00000000	0.00000000	0.00032840	0.00000000	0.00035152	0.00000000	0.00000000	0.00000000	0.00021071	0.00072845	0.00000000	0.00000000	0.00000000	0.00020042	0.00022070	
Desulfitobacterium	0.00000000	0.00012667	0.00038050	0.00059695	0.00047828	0.00000000	0.00007678	0.00014516	0.00034691	0.00017832	0.00061031	0.00000000	0.00000000	0.00020063	0.00045771	0.00000000	0.00000000	0.00019794	0.00000000	0.00037584	0.00022322	0.00018547	0.00000000	0.00066697	0.00033656	0.00018535	0.00030512	0.00023802	0.00097301	0.00033535	0.00020802	0.00018396	0.00038053	0.00000000	0.00041291	0.00016994	0.00018043	0.00031243	0.00028230	0.00018744	0.00037932	0.00024688	0.00000000	0.00027248	0.00044915	0.00033171	0.00026876	0.00000000	0.00026543	0.00034110	0.00000000	0.00024782	0.00029069	0.00000000	0.00000000	0.00043890	0.00059003	0.00022981	0.00028266	0.00015309	0.00037413	0.00000000	0.00022040	0.00000000	0.00012965	0.00043972	0.00000000	0.00033314	0.00014785	0.00000000	0.00000000	0.00030515	0.00029519	0.00031017	0.00000000	0.00046549	0.00041170	0.00062917	0.00000000	0.00013740	0.00040618	0.00023834	
Desulfosporosinus	0.00000000	0.00000000	0.00035738	0.00043971	0.00034628	0.00000000	0.00000000	0.00014887	0.00028625	0.00000000	0.00025698	0.00000000	0.00000000	0.00012575	0.00036435	0.00000000	0.00000000	0.00032202	0.00000000	0.00000000	0.00017324	0.00025781	0.00000000	0.00000000	0.00000000	0.00000000	0.00042637	0.00000000	0.00021627	0.00039632	0.00012661	0.00013719	0.00023558	0.00000000	0.00027476	0.00009978	0.00032769	0.00019975	0.00016361	0.00015519	0.00015631	0.00038235	0.00000000	0.00000000	0.00000000	0.00022562	0.00020308	0.00000000	0.00017273	0.00041251	0.00018091	0.00022328	0.00008073	0.00000000	0.00000000	0.00029352	0.00000000	0.00000000	0.00019728	0.00011554	0.00024819	0.00000000	0.00015859	0.00000000	0.00041461	0.00021268	0.00000000	0.00000000	0.00018956	0.00000000	0.00000000	0.00035486	0.00000000	0.00019424	0.00000000	0.00030294	0.00020821	0.00000000	0.00000000	0.00020327	0.00015501	0.00000000	
Desulfotomaculum	0.00000000	0.00000000	0.00029822	0.00019716	0.00021168	0.00000000	0.00000000	0.00011873	0.00022848	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00021228	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00022378	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00032333	0.00000000	0.00016656	0.00000000	0.00000000	0.00000000	0.00016866	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00024386	0.00000000	0.00013159	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00012726	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00014471	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Desulfovibrio	0.00000000	0.00035295	0.00016256	0.00000000	0.00060719	0.00000000	0.00160265	0.00000000	0.00090641	0.00000000	0.00242032	0.00009621	0.00000000	0.00031287	0.01016710	0.00587244	0.00061758	0.00303766	0.00000000	0.00090308	0.00051405	0.00000000	0.00000000	0.00011699	0.00092856	0.00000000	0.00694611	0.00000000	0.00077675	0.00000000	0.00023738	0.00015599	0.00026441	0.00000000	0.00000000	0.00205450	0.00022475	0.00333237	0.00298072	0.00025115	0.00014230	0.00031111	0.00161901	0.00000000	0.00000000	0.00027206	0.00172499	0.00000000	0.00068171	0.00099019	0.00000000	0.00027274	0.00044399	0.00000000	0.00000000	0.00000000	0.00000000	0.00067563	0.00089827	0.00265968	0.00000000	0.00015560	0.00011455	0.00814550	0.00000000	0.00020067	0.00024703	0.00000000	0.00125554	0.00000000	0.00043536	0.00000000	0.00047645	0.00221326	0.00000000	0.00524657	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00006003	
Dialister	0.00000000	0.00017700	0.00000000	0.00000000	0.00811574	0.00051158	0.00023364	0.01386953	0.00000000	0.00241554	0.00000000	0.00437899	0.00289609	0.00639075	0.00000000	0.01676021	0.00027388	0.00000000	0.00000000	0.00016821	0.00000000	0.01327866	0.02571742	0.00120794	0.00000000	0.01312378	0.00000000	0.02059231	0.00295948	0.00000000	0.00000000	0.00000000	0.00000000	0.02444393	0.00000000	0.02399754	0.00108816	0.00000000	0.00000000	0.01128891	0.02652394	0.01452973	0.00000000	0.01080486	0.00749157	0.00000000	0.00964485	0.01241675	0.00895455	0.00000000	0.00219282	0.00665084	0.00933909	0.00000000	0.03232532	0.00615164	0.00135274	0.00981656	0.00000000	0.00775716	0.00000000	0.00000000	0.01000802	0.00810023	0.00000000	0.00523297	0.00960221	0.01166322	0.00000000	0.00000000	0.00000000	0.00493728	0.00000000	0.00000000	0.00015103	0.00000000	0.01913842	0.00928762	0.00031738	0.02315666	0.01401839	0.01226342	
Dorea	0.00276317	0.01000794	0.00084796	0.00547061	0.00306195	0.02146848	0.00595950	0.00261060	0.00287997	0.01235441	0.00204250	0.00254923	0.00292219	0.00349515	0.00117088	0.00141323	0.00215689	0.00120586	0.00029605	0.00089745	0.00119605	0.00105901	0.00480053	0.00075141	0.00099443	0.00931450	0.01134579	0.00769217	0.00124318	0.00455141	0.00477294	0.00636779	0.00213794	0.00904986	0.00167669	0.00276260	0.02182117	0.00765462	0.00570800	0.00242777	0.00397910	0.00180078	0.00505165	0.00619426	0.00136112	0.00134544	0.01312849	0.00222667	0.00724667	0.00426877	0.00599045	0.00775919	0.00552133	0.00436750	0.00125612	0.00221486	0.00080073	0.00415339	0.01095221	0.00506651	0.00144962	0.00596348	0.00379553	0.00228252	0.00461752	0.00671297	0.00243667	0.00481491	0.00219458	0.00530347	0.00052832	0.00176927	0.00152707	0.00547629	0.00642120	0.00291229	0.00486026	0.00294624	0.00292399	0.00321708	0.00619357	0.00615235	
Dysgonomonas	0.00000000	0.00000000	0.00000000	0.00014711	0.00000000	0.00000000	0.00000000	0.00000000	0.00016680	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00079366	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00036151	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Eggerthella	0.00318034	0.00183702	0.00093335	0.00098970	0.00171918	0.00077159	0.00077000	0.00025354	0.00030341	0.00066843	0.00121509	0.00074195	0.00000000	0.00034032	0.00054498	0.00042739	0.00018013	0.00099992	0.00023853	0.00361915	0.00067031	0.00150968	0.00041061	0.00085764	0.00008865	0.00529508	0.00179820	0.00012673	0.00233605	0.00081127	0.00151246	0.00014926	0.00032394	0.00020725	0.00100515	0.00047124	0.00116594	0.00074683	0.00026643	0.00030809	0.00026574	0.00084522	0.00021246	0.00102295	0.00018180	0.00018480	0.00201482	0.00017744	0.00047712	0.00033209	0.00020615	0.00044349	0.00681802	0.00012913	0.00038748	0.00144119	0.00237351	0.00119966	0.00054183	0.00053461	0.00017788	0.00073181	0.00065864	0.00021141	0.00030847	0.00079658	0.00018320	0.00035919	0.00032729	0.00096493	0.00000000	0.00080953	0.00000000	0.00053747	0.00022526	0.00125748	0.00097624	0.00043946	0.00034495	0.00082446	0.00070815	0.00071767	
Eikenella	0.00000000	0.00427646	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Elusimicrobium	0.00000000	0.00000000	0.00000000	0.00274519	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Enterococcus	0.00024658	0.00024390	0.00057507	0.00045979	0.00051862	0.00125323	0.00025023	0.00045678	0.00048622	0.00030979	0.00051171	0.00066093	0.00063805	0.00033933	0.00039008	0.00000000	0.00044469	0.00030576	0.00000000	0.00028130	0.00043007	0.00018769	0.00019553	0.00035820	0.00037985	0.00106156	0.00058206	0.00040212	0.00020541	0.00040743	0.00066920	0.00048921	0.00043168	0.00032312	0.00050209	0.00034763	0.00054286	0.00050717	0.00037498	0.00056161	0.00036257	0.00049519	0.00024885	0.00034665	0.00059034	0.00041180	0.00109165	0.00027319	0.00041012	0.00070910	0.00100057	0.00046461	0.00027124	0.00057541	0.00020245	0.00031530	0.00000000	0.00020131	0.00043603	0.00028925	0.00040171	0.00045958	0.00033132	0.00016874	0.00046881	0.00044262	0.00035522	0.00032872	0.00036196	0.00058544	0.00018302	0.00101003	0.00041765	0.00042297	0.00066557	0.00034070	0.00063497	0.00039186	0.00065777	0.00050082	0.00031748	0.00065615	
Enterorhabdus	0.00058590	0.00008806	0.00017218	0.00033138	0.00031430	0.00000000	0.00032239	0.00030110	0.00038726	0.00126925	0.00028584	0.00043858	0.00000000	0.00000000	0.00019648	0.00000000	0.00000000	0.00017883	0.00000000	0.00525348	0.00144853	0.00022730	0.00088282	0.00118255	0.00000000	0.00014069	0.00016593	0.00021597	0.00235413	0.00000000	0.00180546	0.00006071	0.00014636	0.00000000	0.00010345	0.00000000	0.00000000	0.00027074	0.00000000	0.00072954	0.00000000	0.00191721	0.00008671	0.00000000	0.00000000	0.00000000	0.00020504	0.00000000	0.00000000	0.00000000	0.00018513	0.00022208	0.01204635	0.00000000	0.00024093	0.00039481	0.00776532	0.00268715	0.00000000	0.00051035	0.00000000	0.00000000	0.00020494	0.00000000	0.00000000	0.00011625	0.00000000	0.00009892	0.00073071	0.00043832	0.00000000	0.00022556	0.00000000	0.00025575	0.00000000	0.00018176	0.00056362	0.00084672	0.00000000	0.00016058	0.00298161	0.00032458	
Erysipelatoclostridium	0.00000000	0.00079426	0.00000000	0.00016127	0.00015120	0.00117565	0.00019599	0.00094938	0.00000000	0.00022379	0.00000000	0.00000000	0.00023063	0.00018257	0.00000000	0.00000000	0.00012493	0.00000000	0.00000000	0.00000000	0.00000000	0.00014988	0.00000000	0.00000000	0.00000000	0.00157588	0.00023718	0.00103237	0.00000000	0.00059665	0.00192240	0.00007251	0.00000000	0.00100037	0.00000000	0.00026105	0.00000000	0.00120313	0.00023945	0.00084157	0.00027864	0.00000000	0.00034583	0.00120119	0.00013636	0.00000000	0.00000000	0.00025710	0.00000000	0.00000000	0.00017314	0.00010211	0.00000000	0.00028485	0.00000000	0.00000000	0.00000000	0.00000000	0.00054504	0.00017673	0.00021601	0.00164809	0.00000000	0.00000000	0.00024706	0.00000000	0.00030473	0.00000000	0.00142505	0.00123362	0.00037245	0.00048864	0.00015849	0.00023710	0.00000000	0.00000000	0.00047399	0.00012917	0.00019531	0.00016131	0.00007054	0.00010850	
Escherichia	0.00000000	0.00281541	0.00000000	0.00029153	0.00000000	0.00474372	0.00000000	0.00140032	0.00000000	0.00000000	0.00000000	0.00541617	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00880438	0.00000000	0.00264064	0.00000000	0.00000000	0.00000000	0.03224747	0.00000000	0.00056073	0.00000000	0.00000000	0.00000000	0.03247124	0.00000000	0.00000000	0.00000000	0.00018500	0.00000000	0.00015093	0.00000000	0.00025105	0.01156234	0.00189963	0.00016532	0.00048917	0.00000000	0.00000000	0.00000000	0.00000000	0.00819936	0.00000000	0.00000000	0.00000000	0.00103339	0.00485834	0.00000000	0.00000000	0.00010122	0.00000000	0.00000000	0.00000000	0.00143031	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.04030678	0.00028597	0.00000000	0.00000000	0.00028809	0.00013270	0.00000000	0.00000000	0.00000000	0.00000000	
Ethanoligenens	0.00000000	0.00000000	0.00030194	0.00029160	0.00021117	0.00000000	0.00000000	0.00000000	0.00018875	0.00000000	0.00038082	0.00000000	0.00000000	0.00009721	0.00046715	0.00000000	0.00000000	0.00030307	0.00000000	0.00000000	0.00034381	0.00009259	0.00000000	0.00029195	0.00000000	0.00000000	0.00015647	0.00000000	0.00025857	0.00000000	0.00000000	0.00000000	0.00030606	0.00000000	0.00038241	0.00000000	0.00040179	0.00023669	0.00022938	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00013687	0.00000000	0.00000000	0.00014859	0.00042196	0.00000000	0.00016168	0.00016442	0.00000000	0.00000000	0.00031747	0.00000000	0.00000000	0.00018600	0.00020096	0.00000000	0.00000000	0.00000000	0.00000000	0.00018624	0.00025677	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00016140	0.00000000	0.00000000	0.00000000	0.00036476	0.00031110	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Eubacterium	0.00241375	0.00758016	0.00349548	0.01872303	0.05238309	0.02443821	0.02529323	0.04534904	0.03120965	0.15031080	0.00581790	0.01272783	0.05867354	0.01225960	0.00608141	0.00817774	0.05848582	0.00937414	0.00307640	0.00643146	0.01140420	0.02202493	0.05804376	0.01131592	0.02686683	0.14230247	0.06448693	0.10280421	0.00677281	0.02981289	0.08913961	0.06962224	0.01823191	0.03861319	0.01995246	0.02081965	0.00990448	0.02721870	0.01294142	0.03238801	0.03343779	0.02909559	0.09981209	0.05602322	0.07780637	0.07608982	0.02646841	0.04398283	0.09455716	0.04821645	0.16179266	0.01256277	0.00750155	0.14342174	0.01057994	0.02197780	0.00858453	0.03848165	0.04152053	0.05633977	0.05838723	0.04539349	0.02982715	0.01964589	0.03647740	0.02159106	0.04223119	0.00923528	0.07454303	0.13642844	0.00267268	0.07857671	0.04389315	0.08520234	0.05307826	0.00368283	0.01496754	0.04550468	0.15578000	0.17459062	0.03394516	0.06294046	
Faecalibacterium	0.04035662	0.00641419	0.00321923	0.00519356	0.01084492	0.00366377	0.01989605	0.02196300	0.02316215	0.03128145	0.02245512	0.00162971	0.06807183	0.01140007	0.01085814	0.02217214	0.05982002	0.02951710	0.00028934	0.07924725	0.03111372	0.01127921	0.07635918	0.07251291	0.01759933	0.03026733	0.02474660	0.02706578	0.01845668	0.01015642	0.01281484	0.02184090	0.01201590	0.02296224	0.01052204	0.00810261	0.00570102	0.01772722	0.00871108	0.02995720	0.01968886	0.04295989	0.03624268	0.03663060	0.02755883	0.02093782	0.03165497	0.01967566	0.02372190	0.01396555	0.01896028	0.01076996	0.01850146	0.03127927	0.02917977	0.03669030	0.09992058	0.11096295	0.02115948	0.02068344	0.02393394	0.04032029	0.01911433	0.02371454	0.03698732	0.01501187	0.03006901	0.00135813	0.02420125	0.05593274	0.00032933	0.01742617	0.02281094	0.03384559	0.06642202	0.02961048	0.03199840	0.02702228	0.03670302	0.03274300	0.05782808	0.02103893	
Faecalitalea	0.00000000	0.00000000	0.00000000	0.00056576	0.00000000	0.00000000	0.00000000	0.00000000	0.00039115	0.00000000	0.00000000	0.00000000	0.00000000	0.00007238	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00026030	0.00000000	0.00000000	0.00000000	0.00000000	0.00060799	0.00000000	0.00000000	0.00000000	0.00013408	0.00000000	0.00000000	0.00000000	0.00000000	0.00030508	0.00051478	0.00019084	0.00054421	0.00232952	0.00029022	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00023543	0.00000000	0.00000000	0.00000000	0.00000000	0.00259111	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00007048	0.00000000	0.00049373	0.00000000	0.00000000	0.00085139	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Flavonifractor	0.00025539	0.00019646	0.00033317	0.00056053	0.00074001	0.00010901	0.00005674	0.00061505	0.00039634	0.00016259	0.00096892	0.00046220	0.00031188	0.00060399	0.00124474	0.00000000	0.00039286	0.00052315	0.00125133	0.00063513	0.00083118	0.00019734	0.00000000	0.00101475	0.00018848	0.00088758	0.00021395	0.00017806	0.00171998	0.00000000	0.00058943	0.00024573	0.00060233	0.00014429	0.00048253	0.00000000	0.00065678	0.00033227	0.00032410	0.00024639	0.00020570	0.00028269	0.00033329	0.00012186	0.00017587	0.00017435	0.00000000	0.00017626	0.00011386	0.00054719	0.00008297	0.00023786	0.00198884	0.00000000	0.00022788	0.00038683	0.00043077	0.00138460	0.00035332	0.00041299	0.00000000	0.00027677	0.00032848	0.00042868	0.00023187	0.00042995	0.00015007	0.00041653	0.00018178	0.00012952	0.00015050	0.00020966	0.00000000	0.00026783	0.00000000	0.00059277	0.00046690	0.00054137	0.00000000	0.00017968	0.00024076	0.00027171	
Fusobacterium	0.00000000	0.01984724	0.00018205	0.00021981	0.00020956	0.02316509	0.00019834	0.00000000	0.00021068	0.00014714	0.00017876	0.00000000	0.00000000	0.00371602	0.00025289	0.00000000	0.00000000	0.00000000	0.00128496	0.00067080	0.00017944	0.00013637	0.00000000	0.00000000	0.00000000	0.00000000	0.00026521	0.00000000	0.00000000	0.00019190	0.00019373	0.00000000	0.00015702	0.00000000	0.00000000	0.00000000	0.00000000	0.00020138	0.00021654	0.00000000	0.00013459	0.00000000	0.00000000	0.00000000	0.00000000	0.00011128	0.00000000	0.00000000	0.00000000	0.00024893	0.00000000	0.00013439	0.00009884	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00026027	0.00013258	0.00014902	0.00000000	0.00000000	0.00000000	0.00016841	0.00038328	0.00000000	0.00000000	0.00020564	0.00000000	0.03291588	0.00017279	0.00000000	0.00026351	0.00039667	0.00015245	0.00037845	0.00018219	0.00000000	0.00000000	0.00000000	0.00000000	
Gemella	0.00000000	0.00796389	0.00000000	0.00000000	0.00000000	0.00580575	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00434581	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Gordonibacter	0.00000000	0.00000000	0.00036645	0.00027441	0.00031017	0.00000000	0.00015673	0.00000000	0.00016034	0.00000000	0.00022587	0.00000000	0.00000000	0.00000000	0.00025397	0.00000000	0.00000000	0.00031971	0.00000000	0.00142525	0.00015526	0.00027819	0.00000000	0.00029007	0.00000000	0.00009405	0.00024349	0.00000000	0.00161332	0.00000000	0.00020299	0.00000000	0.00000000	0.00000000	0.00027987	0.00004704	0.00000000	0.00015841	0.00000000	0.00000000	0.00006291	0.00000000	0.00000000	0.00000000	0.00000000	0.00005837	0.00026551	0.00000000	0.00015228	0.00000000	0.00000000	0.00011860	0.00063621	0.00000000	0.00000000	0.00040860	0.00058465	0.00020699	0.00000000	0.00006335	0.00000000	0.00015338	0.00012748	0.00000000	0.00000000	0.00019174	0.00000000	0.00006908	0.00000000	0.00000000	0.00000000	0.00013896	0.00000000	0.00011400	0.00000000	0.00039014	0.00019433	0.00000000	0.00000000	0.00012603	0.00000000	0.00016129	
