ID	GERC19168690	GERC21593359	GERC21703880	GERC27463710	GERC35633353	GERC42956136	GERC49461418	GERC52117727	GERC52145360	GERC59583015	GERC65222621	GERC65406197	GERC71242853	GERC71915439	GERC72690923	GERC76222476	GERC79349503	GERC89306485	GERC92404903	GERC95431029	GERC95676152	GERC98531134	GERR10032470	GERR10191450	GERR15562448	GERR17410933	GERR18579000	GERR18829815	GERR22852639	GERR23541216	GERR25475945	GERR26625622	GERR27867141	GERR28738636	GERR29706695	GERR30626189	GERR30627121	GERR31009081	GERR31134579	GERR32288175	GERR32965613	GERR35081859	GERR35801800	GERR37575804	GERR38158721	GERR39157124	GERR39882286	GERR41202658	GERR41521570	GERR45004878	GERR45812507	GERR46727384	GERR49025643	GERR49942357	GERR50300306	GERR50529145	GERR50538120	GERR51154251	GERR51228890	GERR53508245	GERR53522274	GERR54057834	GERR56948710	GERR59540613	GERR66848156	GERR67373733	GERR68973846	GERR72666896	GERR73128545	GERR74592084	GERR75147712	GERR76409700	GERR85481373	GERR85661207	GERR89107682	GERR89643949	GERR89967135	GERR93755960	GERR98198513	GERR98702133	GERR99440714	GERR99929634	
Anaerofustis	0.00000000	0.00000000	0.00013556	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00014772	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Anaeroglobus	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02781920	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Anaerostipes	0.00013345	0.00009999	0.00015242	0.00017317	0.00026442	0.00037239	0.00024638	0.00010557	0.00026639	0.00024914	0.00016024	0.00021777	0.00000000	0.00012741	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00009067	0.00000000	0.00000000	0.00000000	0.00076290	0.00028794	0.00025814	0.00000000	0.00040270	0.00025618	0.00000000	0.00056679	0.00060068	0.00023670	0.00031795	0.00028564	0.00033927	0.00009107	0.00018712	0.00017071	0.00000000	0.00021338	0.00052212	0.00000000	0.00011550	0.00036568	0.00012487	0.00067518	0.00059926	0.00030826	0.00027895	0.00019222	0.00000000	0.00012440	0.00000000	0.00000000	0.00000000	0.00043466	0.00022497	0.00015660	0.00022234	0.00025799	0.00000000	0.00021879	0.00020875	0.00016211	0.00046654	0.00039620	0.00058039	0.00000000	0.00031389	0.00000000	0.00023604	0.00076078	0.00010744	0.00026313	0.00018616	0.00034535	0.00021271	0.00010452	0.00039331	
Anaerotruncus	0.00084949	0.00034694	0.00127605	0.00203859	0.00160553	0.00000000	0.00027289	0.00064660	0.00168335	0.00107150	0.00171289	0.00050542	0.00068939	0.00112723	0.00192716	0.00027735	0.00140734	0.00228100	0.00000000	0.00263600	0.00311882	0.00086657	0.00070668	0.00143460	0.00118183	0.00053156	0.00101005	0.00052447	0.00195970	0.00070743	0.00094111	0.00078210	0.00144792	0.00029360	0.00143228	0.00039557	0.00126540	0.00149805	0.00134061	0.00084873	0.00061645	0.00210716	0.00043608	0.00071605	0.00105110	0.00048255	0.00043985	0.00061047	0.00043582	0.00170882	0.00064447	0.00178739	0.00256438	0.00055784	0.00093914	0.00217676	0.00298526	0.00170092	0.00210278	0.00110454	0.00082931	0.00113690	0.00112660	0.00054473	0.00154604	0.00101098	0.00067980	0.00101715	0.00097508	0.00096143	0.00000000	0.00112575	0.00080549	0.00116216	0.00051437	0.00160858	0.00215782	0.00099192	0.00084301	0.00056262	0.00090257	0.00136602	
Atopobium	0.00000000	0.02833582	0.00021931	0.00009042	0.00011725	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00014089	0.00000000	0.00000000	0.00040614	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00012368	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00018309	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00020007	0.00000000	0.00000000	0.00027309	0.00000000	0.00007637	0.00000000	0.00000000	0.00029692	0.00000000	0.00000000	0.00000000	0.00127510	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00007333	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00012655	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Bacillus	0.00000000	0.00032251	0.00113249	0.00092041	0.00101431	0.00090028	0.00040273	0.00043879	0.00082571	0.00033501	0.00077911	0.00041429	0.00042021	0.00054675	0.00108373	0.00014803	0.00060604	0.00085340	0.00000000	0.00050621	0.00055659	0.00043798	0.00020953	0.00093391	0.00070256	0.00070601	0.00086676	0.00053317	0.00062088	0.00080864	0.00047625	0.00053448	0.00094380	0.00040763	0.00109447	0.00054720	0.00071792	0.00074511	0.00086631	0.00062022	0.00067284	0.00090080	0.00083282	0.00073088	0.00069978	0.00055134	0.00080836	0.00038278	0.00071007	0.00161330	0.00085476	0.00087457	0.00036933	0.00041033	0.00033098	0.00061464	0.00205416	0.00025851	0.00049888	0.00053974	0.00058003	0.00078668	0.00058822	0.00017305	0.00084380	0.00078924	0.00046097	0.00075360	0.00057122	0.00047986	0.00049424	0.00101110	0.00085520	0.00058711	0.00060195	0.00045826	0.00054874	0.00097200	0.00053668	0.00047349	0.00033076	0.00071522	
Bacteroides	0.52515873	0.33212033	0.09734202	0.15669526	0.05844567	0.23886027	0.12580516	0.38675827	0.12578929	0.25821626	0.06603575	0.14885890	0.18260090	0.23994620	0.02868262	0.06606985	0.22780419	0.06115977	0.24331201	0.05977893	0.11263812	0.27091602	0.38519920	0.03989234	0.14420938	0.20601495	0.12223330	0.30748868	0.07051821	0.20677313	0.11592960	0.35388633	0.11958499	0.46567463	0.10614331	0.07522646	0.07861861	0.06618693	0.14814541	0.21175903	0.16523482	0.14085637	0.32507274	0.18095213	0.31950575	0.21049611	0.02130837	0.07360621	0.10050309	0.04204358	0.12659948	0.25149168	0.07364005	0.36069160	0.08893581	0.05663451	0.03070222	0.14191812	0.15793104	0.25924082	0.14248002	0.23198689	0.24344713	0.26142593	0.18253722	0.04481013	0.25011676	0.23755578	0.20596502	0.14754330	0.47133990	0.15656454	0.08086565	0.16685119	0.08829487	0.04075938	0.11023825	0.25815453	0.21749341	0.22715984	0.24622501	0.08491996	
Barnesiella	0.00000000	0.00302417	0.00794015	0.02510463	0.00025541	0.00037396	0.00115477	0.00047857	0.01239287	0.00292407	0.01389363	0.00915936	0.00050167	0.00031360	0.00057293	0.00039073	0.00316249	0.00085980	0.00047116	0.00110128	0.00367847	0.01112972	0.00155554	0.00233701	0.00079029	0.00037546	0.00559331	0.00057413	0.00389759	0.00460588	0.00541188	0.01140048	0.01987719	0.00000000	0.00734966	0.00033944	0.00033635	0.00208775	0.00789560	0.01595403	0.00613282	0.00312612	0.00162556	0.00285588	0.00060036	0.00444202	0.00056433	0.00047063	0.00103218	0.00613879	0.00205191	0.01276833	0.02381376	0.00431054	0.00613522	0.00316153	0.00287678	0.01131739	0.00147775	0.01064000	0.00295677	0.00671107	0.00629399	0.00151300	0.00856703	0.00079009	0.00279510	0.00607829	0.00088818	0.00041620	0.00000000	0.00030055	0.00044637	0.00713652	0.00040508	0.00075392	0.00595689	0.00037774	0.00240450	0.00046733	0.00043330	0.00075075	
Bifidobacterium	0.00045117	0.00024159	0.00149846	0.00127979	0.01033256	0.05287631	0.00624783	0.00025601	0.00040662	0.03513962	0.01566750	0.02069750	0.01264482	0.02010835	0.00444712	0.00492292	0.00894995	0.01870662	0.01413085	0.00180721	0.07007775	0.03464644	0.01340428	0.06272505	0.00392200	0.03094306	0.01032946	0.00071624	0.00983378	0.00040674	0.00143049	0.00319113	0.01107561	0.01902591	0.00328775	0.04271169	0.00042727	0.01855885	0.00040359	0.00042281	0.00056414	0.01567918	0.00518777	0.05369810	0.00039801	0.01273393	0.00377800	0.00024207	0.02092118	0.01149385	0.00178733	0.00039174	0.00097507	0.01186837	0.00358221	0.01795232	0.02393513	0.01465945	0.10242308	0.01930438	0.00043760	0.00109569	0.01985208	0.01039694	0.02361752	0.00108544	0.00336067	0.08930015	0.00040887	0.03251490	0.00000000	0.02413988	0.00143075	0.02181708	0.11769644	0.00032331	0.02925234	0.01084310	0.00677778	0.00329576	0.00961092	0.00872714	
Bilophila	0.00000000	0.00472616	0.00014306	0.00010874	0.00043710	0.00000000	0.00038471	0.00000000	0.00039137	0.00000000	0.00048736	0.00033999	0.00032874	0.00188011	0.00047665	0.00067734	0.00023172	0.00051711	0.00683524	0.01711877	0.00867958	0.00019715	0.00214612	0.00355127	0.00027667	0.00000000	0.00040569	0.00000000	0.01579379	0.00000000	0.00109530	0.00141999	0.00471897	0.00000000	0.00000000	0.00038776	0.00060385	0.00259106	0.00023252	0.00117114	0.00027233	0.00813352	0.00048132	0.00021967	0.00016655	0.00015599	0.00015615	0.00000000	0.00014325	0.00030934	0.00000000	0.00156875	0.01198176	0.00000000	0.00000000	0.00000000	0.00000000	0.01301120	0.00186352	0.00026148	0.00012067	0.00049545	0.00295198	0.01140052	0.00062134	0.00019646	0.00040566	0.00068275	0.00120635	0.00024291	0.00869452	0.00000000	0.00000000	0.00029797	0.00053261	0.00049368	0.00026161	0.00018712	0.00000000	0.00043040	0.00020219	0.00115399	
Blastocystis	0.00000000	0.00000000	0.00000000	0.00000000	0.00258725	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01158066	0.00000000	0.00000000	0.00052228	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00039334	0.00033703	0.00027188	0.00000000	0.00000000	0.00000000	0.00000000	0.00016050	0.00000000	0.00000000	0.00000000	0.00000000	0.00013380	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01353226	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01585289	0.00000000	0.00000000	0.00000000	0.00000000	0.00009015	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00397656	0.00000000	0.00016016	0.00000000	0.00000000	0.00027190	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Blautia	0.00403540	0.00450718	0.00178469	0.00521152	0.00892187	0.03091906	0.00345978	0.00378170	0.00991224	0.00649758	0.00435191	0.02430547	0.00404975	0.00861963	0.00256924	0.00096562	0.00603964	0.00136046	0.00046776	0.00163909	0.00233296	0.00502379	0.00361935	0.00265232	0.00206666	0.01104243	0.00766174	0.00464099	0.00269473	0.00265740	0.00907606	0.00397685	0.00883066	0.00401453	0.00243306	0.00214412	0.00317820	0.00524157	0.00244413	0.00746947	0.00370769	0.00399690	0.00439053	0.00621265	0.00351001	0.00395875	0.01061530	0.00274458	0.00376158	0.00509917	0.01625595	0.00759935	0.00508528	0.00209293	0.00182035	0.00253704	0.00197571	0.00405289	0.00557561	0.00443262	0.00302515	0.00982470	0.00447237	0.00261113	0.00341417	0.00348790	0.00342074	0.00616256	0.00448320	0.00426005	0.00155036	0.00542522	0.00223668	0.00790717	0.00681587	0.00233228	0.00496985	0.00258321	0.00578598	0.00407996	0.00431564	0.00501539	
Burkholderia	0.00000000	0.00033598	0.00025927	0.00023830	0.00019531	0.00000000	0.00011042	0.00000000	0.00000000	0.00016909	0.00035504	0.00000000	0.00000000	0.00030364	0.00044131	0.00011154	0.00000000	0.00027621	0.00000000	0.00036310	0.00029589	0.00019977	0.00000000	0.00067666	0.00024609	0.00000000	0.00023202	0.00000000	0.00051725	0.00000000	0.00013337	0.00015430	0.00034924	0.00000000	0.00028413	0.00011997	0.00000000	0.00020325	0.00019808	0.00027205	0.00015276	0.00044862	0.00000000	0.00000000	0.00000000	0.00014648	0.00000000	0.00000000	0.00000000	0.00028714	0.00000000	0.00017539	0.00041120	0.00000000	0.00017724	0.00051937	0.00037445	0.00023442	0.00020538	0.00024215	0.00000000	0.00000000	0.00021232	0.00040802	0.00024980	0.00024941	0.00000000	0.00000000	0.00013967	0.00000000	0.00000000	0.00014422	0.00000000	0.00000000	0.00000000	0.00027650	0.00035054	0.00016232	0.00000000	0.00000000	0.00024282	0.00000000	
Butyricicoccus	0.00177125	0.00176008	0.00108999	0.00142119	0.00095655	0.00262075	0.00124392	0.00041069	0.00074328	0.00145078	0.00151670	0.00073480	0.00125718	0.00057854	0.00152567	0.00017916	0.00258055	0.00352380	0.00078862	0.00743670	0.00171078	0.00066745	0.00259092	0.00384580	0.00074002	0.00187266	0.00210297	0.00299320	0.00656424	0.00115445	0.00158646	0.00037817	0.00138409	0.00257577	0.00174182	0.00026923	0.00073536	0.00144139	0.00061955	0.00170679	0.00045841	0.00286109	0.00262202	0.00278300	0.00051412	0.00039903	0.00046748	0.00037645	0.00071559	0.00240868	0.00049276	0.00277667	0.00101914	0.00040813	0.00204900	0.00317368	0.00572074	0.00296680	0.00372211	0.00069512	0.00130567	0.00072018	0.00209980	0.00159354	0.00058300	0.00141184	0.00163881	0.00034124	0.00152501	0.00199732	0.00010670	0.00058018	0.00053141	0.00159675	0.00060748	0.00303168	0.00217624	0.00065352	0.00098942	0.00058386	0.00140991	0.00046452	
Butyricimonas	0.00000000	0.00023067	0.00170263	0.00303901	0.00006849	0.00000000	0.00000000	0.00343886	0.00105139	0.00000000	0.00215627	0.00015509	0.00021884	0.00308267	0.00000000	0.00000000	0.00014605	0.00125358	0.00030052	0.00029875	0.00064276	0.00340445	0.00021844	0.00000000	0.00026131	0.00000000	0.00033847	0.00000000	0.00000000	0.00000000	0.00198111	0.00292251	0.00020917	0.00000000	0.00115193	0.00104543	0.00009881	0.00194688	0.00120104	0.00013348	0.00201187	0.00012705	0.00019050	0.00045746	0.00000000	0.00066268	0.00113856	0.00069690	0.00027668	0.00000000	0.00051110	0.00049648	0.00000000	0.00000000	0.00160425	0.00000000	0.00000000	0.00000000	0.00012934	0.00022611	0.00078738	0.00012017	0.00072829	0.00065480	0.00031536	0.00028553	0.00053569	0.00000000	0.00055477	0.00000000	0.00000000	0.00033672	0.00022649	0.00018238	0.00000000	0.00109495	0.00028375	0.00027101	0.00000000	0.00000000	0.00025674	0.00101701	
Butyrivibrio	0.00080533	0.00033880	0.00121490	0.00271385	0.00159089	0.00105758	0.00041227	0.00069519	0.00144013	0.00109037	0.00139709	0.00109489	0.00128734	0.00095548	0.02145477	0.00058431	0.00139658	0.00090233	0.00000000	0.00184369	0.00130041	0.00091003	0.00059886	0.00128729	0.00137269	0.00186682	0.00157434	0.00157267	0.00166244	0.09542614	0.00115767	0.00094291	0.00188557	0.00079804	0.00131175	0.00070591	0.00116576	0.00144303	0.00107374	0.00081017	0.07227740	0.00134557	0.00111795	0.00155617	0.00320484	0.00177578	0.11414425	0.00097650	0.00263336	0.00179971	0.00234585	0.00144941	0.00062542	0.00082914	0.00076633	0.00462906	0.01134989	0.00068870	0.00117703	0.00125190	0.00163311	0.00174129	0.01812573	0.00082516	0.00122191	0.01032090	0.00106625	0.00025457	0.00177935	0.00136301	0.00031803	0.00142271	0.00233522	0.00169649	0.00107676	0.00153909	0.00122923	0.00155705	0.00112055	0.00074362	0.00179553	0.00191842	
Caldicellulosiruptor	0.00000000	0.00000000	0.00022820	0.00022587	0.00014392	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00015768	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00009281	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00011792	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Campylobacter	0.00000000	0.00005192	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00008551	0.00000000	0.00529511	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00477423	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Candidatus_Methanomethylophilus	0.00000000	0.00000000	0.00330482	0.00054087	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00033457	0.00000000	0.00223445	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00015496	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00084548	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00099689	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00025581	0.00021355	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Capnocytophaga	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00035332	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Catenibacterium	0.00000000	0.00031049	0.00279150	0.00023150	0.00042448	0.00054321	0.00010367	0.00019932	0.00017521	0.00058075	0.00035522	0.00000000	0.00037903	0.00011028	0.00000000	0.01111443	0.00032505	0.00000000	0.00000000	0.00000000	0.00000000	0.01202347	0.00000000	0.00000000	0.00029361	0.00097889	0.00034962	0.00089428	0.00000000	0.00057538	0.00128754	0.00000000	0.00022694	0.00053873	0.00358473	0.00021382	0.06560413	0.00066014	0.00023748	0.00051838	0.00026156	0.00041607	0.00021546	0.00084469	0.00024878	0.00568018	0.03549906	0.00024475	0.00688401	0.00047412	0.00063425	0.00025615	0.00022465	0.00051129	0.00010438	0.00000000	0.00000000	0.00000000	0.00045396	0.00031485	0.00051483	0.00116663	0.00024315	0.00015321	0.00035627	0.00323295	0.00027844	0.00000000	0.00077405	0.00067297	0.00000000	0.00054153	0.00039858	0.00045889	0.03207996	0.00000000	0.00055374	0.00030643	0.00037195	0.00013892	0.00014197	0.00040816	
Cellulosilyticum	0.00000000	0.00188037	0.00018656	0.00008580	0.00025880	0.00000000	0.00000000	0.00000000	0.00017020	0.00000000	0.00026483	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00015166	0.00000000	0.00000000	0.00014290	0.00000000	0.00023158	0.00007910	0.00000000	0.00019026	0.00013635	0.00000000	0.00012883	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00020720	0.00020035	0.00035721	0.00013687	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00013918	0.00012329	0.00000000	0.00000000	0.00019854	0.00000000	0.00000000	0.00014198	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00017281	0.00000000	0.00000000	0.00000000	0.00015584	0.00014440	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Clostridium	0.00935869	0.02025408	0.11585573	0.04011494	0.08220993	0.02027135	0.00770921	0.00964895	0.02585401	0.01137694	0.02954220	0.02150293	0.01422792	0.01008436	0.03804916	0.01387654	0.01394326	0.01578418	0.03617355	0.02684061	0.02276132	0.01811780	0.01213570	0.01837201	0.02008179	0.00954037	0.02373999	0.01214028	0.03945299	0.01216064	0.01488165	0.01245334	0.06581620	0.00974943	0.03333717	0.01035766	0.01772313	0.02166596	0.02890557	0.02305328	0.03258019	0.02095066	0.01081049	0.05138430	0.01269293	0.01059512	0.01892648	0.00712181	0.05768000	0.04053720	0.03036543	0.02106868	0.01497642	0.01227340	0.03547204	0.03092123	0.02802102	0.01317947	0.02084306	0.01157306	0.02065008	0.01285083	0.01676458	0.01153374	0.01775340	0.03731386	0.00929610	0.02846859	0.01466176	0.01418817	0.01583995	0.03075045	0.01297878	0.01931946	0.01276343	0.01933772	0.02096615	0.03484980	0.01354539	0.02592308	0.01610663	0.01312813	
Collinsella	0.00061271	0.01044390	0.00523988	0.00565913	0.00180600	0.01917372	0.01004582	0.00016581	0.00254326	0.00576218	0.00647261	0.01624586	0.00054735	0.00449838	0.00332019	0.00333922	0.00179224	0.00594681	0.01492221	0.01597339	0.01996916	0.00352049	0.00675497	0.00340853	0.00076383	0.00878905	0.00563953	0.00041158	0.00534315	0.00068382	0.00573420	0.00024865	0.00170412	0.00664191	0.00099805	0.00181347	0.00071362	0.02331323	0.00055296	0.00050996	0.00025841	0.00699061	0.00192056	0.00593101	0.00020182	0.00033246	0.00244960	0.00067113	0.00282205	0.00425011	0.00650897	0.00483111	0.07011845	0.00518605	0.00425339	0.00696502	0.00167716	0.01695969	0.00965064	0.00453507	0.00037511	0.00584077	0.00577798	0.00515583	0.00303230	0.00317702	0.00584341	0.01364941	0.00034877	0.00037333	0.00000000	0.00322071	0.00285998	0.00400859	0.00838556	0.00395351	0.00878911	0.00370820	0.01076646	0.01417171	0.00034276	0.01371945	
Coprobacillus	0.00000000	0.00136220	0.00032759	0.00075546	0.00053503	0.00194712	0.00021193	0.00046744	0.00025111	0.00069840	0.00028822	0.00000000	0.00055994	0.00056462	0.00000000	0.00025869	0.00030359	0.00000000	0.00000000	0.00013598	0.00031362	0.00037143	0.00000000	0.00025375	0.00000000	0.00203540	0.00441909	0.00102647	0.00000000	0.00110003	0.00187755	0.00025566	0.00037329	0.00121789	0.00051612	0.00038505	0.00093918	0.00117459	0.00041259	0.00138135	0.00047857	0.00000000	0.00187427	0.00197200	0.00033405	0.00019235	0.00095185	0.00038050	0.00037565	0.00047720	0.00067938	0.00026173	0.00018738	0.00049096	0.00012096	0.00027555	0.00000000	0.00000000	0.00067152	0.00131888	0.00034890	0.00206062	0.00023099	0.00015109	0.00044895	0.00033507	0.00036867	0.00027565	0.00143293	0.00139414	0.00159459	0.00073072	0.00031769	0.00039908	0.00075052	0.00000000	0.00060521	0.00033290	0.00036315	0.00033899	0.00019936	0.00040217	
Coprococcus	0.00268344	0.00527820	0.00128037	0.00363762	0.00538564	0.00275310	0.00619691	0.01286797	0.00719077	0.00835417	0.01577621	0.00778138	0.00204110	0.00305368	0.00208392	0.00081628	0.08364345	0.00948058	0.00011344	0.00148935	0.00588688	0.00496120	0.00197270	0.01180332	0.01137800	0.00633753	0.02667833	0.00471091	0.00127866	0.00753645	0.00985731	0.00127694	0.01394338	0.00812988	0.00913445	0.00465512	0.01339889	0.01103005	0.00479015	0.00829708	0.00848645	0.00394478	0.00728242	0.00826390	0.00190005	0.05559993	0.00469709	0.01748554	0.00539271	0.01757562	0.00884469	0.00517919	0.00636787	0.00230079	0.00318783	0.00303551	0.01651312	0.00552100	0.01860303	0.00508420	0.02358675	0.00351207	0.02137212	0.00297906	0.00754854	0.01134462	0.00760438	0.00154474	0.00185612	0.00475079	0.00133517	0.10114299	0.02705591	0.02496498	0.00956146	0.02199742	0.00280058	0.02672671	0.01116291	0.01589317	0.00176183	0.04486959	
