ID	F.S001	F.S003	F.S024	F.S025	F.S026	F.S027	F.S030	F.S039	F.S040	F.S051	F.S052	F.S053	F.S054	F.S060	F.S105	F.S110	F.S113	F.S115	F.S116	F.S118	F.S121	F.S125	F.S129	F.S132	F.S139	F.S142	F.S152	F.S156	F.S161	F.S162	F.S166	F.S169	F.S170	F.S173	F.S187	F.S191	F.S192	F.S193	F.S194	F.S195	F.S196	F.S198	F.S200	F.S208	F.S211	F.S212	F.S213	F.S214	F.S215	F.S218	F.S221	F.S223	F.S229	F.S241	F.S249	F.S268	F.S275	F.S276	F.S281	F.S282	F.S293	F.S294	F.S298	F.S302	F.S305	F.S310	F.S312	F.S316	F.S328	F.S344	F.S349	F.S376	F.S382	F.S390	F.S393	F.S398	F.S399	F.S400	F.S404	F.S414	F.S419	F.S430	F.S449	F.S450	F.S451	F.S459	F.S460	F.S473	F.S474	F.S495	F.S496	F.S500	F.S503	F.S504	F.S505	F.S506	F.S507	F.S510	F.S539	F.S542	F.S548	F.S551	F.S552	F.S558	F.S568	F.S596	F.S606	F.S617	F.S626	F.S628	F.S643	F.S652	F.S654	F.S664	F.S666	F.S667	F.S672	F.S682	F.S684	F.S696	F.S716	F.S719	F.S721	F.S722	F.S723	F.S726	F.S728	F.S730	F.S734	F.S751	F.S759	F.S767	F.S768	F.S770	F.S772	F.S780	F.S783	F.S788	F.S790	F.S792	F.S812	F.S815	F.S817	F.S820	F.S823	F.S824	F.S825	F.S826	F.S827	F.S828	F.S829	F.S830	F.S835	F.S901	F.S902	
Pseudomonas	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00080682	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00048009	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Pseudoramibacter	0.00000000	0.00000000	0.00000000	0.00000000	0.00010768	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00036826	0.00000000	0.00000000	0.00000000	0.00023900	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00034067	0.00000000	0.00000000	0.00000000	0.00000000	0.00021945	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00014599	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00009617	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00022948	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00018811	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Pyramidobacter	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00013492	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00177587	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00073254	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Roseburia	0.00753732	0.00743343	0.02759868	0.01469266	0.00643819	0.02941373	0.00685154	0.01291025	0.01172218	0.03870577	0.03046737	0.03488131	0.01489803	0.05716041	0.03641816	0.00544317	0.01976907	0.00366984	0.00776347	0.02999008	0.03704399	0.01065805	0.00924411	0.00645052	0.01076283	0.01204105	0.00322858	0.01443427	0.02044382	0.01937466	0.01209399	0.00998926	0.04723274	0.00517809	0.02480919	0.00713475	0.01910215	0.02821147	0.03765662	0.01262874	0.04164167	0.00102197	0.00071164	0.00826882	0.01419600	0.00542760	0.04135469	0.00315511	0.00280490	0.01922447	0.00261233	0.00071800	0.00910502	0.03738706	0.01146317	0.01162154	0.00677100	0.02238524	0.00656045	0.00271256	0.00230483	0.00434296	0.01067807	0.00807837	0.01308198	0.00358528	0.01095829	0.01087446	0.00208577	0.01876283	0.01561406	0.00910366	0.01294085	0.00264464	0.00645396	0.00437132	0.01181980	0.00910735	0.02274527	0.00358113	0.00646383	0.07691762	0.00191749	0.01989382	0.00592309	0.00293973	0.01799191	0.01470416	0.00595851	0.00703721	0.01751520	0.01288633	0.00156958	0.01258048	0.00079644	0.03192284	0.00358841	0.01859672	0.00115766	0.00257189	0.00656420	0.00937425	0.00743656	0.05354019	0.03033440	0.04776201	0.02235006	0.01082243	0.02238754	0.06554522	0.01669823	0.00560869	0.00195678	0.00484581	0.01274772	0.01964228	0.00399841	0.00909743	0.03720286	0.04341974	0.02171918	0.00548710	0.00345608	0.01307577	0.01228491	0.01048382	0.02327260	0.00534602	0.00675145	0.00648582	0.01007155	0.00066188	0.01812618	0.00082547	0.07113018	0.00391908	0.01867835	0.00360775	0.01008182	0.00735394	0.01535682	0.01228645	0.00091615	0.06534791	0.00000000	0.01126424	0.00138685	0.03979942	0.04648999	0.00545034	0.00735632	0.00591570	0.01344377	0.00153471	0.01666538	
Rothia	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00108371	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Ruminiclostridium	0.00519786	0.00150207	0.00359847	0.00360571	0.00382714	0.00376597	0.06202694	0.03918249	0.00437880	0.00094187	0.01010498	0.00758608	0.00181942	0.00232605	0.00290307	0.01890949	0.00412983	0.00866578	0.01480719	0.00295017	0.00403256	0.00409561	0.00451947	0.00280602	0.00194165	0.00623429	0.03824085	0.00566099	0.03011415	0.00444146	0.00000000	0.01823076	0.01346665	0.00635088	0.00795922	0.01153504	0.01837903	0.00000000	0.00365643	0.01923064	0.00357676	0.00901633	0.01193806	0.00000000	0.00170410	0.00572078	0.03765987	0.04331897	0.00046640	0.04879653	0.02287015	0.00414834	0.00000000	0.00169873	0.01782136	0.00112733	0.00212817	0.00341190	0.00217806	0.00000000	0.00379401	0.00357559	0.02464882	0.01340637	0.00142622	0.01040944	0.01444454	0.00713511	0.00173111	0.02084415	0.00257126	0.00240020	0.00587009	0.00000000	0.00330369	0.00701189	0.01523946	0.00407528	0.00185600	0.02049827	0.00316891	0.00000000	0.00867664	0.00262860	0.02497690	0.00253505	0.00569674	0.00358399	0.00085600	0.00728584	0.00389934	0.00817231	0.00147986	0.01631482	0.05914123	0.00206792	0.00463172	0.01269433	0.00341713	0.00504195	0.00906380	0.02668844	0.00424476	0.00369627	0.00543160	0.00097520	0.02321767	0.01000956	0.00328568	0.00386305	0.00604598	0.00351130	0.00275502	0.01609036	0.00430323	0.02345417	0.00382967	0.00000000	0.01601207	0.00348737	0.01089933	0.00786221	0.00000000	0.00082641	0.01035793	0.01637225	0.00269073	0.00978477	0.00500445	0.01417496	0.00350637	0.00223785	0.00567016	0.01660757	0.00024016	0.00437678	0.00174827	0.01193699	0.01429436	0.00914281	0.00295231	0.02767950	0.00184708	0.00453695	0.00000000	0.02274815	0.03897184	0.01212693	0.00258852	0.00000000	0.00351988	0.00000000	0.00510854	0.00000000	0.00089019	
Ruminococcus	0.10485773	0.10127292	0.04078099	0.07320766	0.02264327	0.08564257	0.03016903	0.01217462	0.02256522	0.00460991	0.07558536	0.06031228	0.02149521	0.04354594	0.04408969	0.03878607	0.05513927	0.12274786	0.14261400	0.10363510	0.03272379	0.04747204	0.11425780	0.02233295	0.01065043	0.02741831	0.08300182	0.05375917	0.12138628	0.02823075	0.06614978	0.05374518	0.06070626	0.16882334	0.11070035	0.10445096	0.05447721	0.04111367	0.09022888	0.02935655	0.06106558	0.01131328	0.02219282	0.02365927	0.01165728	0.08440920	0.07184994	0.04028831	0.08025374	0.02218907	0.06298348	0.00197197	0.05377682	0.03855103	0.03302805	0.00377446	0.00566086	0.05211304	0.01891859	0.00187578	0.06650715	0.04572124	0.07729835	0.06803216	0.05401192	0.03107712	0.08314757	0.14430462	0.04352633	0.03974757	0.02423047	0.03992169	0.07088510	0.08039039	0.07444331	0.03693962	0.05332901	0.03067520	0.01919419	0.02399737	0.00540909	0.00242371	0.00499481	0.07240339	0.01617602	0.03574537	0.03545599	0.05412138	0.01130106	0.03474821	0.01930838	0.10272555	0.02369554	0.03966024	0.01192156	0.04485295	0.04971022	0.08558014	0.00684401	0.06204264	0.00665990	0.02388139	0.04712243	0.09165630	0.05465384	0.05761426	0.05609145	0.08445174	0.01994946	0.06390539	0.06962849	0.01684237	0.03251689	0.03500636	0.08071448	0.03721148	0.04623034	0.09329098	0.11168636	0.09843181	0.13017861	0.13440830	0.03892598	0.01528776	0.02387431	0.05814433	0.12076293	0.18040620	0.04889229	0.07509182	0.06849016	0.00186282	0.02650186	0.00319964	0.00497190	0.04618372	0.01447664	0.03531844	0.06844071	0.05981681	0.02501407	0.04297594	0.02335195	0.04857859	0.20464678	0.00143184	0.04192382	0.05272151	0.02913355	0.04940606	0.01401866	0.00452109	0.08411975	0.00119282	0.00290634	
Salmonella	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00025268	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00009433	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Selenomonas	0.00000000	0.00000000	0.00000000	0.00028228	0.00046439	0.00014394	0.00022963	0.00038101	0.00000000	0.00000000	0.00064668	0.00033080	0.00026333	0.00000000	0.00026414	0.00000000	0.00076506	0.00075935	0.00000000	0.00031128	0.00039427	0.00000000	0.00043625	0.00046477	0.00551200	0.00000000	0.00021667	0.00031786	0.00038799	0.00000000	0.00000000	0.00032225	0.00035796	0.00000000	0.00035588	0.00032825	0.00051189	0.00000000	0.00000000	0.00047310	0.00000000	0.00031776	0.00000000	0.00000000	0.00012360	0.00018400	0.00018823	0.00000000	0.00000000	0.00054336	0.00037315	0.00000000	0.00056291	0.00000000	0.00029421	0.00034833	0.00038898	0.00048236	0.00000000	0.00000000	0.00000000	0.00199089	0.00036619	0.00032294	0.00054324	0.00059731	0.00000000	0.00031954	0.00036447	0.00000000	0.00047098	0.00022620	0.00000000	0.00000000	0.00017702	0.00056801	0.00044612	0.00022217	0.00054451	0.00000000	0.00160654	0.00021156	0.00000000	0.00054926	0.00036136	0.00000000	0.00044482	0.00034426	0.00000000	0.00000000	0.00000000	0.00058180	0.00023675	0.00060059	0.00000000	0.00041015	0.00000000	0.00000000	0.00062937	0.00036431	0.00060470	0.00031105	0.00033029	0.00023129	0.00066825	0.00024095	0.00000000	0.00040645	0.00035731	0.00068509	0.00000000	0.00034945	0.00017513	0.00013091	0.00000000	0.00038373	0.00079627	0.00000000	0.00043541	0.00000000	0.00027818	0.00000000	0.00000000	0.00289853	0.00021157	0.00058027	0.00000000	0.00000000	0.00018350	0.00053779	0.00037386	0.00000000	0.00081809	0.00000000	0.00000000	0.00000000	0.00160131	0.00000000	0.00000000	0.00043108	0.00034403	0.00035452	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00035678	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Slackia	0.00000000	0.00000000	0.00058185	0.00247595	0.00034047	0.00063320	0.00032608	0.00000000	0.00000000	0.00000000	0.00000000	0.00087814	0.00000000	0.00000000	0.00046198	0.00000000	0.00201078	0.00098357	0.00000000	0.00000000	0.00043862	0.00181858	0.00034530	0.00000000	0.00127889	0.00143800	0.00134028	0.00065477	0.00034249	0.00000000	0.00000000	0.00012948	0.00023341	0.00101253	0.00024636	0.00273786	0.00040910	0.00000000	0.00000000	0.00018910	0.00000000	0.00024230	0.00000000	0.00000000	0.00036528	0.00080026	0.00034322	0.00000000	0.00273812	0.00000000	0.00057628	0.00066485	0.00000000	0.00000000	0.00020119	0.00000000	0.00000000	0.00099402	0.00000000	0.00000000	0.00000000	0.00051725	0.00071897	0.00141776	0.00000000	0.00000000	0.00068789	0.00112831	0.00006649	0.00000000	0.00031170	0.00016205	0.00126770	0.00000000	0.00042158	0.00134043	0.00018999	0.00023142	0.00000000	0.00035635	0.00027323	0.00000000	0.00058974	0.00091896	0.00000000	0.00000000	0.00040821	0.00037345	0.00000000	0.00000000	0.00000000	0.00031584	0.00000000	0.00240114	0.00000000	0.00021393	0.00000000	0.00023664	0.00134378	0.00077936	0.00193922	0.00000000	0.00073008	0.00011989	0.00048247	0.00010844	0.00097210	0.00155279	0.00000000	0.00040365	0.00034620	0.00028021	0.00053880	0.00024884	0.00018900	0.00042070	0.00040346	0.00000000	0.00027706	0.00078431	0.00030271	0.00000000	0.00062574	0.00000000	0.00047602	0.00055463	0.00024732	0.00000000	0.00073458	0.00078316	0.00224113	0.00022196	0.00059544	0.00000000	0.00000000	0.00046679	0.00057234	0.00022348	0.00000000	0.00031056	0.00000000	0.00057477	0.00036086	0.00000000	0.00000000	0.00000000	0.00000000	0.00142254	0.00015339	0.00000000	0.00000000	0.00000000	0.00247939	0.00000000	0.00000000	
Solobacterium	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00122315	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00023994	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.03689552	0.00000000	0.00035233	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00171510	0.00000000	0.00000000	0.00000000	0.00261222	0.00000000	0.00019558	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00325826	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00031567	0.00020308	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00020402	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00012632	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00046810	0.00000000	0.00000000	
Sphaerochaeta	0.00000000	0.00000000	0.00000000	0.00000000	0.00022457	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00015925	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00015369	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00015394	0.00000000	0.00076601	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00033941	0.00000000	0.00000000	0.00029724	0.00000000	0.00013001	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00063829	0.00000000	0.00024194	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00011277	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00021823	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00036226	0.00000000	0.00015040	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00016714	0.00014524	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00045795	0.00000000	0.00000000	0.00000000	0.00035825	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Spirochaeta	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00017421	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Streptococcus	0.00089600	0.00334923	0.00090116	0.00458926	0.00323173	0.01462318	0.00508351	0.00928751	0.00071309	0.00073379	0.00103150	0.02313702	0.00041680	0.00042540	0.00694483	0.00108745	0.00310776	0.00181942	0.00142675	0.00118096	0.00749967	0.03126673	0.00371307	0.00044618	0.01869863	0.00443918	0.00273799	0.00116868	0.01362474	0.00281288	0.00087351	0.00059378	0.00226112	0.01315782	0.00336458	0.01069781	0.00587789	0.00000000	0.00683659	0.00076812	0.00430263	0.00082908	0.00078682	0.00000000	0.00058376	0.00310222	0.00381201	0.00000000	0.01786859	0.00057887	0.00109485	0.00000000	0.00397321	0.00060950	0.00068087	0.00404954	0.01067826	0.00135978	0.00059916	0.00000000	0.00184041	0.00106026	0.00875434	0.00084260	0.01960104	0.00584549	0.00123150	0.00131497	0.00551283	0.00051912	0.00086631	0.00071871	0.00101954	0.13905185	0.00431151	0.00520675	0.00333380	0.00100000	0.01233233	0.00072488	0.00000000	0.00322300	0.00043845	0.01131333	0.00092034	0.00432286	0.00734518	0.00353544	0.00000000	0.00076670	0.00061261	0.00768957	0.01589505	0.00123753	0.00000000	0.00054395	0.00427759	0.00108760	0.00266103	0.00048789	0.00328594	0.00054873	0.00069648	0.00614442	0.00554608	0.03466379	0.03600140	0.00558825	0.00000000	0.00452117	0.00811634	0.00210601	0.00380553	0.00172967	0.00115370	0.00084268	0.00256789	0.08141095	0.01127118	0.00844614	0.00553295	0.01759859	0.00027576	0.00059014	0.00095803	0.00115664	0.00309872	0.01423287	0.00373500	0.01005527	0.01828032	0.00027011	0.00096825	0.00055957	0.00191175	0.00523525	0.00159768	0.00096609	0.00057384	0.00283007	0.01207734	0.00092065	0.00031148	0.05234366	0.00000000	0.00889708	0.00481016	0.00395680	0.00097892	0.00078617	0.00089991	0.00000000	0.02142940	0.00601500	0.00000000	
