ID	F.S001	F.S003	F.S024	F.S025	F.S026	F.S027	F.S030	F.S039	F.S040	F.S051	F.S052	F.S053	F.S054	F.S060	F.S105	F.S110	F.S113	F.S115	F.S116	F.S118	F.S121	F.S125	F.S129	F.S132	F.S139	F.S142	F.S152	F.S156	F.S161	F.S162	F.S166	F.S169	F.S170	F.S173	F.S187	F.S191	F.S192	F.S193	F.S194	F.S195	F.S196	F.S198	F.S200	F.S208	F.S211	F.S212	F.S213	F.S214	F.S215	F.S218	F.S221	F.S223	F.S229	F.S241	F.S249	F.S268	F.S275	F.S276	F.S281	F.S282	F.S293	F.S294	F.S298	F.S302	F.S305	F.S310	F.S312	F.S316	F.S328	F.S344	F.S349	F.S376	F.S382	F.S390	F.S393	F.S398	F.S399	F.S400	F.S404	F.S414	F.S419	F.S430	F.S449	F.S450	F.S451	F.S459	F.S460	F.S473	F.S474	F.S495	F.S496	F.S500	F.S503	F.S504	F.S505	F.S506	F.S507	F.S510	F.S539	F.S542	F.S548	F.S551	F.S552	F.S558	F.S568	F.S596	F.S606	F.S617	F.S626	F.S628	F.S643	F.S652	F.S654	F.S664	F.S666	F.S667	F.S672	F.S682	F.S684	F.S696	F.S716	F.S719	F.S721	F.S722	F.S723	F.S726	F.S728	F.S730	F.S734	F.S751	F.S759	F.S767	F.S768	F.S770	F.S772	F.S780	F.S783	F.S788	F.S790	F.S792	F.S812	F.S815	F.S817	F.S820	F.S823	F.S824	F.S825	F.S826	F.S827	F.S828	F.S829	F.S830	F.S835	F.S901	F.S902	
Collinsella	0.00000000	0.00000000	0.00980909	0.00030711	0.00403136	0.00142992	0.00504959	0.00000000	0.00000000	0.00000000	0.00000000	0.01755394	0.00000000	0.00000000	0.00000000	0.00096425	0.00279807	0.00322636	0.00000000	0.00000000	0.00037077	0.01062872	0.00682955	0.00452347	0.00283350	0.00201402	0.01391646	0.00369213	0.00129816	0.00000000	0.01256441	0.00283761	0.00264149	0.01059773	0.00181883	0.00058851	0.00035889	0.00000000	0.00000000	0.00000000	0.00408469	0.00720810	0.00069664	0.00000000	0.01341153	0.00353713	0.01010409	0.00000000	0.27839703	0.00000000	0.01157300	0.01065981	0.02069544	0.00000000	0.00421634	0.00535932	0.00046198	0.00959021	0.00000000	0.00000000	0.00000000	0.00298929	0.00284169	0.00021173	0.02067741	0.00280336	0.01491610	0.00320639	0.01174108	0.00223266	0.00617108	0.00299335	0.00137190	0.00000000	0.00904853	0.00526872	0.00036141	0.00179701	0.00293311	0.00730053	0.00000000	0.00450627	0.01553120	0.00033257	0.00000000	0.01268883	0.00749007	0.00016908	0.00059596	0.00608497	0.00067735	0.00051454	0.00000000	0.00787109	0.00000000	0.00314708	0.00467406	0.00654426	0.01806102	0.02215409	0.00389390	0.00759951	0.02056444	0.00766593	0.00783354	0.00478728	0.00060507	0.00617729	0.00369947	0.01261661	0.00101390	0.00277879	0.00268032	0.00175450	0.00937435	0.00037221	0.02877645	0.00000000	0.00862986	0.03534631	0.00103964	0.00894918	0.00000000	0.01537250	0.00430858	0.00030833	0.00874942	0.00284820	0.00842874	0.00694298	0.01411505	0.00000000	0.00264632	0.00370942	0.00981663	0.00027954	0.00992682	0.00267960	0.00000000	0.00039913	0.00148423	0.02472008	0.00287501	0.00000000	0.00000000	0.00000000	0.00617114	0.01860675	0.00016073	0.00000000	0.00044151	0.00364480	0.01585035	0.00000000	0.00000000	
Coprobacillus	0.00033657	0.00000000	0.00065071	0.00040438	0.00051025	0.00023471	0.00070500	0.00060364	0.00000000	0.00000000	0.00043997	0.00110154	0.00000000	0.00000000	0.00029907	0.00219562	0.00123097	0.00074604	0.00114765	0.00170145	0.00097300	0.00213470	0.00141017	0.00038232	0.00077665	0.00499348	0.00094834	0.00132270	0.00318403	0.00000000	0.00180450	0.00066749	0.00207927	0.00145855	0.00065039	0.00212062	0.00119419	0.00000000	0.00245628	0.00081450	0.00040148	0.00037127	0.00044979	0.00022234	0.00060572	0.00045691	0.00168289	0.00000000	0.00057163	0.00000000	0.00038180	0.00000000	0.00000000	0.00032110	0.00078766	0.00000000	0.00050371	0.00044217	0.00045475	0.00000000	0.00144306	0.00070520	0.00133521	0.00124255	0.00324837	0.00069666	0.00303726	0.00133961	0.00000000	0.00000000	0.00042268	0.00213923	0.00000000	0.00338232	0.00176746	0.00215888	0.00025633	0.00082902	0.00019088	0.00048079	0.00000000	0.00000000	0.00018188	0.00195681	0.00000000	0.00060924	0.00065615	0.00108507	0.00000000	0.00038343	0.00000000	0.00052517	0.00000000	0.00066764	0.00000000	0.00061991	0.00000000	0.00031168	0.00039223	0.00091349	0.00000000	0.00030237	0.00080662	0.00274976	0.00082515	0.00074281	0.00224097	0.00227629	0.00000000	0.00744571	0.00000000	0.00697801	0.00048037	0.00026870	0.00120693	0.00039677	0.00059124	0.00350379	0.00040668	0.00080762	0.00070449	0.00048622	0.00798510	0.00000000	0.00031464	0.00094545	0.00187496	0.00183505	0.00087665	0.00639961	0.00105603	0.00019309	0.00046728	0.00000000	0.00000000	0.00057813	0.00107388	0.00024643	0.00000000	0.00122520	0.00064798	0.00065339	0.00025232	0.00000000	0.00000000	0.00240139	0.00861147	0.00218369	0.00142172	0.00111526	0.00059821	0.00000000	0.00061789	0.00273597	0.00000000	
Coprococcus	0.00311040	0.00213566	0.00380845	0.08681832	0.00482678	0.00806446	0.00347525	0.01138771	0.00217136	0.05454395	0.00972602	0.00530949	0.00309067	0.00484292	0.02068601	0.01102134	0.01560923	0.00213678	0.05723075	0.00642132	0.04345149	0.00563755	0.07929545	0.00371086	0.00172915	0.00456025	0.07217338	0.01418342	0.00403685	0.06147967	0.00090616	0.00583554	0.00802500	0.00799193	0.02721761	0.01318917	0.01131253	0.00000000	0.00794504	0.00585528	0.01066903	0.00838835	0.00056396	0.00000000	0.00815243	0.00865704	0.00528382	0.00226767	0.02421801	0.02339004	0.00595796	0.00046785	0.00346851	0.00204055	0.00910967	0.00088395	0.00121446	0.05732873	0.00164653	0.00000000	0.00345250	0.00945841	0.08364612	0.00438605	0.04391781	0.00244145	0.01309852	0.01007430	0.00771687	0.00166231	0.04687273	0.00600637	0.00833591	0.00360567	0.00131668	0.03023250	0.00487859	0.00573244	0.00363068	0.00211584	0.00162994	0.00109638	0.00100798	0.01230824	0.00158112	0.04290648	0.01271169	0.00471099	0.04798012	0.06837715	0.00502166	0.00794667	0.02187017	0.00811305	0.00060831	0.00679070	0.01674845	0.00379537	0.00413387	0.00326275	0.00676196	0.01175555	0.01306086	0.00775798	0.00900937	0.01471438	0.01119561	0.02297498	0.00327223	0.00815553	0.00730706	0.00829875	0.00343507	0.02797656	0.01031372	0.01319968	0.03914600	0.02256524	0.00265527	0.01441227	0.00225734	0.05795928	0.00095483	0.00624483	0.00679935	0.01856125	0.01702334	0.00573427	0.01064003	0.00648162	0.01607335	0.00033808	0.00348978	0.00052404	0.00611539	0.00157475	0.01779259	0.00291306	0.04665081	0.01076048	0.00684637	0.01619838	0.01674254	0.00289445	0.00000000	0.00042679	0.00525011	0.00595563	0.00229765	0.00843895	0.00598207	0.00076416	0.00664415	0.00111242	0.00099229	
Coraliomargarita	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00048899	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00036950	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00036759	0.00000000	0.00000000	0.00000000	0.00070622	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00082603	0.00014721	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00009017	0.00025298	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00018177	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Coriobacterium	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00021034	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00031765	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00026582	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00078199	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00021361	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00018513	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00036803	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Corynebacterium	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00012718	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00084302	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Cryptobacterium	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00029074	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Dehalobacter	0.00000000	0.00000000	0.00000000	0.00000000	0.00023745	0.00024957	0.00014218	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00049858	0.00019291	0.00000000	0.00000000	0.00000000	0.00025909	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00012698	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00010666	0.00020279	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00053932	0.00000000	0.00000000	0.00000000	0.00018797	0.00026080	0.00000000	0.00000000	0.00000000	0.00051341	0.00000000	0.00000000	0.00000000	0.00021991	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00024386	0.00029554	0.00000000	0.00000000	0.00000000	0.00023257	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00014641	0.00000000	0.00009173	0.00000000	0.00044041	0.00000000	0.00000000	0.00022273	0.00000000	0.00000000	0.00024688	0.00020291	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00017977	0.00000000	0.00029734	0.00000000	0.00000000	0.00000000	0.00000000	0.00274366	0.00000000	0.00024302	0.00000000	0.00000000	0.00000000	0.00000000	0.00016614	0.00000000	0.00000000	0.00000000	0.00044169	0.00018741	0.00031817	0.00000000	0.00000000	0.00000000	0.00000000	0.00029395	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00021736	0.00033978	0.00000000	0.00000000	0.00056908	0.00000000	0.00000000	0.00014426	0.00074674	0.00000000	0.00000000	0.00016598	0.00072916	0.00046744	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Desulfitobacterium	0.00000000	0.00000000	0.00000000	0.00015554	0.00044255	0.00021375	0.00031920	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00028517	0.00000000	0.00031051	0.00041806	0.00000000	0.00000000	0.00040097	0.00080951	0.00021349	0.00022300	0.00025986	0.00032593	0.00031833	0.00034728	0.00024251	0.00000000	0.00000000	0.00029588	0.00000000	0.00000000	0.00019786	0.00052631	0.00038538	0.00000000	0.00000000	0.00041653	0.00000000	0.00048137	0.00000000	0.00000000	0.00021369	0.00025214	0.00033288	0.00000000	0.00000000	0.00000000	0.00036623	0.00000000	0.00000000	0.00000000	0.00026646	0.00000000	0.00026420	0.00037362	0.00000000	0.00000000	0.00000000	0.00039309	0.00032087	0.00033223	0.00000000	0.00000000	0.00000000	0.00030294	0.00000000	0.00025032	0.00016112	0.00000000	0.00073545	0.00000000	0.00014855	0.00046849	0.00025079	0.00016429	0.00000000	0.00028615	0.00000000	0.00000000	0.00051115	0.00018247	0.00048222	0.00000000	0.00034242	0.00021101	0.00000000	0.00000000	0.00021195	0.00033311	0.00000000	0.00040503	0.00000000	0.00000000	0.00000000	0.00000000	0.00012331	0.00000000	0.00039818	0.00000000	0.00033206	0.00000000	0.00031299	0.00000000	0.00000000	0.00022974	0.00000000	0.00026778	0.00000000	0.00044190	0.00028511	0.00035803	0.00000000	0.00032391	0.00033471	0.00000000	0.00029450	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00028937	0.00036542	0.00000000	0.00000000	0.00033538	0.00025761	0.00035930	0.00042512	0.00044881	0.00000000	0.00000000	0.00021341	0.00028946	0.00030498	0.00000000	0.00037759	0.00017165	0.00043523	0.00029861	0.00000000	0.00000000	0.00000000	0.00000000	0.00031903	0.00000000	0.00000000	0.00000000	0.00000000	0.00037271	0.00000000	0.00000000	
Desulfosporosinus	0.00000000	0.00000000	0.00048517	0.00017075	0.00019547	0.00000000	0.00018657	0.00000000	0.00000000	0.00000000	0.00000000	0.00027862	0.00000000	0.00000000	0.00021891	0.00071916	0.00015493	0.00000000	0.00000000	0.00000000	0.00031994	0.00051154	0.00042869	0.00012948	0.00000000	0.00000000	0.00036084	0.00023429	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00029457	0.00020878	0.00000000	0.00000000	0.00000000	0.00024234	0.00000000	0.00027892	0.00000000	0.00000000	0.00000000	0.00012783	0.00013635	0.00000000	0.00000000	0.00000000	0.00024381	0.00000000	0.00000000	0.00000000	0.00027316	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00023140	0.00024656	0.00044758	0.00000000	0.00000000	0.00000000	0.00022727	0.00000000	0.00000000	0.00023875	0.00000000	0.00042723	0.00000000	0.00000000	0.00027946	0.00021585	0.00028819	0.00000000	0.00029907	0.00000000	0.00000000	0.00028267	0.00000000	0.00000000	0.00000000	0.00038085	0.00000000	0.00000000	0.00000000	0.00000000	0.00037164	0.00000000	0.00034564	0.00000000	0.00000000	0.00000000	0.00000000	0.00030780	0.00000000	0.00000000	0.00000000	0.00025419	0.00021782	0.00000000	0.00000000	0.00000000	0.00039763	0.00000000	0.00000000	0.00000000	0.00040239	0.00024837	0.00018948	0.00000000	0.00024775	0.00022503	0.00000000	0.00019712	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00029629	0.00032428	0.00017078	0.00000000	0.00028762	0.00000000	0.00000000	0.00044637	0.00048142	0.00000000	0.00000000	0.00000000	0.00030251	0.00000000	0.00000000	0.00019080	0.00027794	0.00037918	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Desulfotomaculum	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00044272	0.00000000	0.00000000	0.00000000	0.00000000	0.00016366	0.00000000	0.00017675	0.00025982	0.00000000	0.00000000	0.00042467	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00014315	0.00013047	0.00000000	0.00000000	0.00000000	0.00018584	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00021717	0.00000000	0.00000000	0.00000000	0.00013651	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00012618	0.00016260	0.00016350	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00022433	0.00000000	0.00026346	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00016028	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00026351	0.00000000	0.00000000	0.00000000	0.00021300	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00034246	0.00000000	0.00000000	0.00024726	0.00000000	0.00000000	0.00017562	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Desulfovibrio	0.00000000	0.00000000	0.00000000	0.00000000	0.00389559	0.00066942	0.00203771	0.00121095	0.00000000	0.00000000	0.00000000	0.00365774	0.00061974	0.00000000	0.00100719	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00013507	0.00997411	0.00000000	0.00070846	0.00302001	0.00000000	0.00000000	0.00084660	0.00000000	0.00000000	0.00000000	0.00044143	0.00000000	0.00103885	0.00158268	0.00372930	0.00024780	0.00000000	0.00000000	0.00019682	0.00000000	0.00076189	0.00000000	0.00000000	0.00000000	0.00061835	0.00152148	0.00409469	0.00000000	0.00000000	0.00017249	0.03292853	0.00000000	0.00019631	0.00210492	0.00000000	0.00681880	0.00058416	0.00029556	0.19941784	0.00000000	0.00051076	0.00046040	0.00210514	0.00000000	0.02462375	0.00013073	0.00000000	0.00473397	0.00029910	0.00000000	0.00110028	0.00000000	0.00000000	0.00025955	0.00133776	0.00000000	0.00191276	0.00000000	0.00033938	0.00241057	0.01190793	0.04140733	0.00010910	0.00016961	0.00094215	0.00348629	0.00000000	0.00000000	0.02043307	0.00060386	0.00000000	0.00000000	0.00022240	0.01270789	0.00114251	0.00000000	0.00024112	0.00210575	0.00000000	0.00567579	0.00109912	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00060072	0.00070630	0.00015687	0.00000000	0.00000000	0.00056794	0.00000000	0.00054376	0.00029069	0.00000000	0.00000000	0.00186644	0.00051105	0.00287139	0.00186395	0.00000000	0.00000000	0.00078374	0.00012476	0.00000000	0.00000000	0.00000000	0.00039553	0.00000000	0.00720647	0.00243283	0.01464805	0.00000000	0.00000000	0.00088903	0.00000000	0.00021827	0.00000000	0.00000000	0.00000000	0.00000000	0.00017723	0.00032163	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Dialister	0.04126701	0.00352533	0.01949125	0.01394354	0.00000000	0.00000000	0.00000000	0.00043106	0.00546181	0.01378836	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02572177	0.04608722	0.00000000	0.00000000	0.00090937	0.01325778	0.00000000	0.00000000	0.00018583	0.01417722	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01291948	0.00000000	0.01711686	0.00866397	0.00000000	0.00000000	0.00562572	0.00000000	0.00000000	0.00000000	0.00047426	0.00376716	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02171459	0.00000000	0.00000000	0.00068270	0.00000000	0.02052367	0.01102685	0.00000000	0.00027051	0.00019059	0.02062396	0.00000000	0.00000000	0.00000000	0.00956218	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02658912	0.00000000	0.00183409	0.00000000	0.00000000	0.00800790	0.00707363	0.00000000	0.00000000	0.01592646	0.00000000	0.00000000	0.00000000	0.00000000	0.02576430	0.00374048	0.00000000	0.00000000	0.00993896	0.00000000	0.10099757	0.00997948	0.00000000	0.00000000	0.00376086	0.00000000	0.00604719	0.00000000	0.03963130	0.00014113	0.00031239	0.00000000	0.00453300	0.01033587	0.00000000	0.03833256	0.00000000	0.00000000	0.00000000	0.00000000	0.01616360	0.00000000	0.00133916	0.00425157	0.00000000	0.00000000	0.02832473	0.00000000	0.00000000	0.00000000	0.03130093	0.00209869	0.00000000	0.00000000	0.02923533	0.00000000	0.00000000	0.02929479	0.00622971	0.00000000	0.00000000	0.01082173	0.00000000	0.02127921	0.00065580	0.00000000	0.00000000	0.02764148	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00023373	0.00204524	0.00000000	0.02104002	0.00000000	0.00000000	0.00000000	0.00000000	
Dorea	0.00199053	0.00217403	0.00690982	0.00226470	0.01088591	0.00591957	0.00491470	0.00242158	0.00116350	0.00237732	0.00117140	0.00507252	0.00106093	0.00129655	0.00751441	0.00410062	0.00937863	0.01507282	0.00277382	0.00449712	0.01100934	0.00277715	0.00985882	0.00470286	0.00488911	0.01047098	0.00937416	0.00790038	0.01808894	0.00218062	0.01076674	0.00341321	0.00638763	0.00138091	0.00707999	0.01916691	0.00952035	0.00000000	0.01225806	0.00449027	0.00885534	0.00228519	0.00043152	0.00032824	0.00632265	0.01481379	0.01546617	0.00055818	0.04313579	0.00139913	0.00143450	0.00000000	0.01163926	0.00091334	0.00512876	0.00148632	0.00114093	0.01275014	0.00527140	0.00000000	0.01033804	0.00623015	0.01117774	0.00700735	0.01721706	0.00316688	0.01929385	0.01554297	0.00583427	0.00114601	0.00783347	0.01409136	0.00744319	0.00547666	0.00137526	0.02253088	0.00221495	0.00403132	0.00172795	0.00189894	0.00063875	0.00128101	0.00164276	0.01647369	0.00189623	0.02402156	0.00561369	0.00724989	0.00052786	0.00191924	0.00403229	0.00542540	0.00249989	0.00697189	0.00061287	0.01126578	0.01818304	0.00346361	0.00244778	0.00215611	0.00267935	0.00847026	0.00421701	0.01072663	0.01365484	0.01095224	0.01303476	0.02507537	0.00189511	0.03627821	0.01335239	0.00274192	0.00709284	0.00237943	0.01404810	0.00610642	0.00895894	0.00273262	0.00744073	0.00518476	0.01166842	0.00730313	0.00514745	0.00673948	0.00364454	0.00360721	0.00971288	0.03888349	0.00626589	0.01586320	0.01593923	0.00042685	0.00304390	0.00000000	0.02673216	0.00907822	0.00832492	0.00146260	0.00303029	0.01356948	0.00471259	0.00670293	0.00188252	0.00428792	0.00000000	0.00053204	0.00098295	0.01987119	0.00126045	0.00718868	0.00636810	0.00081393	0.01857359	0.00121269	0.00077321	
