ID	D.MH0001	D.MH0002	D.MH0003	D.MH0004	D.MH0005	D.MH0006	D.MH0007	D.MH0008	D.MH0009	D.MH0010	D.MH0011	D.MH0012	D.MH0013	D.MH0014	D.MH0015	D.MH0016	D.MH0017	D.MH0018	D.MH0019	D.MH0020	D.MH0021	D.MH0022	D.MH0023	D.MH0024	D.MH0025	D.MH0026	D.MH0027	D.MH0028	D.MH0030	D.MH0031	D.MH0032	D.MH0033	D.MH0034	D.MH0035	D.MH0036	D.MH0037	D.MH0038	D.MH0039	D.MH0040	D.MH0041	D.MH0042	D.MH0043	D.MH0044	D.MH0045	D.MH0046	D.MH0047	D.MH0048	D.MH0049	D.MH0050	D.MH0051	D.MH0052	D.MH0053	D.MH0054	D.MH0055	D.MH0056	D.MH0057	D.MH0058	D.MH0059	D.MH0060	D.MH0061	D.MH0062	D.MH0063	D.MH0064	D.MH0065	D.MH0066	D.MH0067	D.MH0068	D.MH0069	D.MH0070	D.MH0071	D.MH0072	D.MH0073	D.MH0074	D.MH0075	D.MH0076	D.MH0077	D.MH0078	D.MH0079	D.MH0080	D.MH0081	D.MH0082	D.MH0083	D.MH0084	D.MH0085	D.MH0086	
Acetivibrio	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00020671	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00016974	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00027519	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00025987	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Acholeplasma	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00019174	0.00000000	0.00000000	0.00038963	0.00000000	0.00000000	0.00084894	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00085694	0.00000000	0.00067163	0.00000000	0.00000000	0.00000000	0.00000000	0.00063750	0.00000000	0.00000000	0.00000000	0.00000000	0.00096441	0.00000000	0.00000000	0.00099712	0.00000000	0.00067552	0.00000000	0.00092250	0.00055069	0.00029131	0.00000000	0.00000000	0.00000000	0.00052317	0.00000000	0.00000000	0.00070010	0.00000000	0.00000000	0.00164426	0.00000000	0.00000000	0.00000000	0.00019788	0.00000000	0.00000000	0.00000000	0.00000000	0.00076730	0.00000000	0.00171277	0.00094700	0.00000000	0.00000000	0.00017053	0.00225870	0.00028306	0.00000000	0.00000000	0.00000000	0.00036463	0.00063570	0.00000000	0.00000000	0.00000000	0.00000000	0.00251191	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Acidaminococcus	0.00100438	0.00000000	0.00000000	0.00000000	0.00000000	0.00046673	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00024795	0.00000000	0.00000000	0.00000000	0.00042968	0.00000000	0.00000000	0.00000000	0.00038469	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00102642	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00127004	0.00000000	0.00030094	0.00000000	0.01267651	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00034414	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00045638	0.00000000	0.00000000	0.00036848	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00035851	0.00000000	0.01866650	0.00000000	0.00000000	0.00000000	
Acinetobacter	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00049234	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Akkermansia	0.00000000	0.02032790	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00369335	0.00000000	0.01117901	0.01069602	0.04059986	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.05305100	0.00000000	0.00000000	0.01004150	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01249443	0.00000000	0.01814266	0.00000000	0.00000000	0.00310659	0.00000000	0.00038485	0.00319497	0.00000000	0.00000000	0.00000000	0.00000000	0.00130473	0.00000000	0.00395300	0.00000000	0.00000000	0.00000000	0.02871535	0.00000000	0.00000000	0.00000000	0.00250294	0.00684229	0.03853558	0.00000000	0.00000000	0.00000000	0.00047334	0.00000000	0.02186701	0.00000000	0.00000000	0.00000000	0.00000000	0.00897905	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Alistipes	0.00098822	0.08588170	0.03124557	0.00805417	0.00000000	0.04992424	0.00135069	0.06146534	0.02377791	0.01658613	0.02348492	0.03282172	0.02487705	0.04823127	0.05487686	0.01626887	0.04882290	0.00000000	0.09950936	0.03784464	0.04985651	0.01034846	0.00298180	0.05733037	0.03165164	0.01113532	0.06787246	0.06969406	0.00279092	0.00597543	0.05620290	0.02192099	0.01589280	0.00932405	0.05489727	0.01673220	0.01001266	0.04111225	0.06066280	0.03439296	0.04980915	0.07139090	0.01508524	0.00164690	0.01240887	0.02370062	0.03798038	0.00231746	0.02997219	0.06268387	0.03807003	0.00148122	0.07990129	0.01258981	0.03833823	0.02448915	0.03262566	0.03222990	0.03445122	0.03548503	0.05684097	0.00101043	0.04974808	0.01999313	0.05703009	0.01917458	0.04676118	0.04104649	0.02120926	0.03025818	0.00368996	0.00353321	0.01620143	0.02770907	0.01021227	0.02774339	0.00000000	0.01547200	0.02063975	0.03845250	0.02412236	0.06194665	0.00242608	0.02848695	0.01399501	
Alkaliphilus	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00013592	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00016254	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Alloprevotella	0.00000000	0.00000000	0.00000000	0.00746274	0.00400789	0.00662806	0.00000000	0.00000000	0.00427838	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00854269	0.00000000	0.00112216	0.00000000	0.00000000	0.00000000	0.00333525	0.00172053	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00045407	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00449034	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01182704	0.00060541	0.00000000	0.00250057	0.00349826	0.00998397	0.00000000	0.00054519	0.00000000	0.00000000	0.00000000	0.00153682	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00350994	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Anaerostipes	0.00000000	0.00016393	0.00000000	0.00000000	0.00000000	0.00040373	0.00000000	0.00000000	0.00000000	0.00000000	0.00018639	0.00012187	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00048663	0.00000000	0.00000000	0.00000000	0.00000000	0.00033047	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00028584	0.00000000	0.00000000	0.00050729	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00017146	0.00000000	0.00039459	0.00000000	0.00024231	0.00000000	0.00000000	0.00000000	0.00068629	0.00000000	0.00000000	0.00000000	0.00034562	0.00000000	0.00000000	0.00021523	0.00000000	0.00000000	0.00000000	0.00024046	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00035220	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00051886	
Anaerotruncus	0.00000000	0.00077278	0.00180734	0.00000000	0.00000000	0.00094702	0.00000000	0.00000000	0.00109547	0.00000000	0.00120814	0.00129145	0.00326719	0.00113076	0.00122019	0.00055187	0.00000000	0.00000000	0.00000000	0.00033138	0.00033788	0.00000000	0.00000000	0.00059970	0.00116241	0.00065972	0.00000000	0.00048946	0.00106569	0.00060413	0.00000000	0.00093741	0.00000000	0.00058342	0.00064006	0.00093190	0.00000000	0.00059549	0.00130734	0.00052677	0.00122704	0.00105129	0.00045766	0.00047859	0.00000000	0.00000000	0.00098400	0.00000000	0.00061835	0.00000000	0.00048094	0.00105863	0.00130462	0.00056907	0.00128974	0.00000000	0.00050891	0.00047372	0.00107127	0.00064420	0.00063759	0.00134615	0.00066492	0.00070947	0.00141273	0.00044272	0.00059287	0.00128389	0.00060921	0.00109061	0.00050058	0.00033029	0.00079875	0.00115928	0.00047794	0.00056210	0.00000000	0.00079125	0.00074226	0.00094421	0.00043673	0.00087596	0.00000000	0.00047488	0.00053697	
Bacillus	0.00000000	0.00072716	0.00038235	0.00000000	0.00000000	0.00076538	0.00000000	0.00000000	0.00078394	0.00000000	0.00073553	0.00102516	0.00262525	0.00070454	0.00000000	0.00028820	0.00000000	0.00000000	0.00000000	0.00000000	0.00051577	0.00000000	0.00000000	0.00072277	0.00063637	0.00000000	0.00000000	0.00063858	0.00155002	0.00064246	0.00096756	0.00083085	0.00117228	0.00092831	0.00091243	0.00057767	0.00101960	0.00056728	0.00052553	0.00039062	0.00078233	0.00074853	0.00059406	0.00040961	0.00000000	0.00000000	0.00100281	0.00000000	0.00059339	0.00073306	0.00082032	0.00090841	0.00101636	0.00037816	0.00058270	0.00000000	0.00051070	0.00064731	0.00077737	0.00051554	0.00046477	0.00091807	0.00093638	0.00153253	0.00112189	0.00037211	0.00000000	0.00095309	0.00119729	0.00077545	0.00000000	0.00040621	0.00043337	0.00068737	0.00092966	0.00106554	0.00160486	0.00151362	0.00068271	0.00119263	0.00104266	0.00061554	0.00000000	0.00043273	0.00064201	
Bacteroides	0.03747197	0.19671102	0.33798611	0.34035449	0.08664125	0.08992944	0.14197684	0.19856507	0.07112597	0.56901311	0.21553899	0.14768071	0.19346059	0.17561956	0.25237502	0.42795812	0.26821819	0.23001346	0.33208338	0.34732292	0.21913133	0.04367707	0.04677475	0.33017577	0.26196857	0.21216767	0.42718815	0.27289285	0.02781869	0.03844274	0.13942352	0.25120078	0.22194407	0.21367418	0.22907879	0.34088659	0.26339733	0.38904671	0.22360039	0.35180963	0.19934706	0.24363989	0.22451474	0.31797602	0.23619464	0.17758771	0.23793630	0.28807735	0.14627983	0.27566903	0.15378318	0.02314915	0.21392632	0.29159970	0.20300016	0.32800403	0.31263371	0.19128230	0.12873478	0.40855985	0.14506859	0.08773907	0.21072318	0.06524842	0.17153000	0.36226172	0.33684274	0.16572714	0.22537019	0.20739193	0.30516087	0.40842873	0.31166827	0.15387654	0.26580736	0.14203260	0.05777978	0.15264320	0.26489002	0.21511240	0.17790705	0.17984061	0.42613985	0.39738288	0.15710764	
Barnesiella	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00432546	0.00000000	0.00000000	0.00083272	0.00000000	0.00895663	0.00632222	0.00000000	0.01392460	0.00984444	0.01227758	0.00000000	0.00000000	0.00328950	0.00124006	0.00712361	0.00000000	0.00136210	0.02075965	0.00088234	0.00000000	0.00000000	0.05451943	0.00000000	0.00068628	0.00000000	0.00373819	0.00000000	0.00478196	0.00418551	0.03310061	0.00000000	0.00000000	0.00000000	0.00396394	0.02398541	0.02776623	0.00000000	0.00047796	0.00046919	0.00716730	0.01492868	0.00000000	0.00102658	0.00000000	0.00080995	0.00073064	0.00000000	0.00029328	0.00079418	0.01461377	0.01091893	0.02493529	0.00000000	0.06178146	0.02911908	0.00000000	0.00669274	0.01921007	0.01976529	0.02973489	0.00000000	0.01103721	0.00498535	0.02312481	0.01136133	0.00000000	0.00000000	0.01305025	0.00065022	0.00070006	0.00000000	0.02124690	0.01560671	0.00028272	0.00038283	0.01522952	0.00000000	0.01377700	0.01357870	
Bifidobacterium	0.00000000	0.00065761	0.00046879	0.00000000	0.00000000	0.00025548	0.00000000	0.00441248	0.00000000	0.00000000	0.00036998	0.00675894	0.00000000	0.00000000	0.00501517	0.00000000	0.00000000	0.00000000	0.00000000	0.00540431	0.00000000	0.00000000	0.00000000	0.00000000	0.00335766	0.00000000	0.00000000	0.00072263	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00277696	0.00000000	0.00034342	0.00000000	0.00000000	0.00000000	0.01490825	0.01409187	0.00039406	0.00024216	0.00000000	0.00000000	0.00000000	0.00098878	0.00000000	0.00018738	0.00000000	0.00000000	0.00088994	0.00330927	0.00000000	0.00047498	0.00000000	0.00000000	0.00078111	0.00053290	0.00000000	0.00058437	0.00000000	0.00056515	0.00000000	0.01008080	0.00044797	0.00036701	0.00921893	0.00000000	0.00142746	0.00000000	0.00037003	0.00030228	0.00000000	0.00000000	0.00192752	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00062568	0.00000000	0.00000000	0.01555117	
Bilophila	0.00000000	0.00013156	0.00086637	0.00000000	0.00000000	0.00017009	0.00000000	0.00000000	0.00000000	0.00000000	0.00039545	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00651429	0.00000000	0.00000000	0.00000000	0.00000000	0.00021517	0.00000000	0.00000000	0.00047076	0.00000000	0.00000000	0.00054150	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00027156	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00393322	0.00028960	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00033244	0.00000000	0.00000000	0.00048635	
Blastocystis	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00020285	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00076547	0.00000000	0.00000000	0.00000000	0.00023798	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00134891	0.00805940	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00071658	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Blautia	0.00083334	0.00203974	0.00182688	0.00079488	0.00000000	0.00482447	0.00411807	0.00255260	0.00155497	0.00235914	0.00272750	0.00203548	0.00356170	0.00436583	0.00177680	0.00197498	0.00143437	0.00000000	0.00145819	0.00139918	0.00370973	0.00207434	0.00365540	0.00111927	0.00216511	0.00184033	0.00159400	0.00198203	0.00165731	0.00120590	0.00142856	0.00210627	0.00182794	0.00373436	0.00160016	0.00414423	0.00171564	0.00156443	0.00208231	0.00279367	0.00264971	0.00225494	0.00236782	0.00326275	0.00118695	0.00423732	0.00143728	0.00187372	0.00124897	0.00153733	0.00145257	0.00167442	0.00274628	0.00222827	0.00313183	0.00126729	0.00223030	0.00267459	0.00160787	0.00129493	0.00523643	0.00220867	0.00218401	0.00220076	0.00209941	0.00164304	0.00282655	0.00287754	0.00221415	0.02633629	0.00306076	0.00345532	0.00275407	0.00208158	0.00218652	0.00255607	0.00152317	0.00141625	0.00306017	0.00248188	0.00296449	0.00315179	0.00159182	0.00117830	0.00844995	
Brachyspira	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00980264	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01231533	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Butyricicoccus	0.00000000	0.00140185	0.00069698	0.00000000	0.00000000	0.00172464	0.00000000	0.00000000	0.00039999	0.00000000	0.00084402	0.00058129	0.00000000	0.00045166	0.00000000	0.00033385	0.00000000	0.00000000	0.00000000	0.00051495	0.00036572	0.00000000	0.00000000	0.00000000	0.00056524	0.00000000	0.00000000	0.00054220	0.00045033	0.00031763	0.00043358	0.00047237	0.00000000	0.00000000	0.00021709	0.00052905	0.00048222	0.00000000	0.00052226	0.00024358	0.00050583	0.00051633	0.00000000	0.00042584	0.00000000	0.00000000	0.00000000	0.00000000	0.00039107	0.00042682	0.00000000	0.00048085	0.00062049	0.00000000	0.00067496	0.00000000	0.00030735	0.00022893	0.00049387	0.00035033	0.00059818	0.00046923	0.00054685	0.00029900	0.00059927	0.00000000	0.00000000	0.00050999	0.00038535	0.00108393	0.00000000	0.00000000	0.00029250	0.00057975	0.00000000	0.00027220	0.00000000	0.00071461	0.00026810	0.00027870	0.00032364	0.00035033	0.00000000	0.00026775	0.00034301	
Butyricimonas	0.00000000	0.00020587	0.00118541	0.00000000	0.00000000	0.00332459	0.00000000	0.00000000	0.00077370	0.00000000	0.00164707	0.00073404	0.00000000	0.00000000	0.00000000	0.00063316	0.00000000	0.00000000	0.00000000	0.00017960	0.00000000	0.00000000	0.00000000	0.00000000	0.00582363	0.00000000	0.00000000	0.00181679	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00030567	0.00032746	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00027495	0.00000000	0.00069239	0.00000000	0.00000000	0.00000000	0.00000000	0.00089471	0.00000000	0.00000000	0.00050110	0.00000000	0.00044182	0.00018441	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00038010	0.00000000	0.00000000	0.00000000	0.00027342	0.00022781	0.00030106	0.00023169	0.00000000	0.00045351	0.00000000	0.00000000	0.00060634	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00032370	0.00028187	0.00000000	0.00051126	0.00000000	0.00000000	0.00000000	
Butyrivibrio	0.01428910	0.00148420	0.00105033	0.00159722	0.04146567	0.05386147	0.01650430	0.00225970	0.00581395	0.00093123	0.01050443	0.01186718	0.00113080	0.00203283	0.00319895	0.00149159	0.00145652	0.00000000	0.00137896	0.00045567	0.00148077	0.00150412	0.04753961	0.00313780	0.01041389	0.00206234	0.00000000	0.00084775	0.01956462	0.10151823	0.00219225	0.01981145	0.00183681	0.00319051	0.02156898	0.00151340	0.00151057	0.00249187	0.01467661	0.00105016	0.00953247	0.00868908	0.11226731	0.00290787	0.00166535	0.00000000	0.00126422	0.00098747	0.09313309	0.00195285	0.01472202	0.03406015	0.01134582	0.02527730	0.00142954	0.00061425	0.00208630	0.02023868	0.01199803	0.00134230	0.00272266	0.03631280	0.00180698	0.01805777	0.00139238	0.00740181	0.00104382	0.03949913	0.10204382	0.00119336	0.00164390	0.00116873	0.00151975	0.11687426	0.00236877	0.04605671	0.03333717	0.00124611	0.08609126	0.00230629	0.08462799	0.00129198	0.00091626	0.00129658	0.00162024	
Caldicellulosiruptor	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00012501	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00018509	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Candidatus_Methanomethylophilus	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01215561	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00110898	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Catenibacterium	0.00000000	0.00035252	0.00000000	0.00000000	0.00000000	0.00227240	0.00000000	0.00000000	0.00107586	0.00000000	0.00033740	0.00313437	0.00000000	0.00000000	0.00000000	0.00025562	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00038297	0.00000000	0.00000000	0.00000000	0.00333850	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00034009	0.00000000	0.00000000	0.00025023	0.00050172	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00888124	0.00000000	0.00000000	0.00000000	0.00065446	0.00000000	0.00069176	0.00000000	0.00000000	0.00029603	0.00000000	0.00000000	0.00036486	0.00000000	0.00000000	0.00000000	0.00040028	0.00000000	0.00000000	0.00026683	0.00030481	0.00000000	0.00000000	0.00000000	0.00037184	0.00000000	0.00000000	0.00038451	0.00000000	0.00781620	0.00649688	0.00000000	0.00000000	0.00021347	
Cellulosilyticum	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00017255	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00020061	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00025106	
