ID	D.MH0001	D.MH0002	D.MH0003	D.MH0004	D.MH0005	D.MH0006	D.MH0007	D.MH0008	D.MH0009	D.MH0010	D.MH0011	D.MH0012	D.MH0013	D.MH0014	D.MH0015	D.MH0016	D.MH0017	D.MH0018	D.MH0019	D.MH0020	D.MH0021	D.MH0022	D.MH0023	D.MH0024	D.MH0025	D.MH0026	D.MH0027	D.MH0028	D.MH0030	D.MH0031	D.MH0032	D.MH0033	D.MH0034	D.MH0035	D.MH0036	D.MH0037	D.MH0038	D.MH0039	D.MH0040	D.MH0041	D.MH0042	D.MH0043	D.MH0044	D.MH0045	D.MH0046	D.MH0047	D.MH0048	D.MH0049	D.MH0050	D.MH0051	D.MH0052	D.MH0053	D.MH0054	D.MH0055	D.MH0056	D.MH0057	D.MH0058	D.MH0059	D.MH0060	D.MH0061	D.MH0062	D.MH0063	D.MH0064	D.MH0065	D.MH0066	D.MH0067	D.MH0068	D.MH0069	D.MH0070	D.MH0071	D.MH0072	D.MH0073	D.MH0074	D.MH0075	D.MH0076	D.MH0077	D.MH0078	D.MH0079	D.MH0080	D.MH0081	D.MH0082	D.MH0083	D.MH0084	D.MH0085	D.MH0086	
Pseudoflavonifractor	0.00000000	0.00083474	0.00159578	0.00000000	0.00000000	0.00096271	0.00000000	0.00000000	0.00083312	0.00000000	0.00214315	0.00142366	0.00143900	0.00119536	0.00000000	0.00071918	0.00000000	0.00000000	0.00069339	0.00000000	0.00043228	0.00123384	0.00000000	0.00070352	0.00106686	0.00063356	0.00000000	0.00132457	0.00072479	0.00050917	0.00000000	0.00072833	0.00000000	0.00049371	0.00074160	0.00118756	0.00096028	0.00064843	0.00163713	0.00036769	0.00152816	0.00150968	0.00043915	0.00021162	0.00039486	0.00051715	0.00087307	0.00000000	0.00086520	0.00049772	0.00051966	0.00098563	0.00203210	0.00041797	0.00143290	0.00049684	0.00066780	0.00037732	0.00142406	0.00117810	0.00134783	0.00107658	0.00075797	0.00076905	0.00168005	0.00059240	0.00000000	0.00077924	0.00054498	0.00110877	0.00045584	0.00000000	0.00058229	0.00078588	0.00044265	0.00094478	0.00000000	0.00088306	0.00030147	0.00084901	0.00057786	0.00086392	0.00000000	0.00038034	0.00065579	
Pyramidobacter	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00014777	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00019664	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Roseburia	0.00856594	0.00734933	0.01036145	0.00593233	0.00460952	0.01259774	0.04952589	0.05921579	0.00558433	0.03887757	0.02133608	0.00392710	0.00402933	0.01462869	0.01445197	0.02520939	0.01163639	0.00103648	0.01107437	0.00384552	0.01400295	0.00499505	0.01436561	0.00790542	0.01130499	0.00731098	0.00620256	0.00618416	0.01503461	0.00679631	0.04218617	0.01043433	0.01109125	0.01144807	0.01238515	0.00910734	0.00541531	0.03892813	0.00639189	0.00984817	0.00719311	0.00444405	0.02550649	0.03617998	0.00841042	0.00159770	0.00665431	0.02816002	0.00487363	0.00976343	0.00927297	0.00549435	0.00837711	0.02938466	0.01023227	0.00266652	0.05680885	0.00942718	0.00400582	0.00563302	0.00612627	0.01338244	0.01646664	0.01231860	0.00414842	0.05409508	0.01269952	0.00798147	0.02299832	0.00509873	0.12850094	0.08931431	0.01325946	0.01098935	0.03647484	0.01707149	0.01625698	0.00223221	0.03637839	0.01928730	0.00989701	0.01291337	0.05748674	0.01154305	0.07094671	
Ruminiclostridium	0.00106640	0.04213413	0.01219948	0.08189379	0.00000000	0.00320761	0.00303389	0.00105854	0.06773055	0.00000000	0.00487062	0.00451893	0.00289232	0.00578278	0.00423267	0.01454620	0.00205263	0.00000000	0.00396561	0.00595618	0.00164065	0.01182323	0.00147456	0.02366854	0.01033888	0.00623326	0.00284005	0.01687581	0.00502848	0.04534357	0.00182260	0.07889903	0.00195818	0.00405403	0.00597335	0.00314610	0.08787900	0.00277252	0.03109222	0.00142479	0.03660798	0.00463072	0.00162984	0.00296985	0.00052810	0.00395191	0.01921133	0.00032515	0.01357065	0.12742373	0.01012178	0.03672865	0.01671229	0.01417782	0.03884896	0.00428699	0.00204717	0.02847765	0.00561043	0.00301096	0.00713640	0.00306490	0.00237421	0.00284918	0.02047193	0.00035840	0.00094086	0.00947110	0.00626383	0.02197392	0.00145310	0.00086229	0.00097698	0.00598824	0.02151423	0.00988163	0.00071242	0.00397004	0.02181307	0.01407973	0.05022792	0.00274054	0.00000000	0.00347272	0.00984072	
Ruminococcus	0.00902009	0.01278350	0.01839997	0.01389978	0.00000000	0.01961894	0.02785794	0.00577752	0.00382652	0.00110951	0.01566810	0.01853657	0.00378527	0.02127717	0.01638478	0.01580820	0.01433939	0.00142539	0.00527049	0.02249497	0.00570430	0.00925784	0.02932322	0.01829631	0.01159394	0.02024396	0.01340643	0.00575289	0.03284349	0.02418514	0.03264363	0.01461007	0.01320541	0.01524899	0.01746175	0.00950311	0.00646112	0.01131410	0.01430224	0.02038743	0.01290118	0.01661816	0.01837631	0.04522119	0.00791000	0.00529756	0.05312695	0.00462771	0.00500200	0.01600001	0.01446538	0.01751956	0.00903508	0.00306144	0.03038039	0.00624358	0.02757699	0.03099304	0.01350736	0.02260216	0.10864271	0.00596401	0.00951597	0.01224955	0.01910416	0.00189036	0.01987698	0.05485430	0.00707209	0.06241543	0.01906625	0.02264460	0.02684758	0.01050377	0.02686958	0.02007491	0.01750246	0.01911919	0.02711330	0.00853733	0.02041281	0.02159470	0.04543720	0.03740386	0.06340476	
Selenomonas	0.00000000	0.00024968	0.00000000	0.00000000	0.00000000	0.00057721	0.00000000	0.00000000	0.00061638	0.00000000	0.00027398	0.00061044	0.00000000	0.00000000	0.00000000	0.00024325	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00139931	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00023215	0.00000000	0.00000000	0.00178589	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00040974	0.00000000	0.00000000	0.00065440	0.00000000	0.00053004	0.00000000	0.00000000	0.00000000	0.00000000	0.00023459	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00043927	0.00039117	0.00000000	0.00039857	0.00000000	0.00000000	0.00000000	
Slackia	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00024931	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00016296	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00022468	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00026190	
Solobacterium	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00013828	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00015342	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00014479	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00138985	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Sphaerochaeta	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00020711	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00037545	0.00000000	0.00018329	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Spirochaeta	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00017135	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Streptococcus	0.00000000	0.00061970	0.02409408	0.00000000	0.00000000	0.00045723	0.00000000	0.00000000	0.00051324	0.00000000	0.00049135	0.00063919	0.00000000	0.00067447	0.00000000	0.00024719	0.00000000	0.00000000	0.00000000	0.00000000	0.00049792	0.00000000	0.00000000	0.00054038	0.00041976	0.00051621	0.00000000	0.00047468	0.00059640	0.00064643	0.00056003	0.00053395	0.00000000	0.00075200	0.00084677	0.00035116	0.00052610	0.00045091	0.00075366	0.00053116	0.00050662	0.00055617	0.00036620	0.00048565	0.00000000	0.00000000	0.00000000	0.00000000	0.00037674	0.00070462	0.00046598	0.00065120	0.00054930	0.00026268	0.00048932	0.00000000	0.00057160	0.00058193	0.00085108	0.00039018	0.00060027	0.00080880	0.00091062	0.00086019	0.00066988	0.00000000	0.00038793	0.00062568	0.00061855	0.00066157	0.00035933	0.00052738	0.00029401	0.00049951	0.00073245	0.00043436	0.00000000	0.00141041	0.00047779	0.00055810	0.00052428	0.00051230	0.00000000	0.00000000	0.01199720	
Subdoligranulum	0.00000000	0.01709455	0.01443557	0.00163226	0.00000000	0.00877318	0.00197554	0.00831518	0.00787918	0.01034024	0.01578874	0.00376037	0.01709464	0.01111363	0.03912310	0.01361769	0.00092062	0.00000000	0.00516223	0.00304138	0.01072463	0.01080217	0.00119453	0.01088851	0.00168373	0.00332617	0.01936106	0.01066633	0.00166387	0.00466237	0.00369544	0.01169580	0.00084983	0.00120344	0.01305417	0.01707125	0.00094374	0.00553442	0.01390450	0.01227699	0.01153101	0.01321816	0.01831082	0.00514707	0.00161385	0.00045840	0.00235707	0.00047124	0.01011141	0.00884512	0.00152792	0.00125431	0.00567144	0.00781963	0.00800379	0.01037045	0.01278637	0.00503770	0.01492896	0.00267833	0.00785861	0.00176265	0.00580089	0.00119812	0.01314706	0.00562566	0.02766906	0.00431110	0.00173956	0.02835261	0.00856833	0.00194232	0.00782272	0.01958781	0.00071517	0.00250718	0.00000000	0.00599514	0.00236085	0.00698952	0.00854653	0.02664722	0.00766674	0.00135155	0.00974946	
Succinatimonas	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00058025	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01294765	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Succinimonas	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00072307	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Sutterella	0.00000000	0.00136707	0.00314952	0.00000000	0.00000000	0.00332088	0.00000000	0.00158007	0.00352263	0.00000000	0.00230899	0.00430883	0.00000000	0.00000000	0.00000000	0.00456865	0.00000000	0.01931844	0.00269926	0.00000000	0.00246727	0.00000000	0.00000000	0.00000000	0.00678465	0.00824580	0.00000000	0.00476049	0.00108972	0.00000000	0.00000000	0.00061386	0.00000000	0.00065013	0.00000000	0.00000000	0.00000000	0.00719347	0.00000000	0.00323044	0.00000000	0.00000000	0.00000000	0.00000000	0.00181670	0.00243915	0.00000000	0.00982474	0.00229121	0.00055555	0.00119626	0.00000000	0.01134253	0.00662984	0.00000000	0.01108971	0.01342322	0.01100104	0.00344348	0.00000000	0.01328009	0.00000000	0.00393024	0.00028252	0.00000000	0.00758510	0.00937160	0.00000000	0.00169574	0.00000000	0.00000000	0.01213689	0.00000000	0.00912818	0.00486520	0.00541897	0.00000000	0.00019774	0.00000000	0.00194863	0.00379132	0.00579467	0.01738428	0.01025344	0.00000000	
Synergistes	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00016153	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00012614	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Syntrophobotulus	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00011864	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Tannerella	0.00000000	0.00000000	0.00054690	0.00067331	0.00000000	0.00332115	0.00000000	0.00000000	0.00081494	0.00000000	0.00055258	0.00045421	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01297975	0.00120368	0.00000000	0.00000000	0.00089488	0.00000000	0.01030244	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00061054	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00070436	0.00000000	0.00000000	0.00000000	0.00000000	0.00059490	0.00077238	0.00000000	0.00145580	0.00060431	0.00097263	0.00000000	0.00000000	0.00054599	0.00000000	0.00000000	0.00030622	0.00000000	0.00000000	0.00000000	0.00000000	0.00031345	0.00000000	0.00000000	0.00273775	0.00302119	0.00000000	0.00000000	0.00000000	0.00224794	0.00050982	0.00000000	0.00000000	0.00000000	0.00000000	0.00030063	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Treponema	0.00000000	0.00063240	0.00040359	0.00000000	0.00000000	0.00085815	0.00000000	0.00000000	0.00084735	0.00000000	0.00069235	0.00116169	0.00091963	0.00075782	0.00000000	0.00041441	0.00000000	0.00000000	0.00000000	0.00000000	0.00067071	0.00000000	0.00000000	0.00079082	0.00045855	0.00069175	0.00000000	0.00064540	0.00073964	0.00087273	0.00000000	0.00067869	0.00000000	0.00100239	0.00078439	0.00059156	0.00078266	0.00072726	0.00084078	0.00037858	0.00102950	0.00092304	0.00052117	0.00065961	0.00055154	0.00000000	0.00118117	0.00000000	0.00060491	0.00064104	0.00081368	0.00079693	0.00096822	0.00044838	0.00083560	0.00000000	0.00059871	0.00061201	0.00135022	0.00056661	0.00067497	0.00101869	0.00091627	0.00139719	0.00073098	0.00040638	0.00040024	0.00069306	0.00121181	0.00051438	0.00042633	0.00000000	0.00039077	0.00068496	0.00099014	0.00058812	0.00000000	0.00124677	0.00058877	0.00151425	0.00062630	0.00069191	0.00000000	0.00000000	0.00056538	
Turicibacter	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00010856	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00070220	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Tyzzerella	0.00000000	0.00058101	0.00068850	0.00000000	0.00000000	0.00031427	0.00000000	0.00000000	0.00043795	0.00000000	0.00038883	0.00032374	0.00000000	0.00042970	0.00000000	0.00049842	0.00000000	0.00000000	0.00000000	0.00000000	0.00060790	0.00000000	0.00000000	0.00000000	0.00054408	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00074638	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00046176	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01843012	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00080523	0.00071214	0.00060831	0.00031094	0.00056779	0.00000000	0.00000000	0.00000000	0.00053468	0.00054622	0.00064469	0.00043226	0.00058702	0.00000000	0.00109029	0.00027399	0.00026183	0.00045585	0.00000000	0.00020939	0.00054354	0.00049206	0.00050591	0.00000000	0.00000000	0.00000000	0.00054507	0.00000000	0.00061135	0.00000000	0.00044069	0.00000000	0.00089043	
Veillonella	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00286788	0.00604780	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Weissella	0.00000000	0.00000000	0.01857895	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
