ID	SRR1944873	SRR1951826	SRR1952058	SRR1952344	SRR1952350	SRR1952418	SRR1952433	SRR1952434	SRR1952455	SRR1952457	SRR1952459	SRR1952490	SRR1952501	SRR1952509	SRR1952518	SRR1952521	SRR1952522	SRR1952526	SRR1952531	SRR1952562	SRR1952575	SRR1952582	SRR1952598	SRR1952605	SRR1952610	SRR1952613	SRR1952617	SRR1952618	SRR1952620	SRR1952621	SRR2077402	SRR2077403	SRR2175645	SRR2175647	SRR2175649	SRR2175654	SRR2175658	SRR2175659	SRR2175670	SRR2175721	SRR2175723	SRR2175724	SRR2175725	SRR2175726	SRR2175727	SRR2175728	SRR2175745	SRR2175749	SRR2175750	SRR2175755	SRR2175756	SRR2175762	SRR2175763	SRR2175764	SRR2175765	SRR2175766	SRR2175767	SRR2175768	SRR2175769	SRR2175771	SRR2175772	SRR2175773	SRR2175774	SRR2175775	SRR2175776	SRR2175777	SRR2175778	SRR2175779	SRR2175780	SRR2175792	SRR2175804	SRR2240255	SRR2240257	SRR2240287	SRR2240290	SRR2240291	SRR2240318	SRR2240728	SRR2240729	SRR2240837	SRR2240917	SRR2240921	SRR2241023	SRR2241109	SRR2241118	SRR2241305	SRR2241306	SRR2241409	SRR2241505	SRR2241593	SRR2241597	
Oscillibacter	0.00155640	0.01929085	0.00430400	0.00311943	0.00993767	0.00416151	0.00833501	0.00601849	0.00481002	0.00877820	0.00345696	0.00097968	0.00791024	0.00740977	0.00000000	0.00153019	0.00315843	0.00905533	0.00730678	0.00094890	0.00612908	0.00207119	0.00560844	0.00271402	0.00643506	0.01724871	0.00395098	0.00050465	0.00123713	0.00652245	0.00650457	0.01062090	0.01323747	0.00876371	0.01379458	0.00255746	0.00428032	0.00252063	0.01283564	0.00053352	0.00272936	0.00625650	0.00000000	0.00199355	0.00255620	0.01059196	0.00256073	0.00258435	0.00280501	0.00000000	0.00872216	0.00398655	0.00055302	0.00131998	0.01281591	0.00269653	0.00498740	0.02121909	0.00247412	0.00557965	0.01636667	0.00425499	0.00674257	0.00000000	0.00240765	0.00473821	0.00460505	0.00050808	0.00000000	0.00617932	0.00292585	0.00000000	0.00985569	0.00650450	0.01062091	0.00000000	0.00348127	0.00000000	0.00750094	0.01410481	0.00347413	0.00339895	0.00714064	0.00489554	0.00476647	0.00390021	0.00333062	0.00545155	0.01166214	0.00000000	0.00487665	
Paenibacillus	0.00000000	0.00058743	0.00000000	0.00000000	0.00025997	0.00028686	0.00000000	0.00048581	0.00029925	0.00000000	0.00000000	0.00000000	0.00078955	0.00051771	0.00000000	0.00000000	0.00000000	0.00025074	0.00036668	0.00000000	0.00000000	0.00000000	0.00064266	0.00038760	0.00000000	0.00061270	0.00087518	0.00000000	0.00000000	0.00040671	0.00051139	0.00067972	0.00058615	0.00038470	0.00074998	0.00010633	0.00030679	0.00068190	0.00061095	0.00047670	0.00000000	0.00024453	0.00000000	0.00066387	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00062149	0.00000000	0.00000000	0.00037676	0.00000000	0.00036666	0.00080773	0.00000000	0.00000000	0.00053865	0.00000000	0.00000000	0.00000000	0.00000000	0.00046376	0.00000000	0.00000000	0.00000000	0.00045900	0.00000000	0.00000000	0.00123346	0.00051139	0.00067972	0.00000000	0.00015402	0.00000000	0.00052744	0.00049889	0.00000000	0.00000000	0.00076199	0.00023560	0.00127654	0.00038015	0.00055847	0.00000000	0.00000000	0.00000000	0.00000000	
Parabacteroides	0.02246785	0.01640297	0.05655381	0.16868468	0.01550136	0.00815233	0.03420158	0.03049613	0.02477428	0.02200958	0.01060784	0.01480476	0.01182663	0.00500824	0.01326778	0.02264442	0.09742125	0.06978616	0.11033524	0.04634010	0.00512401	0.02548385	0.02085695	0.02934653	0.00218072	0.00346544	0.03696596	0.08250866	0.00492131	0.02508880	0.01049010	0.01646036	0.01506748	0.00675106	0.00164269	0.01229489	0.00722366	0.01744364	0.05089614	0.01206698	0.02808194	0.09110700	0.00000000	0.03671129	0.05798237	0.09330092	0.13755341	0.02336028	0.05540573	0.06142214	0.00162057	0.03297152	0.03156781	0.02426521	0.01338441	0.04845412	0.02975176	0.06913528	0.04292512	0.03639858	0.05008532	0.09565698	0.01188188	0.00541753	0.00453898	0.04654273	0.00000000	0.00676834	0.01846243	0.00214951	0.00000000	0.00000000	0.00167629	0.01048998	0.01646042	0.00551106	0.03110977	0.00738096	0.04469127	0.05311079	0.00333909	0.00920173	0.01388424	0.01220030	0.00292848	0.00172771	0.11508338	0.04011140	0.00229497	0.04464757	0.02474889	
Paraprevotella	0.00000000	0.00000000	0.00000000	0.00000000	0.00082981	0.00394331	0.00000000	0.00000000	0.01563603	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00740893	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01223517	0.00000000	0.00029134	0.00000000	0.03732168	0.00000000	0.00000000	0.00000000	0.00276832	0.00042682	0.00000000	0.00000000	0.00000000	0.00000000	0.04117487	0.00984671	0.00900773	0.00000000	0.00000000	0.00000000	0.03030411	0.00000000	0.00491688	0.02914843	0.00000000	0.00000000	0.03330753	0.00000000	0.01314177	0.00046001	0.00000000	0.01577038	0.00000000	0.00023396	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.03022619	0.04953397	0.04759251	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Parasutterella	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00162118	0.00000000	0.00019056	0.00000000	0.00000000	0.00000000	0.00000000	0.00037454	0.00000000	0.00000000	0.00070791	0.00177318	0.00149151	0.00000000	0.00014840	0.00000000	0.00000000	0.00028907	0.00000000	0.00000000	0.00025824	0.00000000	0.00000000	0.00075158	0.00107517	0.00100107	0.00000000	0.00000000	0.00000000	0.00267268	0.00000000	0.00000000	0.00000000	0.00164028	0.00000000	0.00058685	0.00262285	0.00024647	0.00133539	0.00000000	0.00000000	0.00000000	0.00013435	0.00000000	0.00000000	0.00000000	0.00000000	0.00025047	0.00030257	0.00000000	0.00000000	0.00021671	0.00000000	0.00000000	0.00000000	0.00077313	0.00000000	0.00000000	0.00120884	0.00000000	0.00000000	0.00000000	0.00084444	0.00000000	0.00000000	0.00000000	0.00000000	0.00107515	0.00100107	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00008818	0.00023362	0.00023745	0.00202023	0.00000000	0.00000000	0.00000000	0.00068874	0.00011503	
Phascolarctobacterium	0.00441980	0.00065197	0.00000000	0.00000000	0.00254988	0.00207523	0.00413523	0.00363862	0.00388785	0.00000000	0.00000000	0.00000000	0.01714250	0.00167709	0.00000000	0.00000000	0.00264217	0.00717053	0.00020722	0.00000000	0.00000000	0.00222487	0.00000000	0.00045590	0.00000000	0.00040475	0.00022032	0.00000000	0.00458269	0.00000000	0.00184579	0.00336625	0.00338502	0.00254458	0.00000000	0.00000000	0.00000000	0.00090685	0.00250295	0.00000000	0.00752318	0.00164432	0.01200693	0.00216262	0.03255203	0.00000000	0.00000000	0.00000000	0.00195609	0.00000000	0.00043343	0.00000000	0.00297302	0.00000000	0.00000000	0.00340604	0.00533802	0.00328591	0.00941511	0.00000000	0.00453813	0.00608064	0.00426049	0.00000000	0.00000000	0.00043105	0.00000000	0.00279225	0.02294115	0.00000000	0.00000000	0.00000000	0.00335716	0.00184579	0.00336626	0.00000000	0.00280121	0.00000000	0.00000000	0.00000000	0.00000000	0.00036987	0.00288022	0.00000000	0.00000000	0.00494372	0.00000000	0.00063001	0.00157664	0.00000000	0.00362326	
Porphyromonas	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00025727	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00032365	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Prevotella	0.00666357	0.00225543	0.00258631	0.00222926	0.00195417	0.00205697	0.00129723	0.00313017	0.00429813	0.00170922	0.00233056	0.00000000	0.00208507	0.00174210	0.00245959	0.00000000	0.04105267	0.02609924	0.07116579	0.00295633	0.00210014	0.00124100	0.00208003	0.01406531	0.00233142	0.00135008	0.00333737	0.00174426	0.00397914	0.00182664	0.00192787	0.00154766	0.01888900	0.00147034	0.00243222	0.00131173	0.00174919	0.00117991	0.00178272	0.00148353	0.01305689	0.01173302	0.00278765	0.00130383	0.00233234	0.00158974	0.10725668	0.36646674	0.00254137	0.00319044	0.00115225	0.00150402	0.00621154	0.01009846	0.00457809	0.18744731	0.00211844	0.01818798	0.00756939	0.00244301	0.04293191	0.01429961	0.00149702	0.00629172	0.00108181	0.00567225	0.00000000	0.00274268	0.00346119	0.00296473	0.00437358	0.00000000	0.00068000	0.00192783	0.00154766	0.00000000	0.00285696	0.00343002	0.00187276	0.00162708	0.00239652	0.00171767	0.01455596	0.00119898	0.00097299	0.01659331	0.00119842	0.00221832	0.00273531	0.00190761	0.04524160	
Pseudoflavonifractor	0.00000000	0.00136318	0.00000000	0.00000000	0.00050654	0.00025105	0.00105311	0.00060161	0.00026049	0.00079925	0.00072030	0.00000000	0.00138378	0.00055342	0.00000000	0.00000000	0.00019161	0.00050724	0.00047951	0.00000000	0.00057845	0.00019857	0.00090501	0.00034175	0.00061852	0.00139125	0.00092087	0.00000000	0.00020839	0.00051148	0.00062724	0.00078590	0.00161144	0.00047233	0.00209270	0.00017372	0.00039073	0.00054690	0.00108777	0.00072250	0.00069577	0.00061350	0.00000000	0.00035178	0.00050430	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00125903	0.00000000	0.00010562	0.00123519	0.00015668	0.00066792	0.00202942	0.00058476	0.00000000	0.00165991	0.00043283	0.00023353	0.00000000	0.00027668	0.00061250	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00338295	0.00062723	0.00078590	0.00000000	0.00028482	0.00000000	0.00125626	0.00092672	0.00018768	0.00011902	0.00077189	0.00048719	0.00066581	0.00031783	0.00022636	0.00000000	0.00083493	0.00000000	0.00053831	
Roseburia	0.00117741	0.00191496	0.00357783	0.00306016	0.00095603	0.00132844	0.00283837	0.00409862	0.00654422	0.00000000	0.00000000	0.01876124	0.02689465	0.00184970	0.00268189	0.00985274	0.00086086	0.00174505	0.00308677	0.02312430	0.00826759	0.01985514	0.00219214	0.00143050	0.00643778	0.00227600	0.00873265	0.00000000	0.00533405	0.01417282	0.00361902	0.00158923	0.00655512	0.01523242	0.00163484	0.00301588	0.00380175	0.01518809	0.00156189	0.01014117	0.00243332	0.00126592	0.00000000	0.00092053	0.00104442	0.00025974	0.00000000	0.00089696	0.00380858	0.00017959	0.00152558	0.00154241	0.01956654	0.00249724	0.00615014	0.00082719	0.00463923	0.00080656	0.00042905	0.00098019	0.00186044	0.00081380	0.00429249	0.00244836	0.00372165	0.00354469	0.00355044	0.00012481	0.00000000	0.00080789	0.00161526	0.00000000	0.00144251	0.00361898	0.00158923	0.00000000	0.00298684	0.01506246	0.01575322	0.02543936	0.03065412	0.00083210	0.00150352	0.00648418	0.01214378	0.01291986	0.01533554	0.00314217	0.00791938	0.00477356	0.00061516	
Rothia	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00017837	0.00000000	0.00000000	0.00084682	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00017838	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00020693	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Ruminiclostridium	0.00293189	0.00383687	0.00234496	0.00159243	0.00511168	0.02804730	0.00000000	0.00126974	0.00326118	0.00139488	0.00000000	0.00069054	0.01751214	0.00303959	0.00000000	0.00053649	0.00281231	0.00099518	0.00337235	0.00000000	0.00050435	0.00015891	0.00313700	0.00194913	0.00232732	0.00214150	0.01389060	0.00000000	0.00000000	0.00119658	0.00304901	0.00310251	0.00738261	0.01951604	0.01367350	0.01767796	0.00042330	0.00447904	0.00420211	0.00150746	0.00034323	0.00396782	0.00000000	0.00140258	0.00000000	0.00036534	0.00000000	0.00047471	0.00000000	0.00000000	0.00650674	0.01095971	0.00000000	0.00000000	0.00547621	0.00000000	0.01459571	0.00480425	0.00019707	0.00078243	0.02017878	0.00108083	0.00727128	0.00000000	0.00000000	0.01686768	0.00027721	0.00000000	0.00000000	0.00598628	0.00301862	0.01789585	0.03247693	0.00304896	0.00310251	0.00000000	0.00000000	0.00000000	0.00306775	0.02915029	0.00026957	0.00212097	0.00376860	0.00255232	0.00609376	0.00215958	0.00291788	0.01026345	0.00251238	0.00034870	0.00067976	
Ruminococcus	0.00334457	0.02156540	0.05583620	0.04013818	0.00835092	0.00372839	0.00203268	0.00928946	0.01193526	0.00000000	0.00000000	0.02350162	0.02534185	0.03771908	0.00046828	0.01801075	0.08393845	0.02323157	0.06460940	0.00412902	0.00863551	0.00076586	0.03206635	0.01277071	0.04290160	0.02848837	0.01723246	0.00000000	0.00257076	0.00575519	0.00987337	0.02190853	0.00886842	0.00537697	0.02826553	0.01027246	0.00256616	0.07926103	0.00717150	0.01985912	0.03717314	0.01665895	0.00000000	0.01039284	0.00057910	0.00624184	0.00000000	0.00404654	0.00070375	0.00000000	0.11779464	0.03631480	0.00495883	0.00029162	0.00814640	0.00040708	0.00670771	0.01205086	0.00736161	0.01597795	0.00634683	0.00090666	0.00346109	0.00189538	0.00088960	0.01085909	0.00161503	0.00000000	0.00000000	0.11767660	0.03973362	0.02078095	0.01652453	0.00987330	0.02190860	0.00000000	0.00132312	0.00736397	0.00201858	0.02103918	0.00157126	0.00204892	0.01972651	0.06639711	0.03709029	0.00690160	0.00535118	0.00061702	0.05051214	0.00000000	0.00988032	
Selenomonas	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00025886	0.00031529	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00029920	0.00000000	0.00000000	0.00000000	0.00000000	0.00062033	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Slackia	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00013845	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Sphaerochaeta	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00040000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Streptococcus	0.00000000	0.00000000	0.00000000	0.00000000	0.00023878	0.00000000	0.00000000	0.00000000	0.00011188	0.00000000	0.00000000	0.00000000	0.00048944	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00024226	0.00000000	0.00043937	0.00000000	0.00000000	0.00000000	0.00015547	0.00031133	0.00053566	0.00029438	0.00000000	0.00054100	0.00000000	0.00021696	0.00000000	0.00021399	0.00045225	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00033913	0.00017109	0.00000000	0.00000000	0.00039438	0.00000000	0.00000000	0.00000000	0.00000000	0.00018690	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00060998	0.00031133	0.00053566	0.00000000	0.00000000	0.00000000	0.00041521	0.00042910	0.00000000	0.00000000	0.00047857	0.00042283	0.00066040	0.00024331	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Subdoligranulum	0.00171873	0.00749384	0.00264968	0.00200897	0.00797128	0.00472382	0.01705452	0.00134541	0.00038581	0.00028521	0.00358731	0.00746122	0.00651445	0.01969060	0.01114686	0.00022814	0.00037650	0.00149203	0.00087096	0.01042848	0.00956331	0.00037821	0.01699310	0.00437241	0.00081664	0.01665206	0.00534505	0.00000000	0.00041190	0.00189311	0.00540311	0.00301257	0.04210396	0.00124457	0.00233520	0.00603907	0.00142131	0.00371814	0.00220471	0.00071805	0.00506421	0.00073208	0.00000000	0.00070420	0.00000000	0.00000000	0.00000000	0.00000000	0.00282445	0.00000000	0.03405955	0.00945663	0.00000000	0.00029843	0.00097281	0.00103430	0.00800959	0.00238875	0.00029968	0.00122597	0.00433364	0.00099180	0.00122393	0.00029900	0.00405264	0.00276720	0.00051649	0.00479797	0.00000000	0.00055487	0.00000000	0.09044407	0.07160805	0.00540305	0.00301259	0.00000000	0.00021977	0.00000000	0.00912306	0.01446689	0.00077932	0.00052275	0.01308547	0.00663783	0.02486779	0.00549637	0.01045208	0.00115262	0.00069684	0.00000000	0.01587517	
Sutterella	0.00000000	0.00000000	0.00000000	0.00036839	0.00000000	0.00000000	0.00000000	0.00059607	0.00549961	0.00209805	0.00000000	0.01433061	0.00077527	0.00028605	0.01180541	0.06421291	0.00000000	0.00000000	0.00000000	0.02509495	0.00000000	0.00422090	0.00000000	0.00000000	0.00562102	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00029976	0.00000000	0.00000000	0.00063174	0.00000000	0.00088591	0.01595906	0.00305696	0.00629562	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00660436	0.05212178	0.00017659	0.00000000	0.00000000	0.00000000	0.00566986	0.01377296	0.00000000	0.00000000	0.00266826	0.00318249	0.00026493	0.00778066	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00037549	0.01284111	0.00000000	0.00000000	0.00000000	0.00000000	0.03068667	0.00000000	0.00000000	0.00029975	0.00000000	0.00000000	0.00775859	0.05047026	0.04252825	0.00097612	0.00000000	0.00000000	0.00000000	0.00017818	0.00000000	0.00000000	0.00000000	0.00122024	0.03152543	0.00000000	0.00000000	
Tannerella	0.00000000	0.00173247	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00025409	0.00000000	0.00000000	0.00000000	0.00047466	0.00575297	0.00000000	0.00000000	0.00000000	0.00000000	0.00188928	0.00077794	0.00455146	0.00094323	0.00000000	0.00000000	0.00000000	0.00025233	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00058701	0.00000000	0.00926436	0.00000000	0.00000000	0.00071633	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00233487	0.00000000	0.00000000	0.00037939	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00559275	0.00000000	0.00271180	0.00000000	0.00143658	0.00289996	0.00000000	0.00000000	0.00440550	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00054804	0.00025231	0.00000000	0.00000000	0.00072713	0.00000000	0.00000000	0.00000000	0.00089134	0.00056713	0.00051150	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00059642	
Treponema	0.00000000	0.00052090	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00064666	0.00000000	0.00000000	0.00000000	0.00000000	0.00033265	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00034042	0.00000000	0.00000000	0.00000000	0.00000000	0.00054607	0.00000000	0.00050525	0.00059738	0.00000000	0.00000000	0.00024500	0.00027799	0.00030715	0.00065286	0.00000000	0.00062033	0.00000000	0.00000000	0.00031373	0.00055969	0.00000000	0.00000000	0.00052348	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00029661	0.00000000	0.00043269	0.00080522	0.00000000	0.00000000	0.00070784	0.00000000	0.00000000	0.00000000	0.00000000	0.00064612	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00092057	0.00027799	0.00030715	0.00000000	0.00000000	0.00000000	0.00064229	0.00068210	0.00000000	0.00000000	0.00021597	0.00000000	0.00068326	0.00000000	0.00038406	0.00000000	0.00000000	0.00000000	0.00000000	
Tyzzerella	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00019023	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00028935	0.00000000	0.00023478	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00013898	0.00011203	0.00025027	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00044797	0.00108647	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00057653	0.00000000	0.00000000	0.00000000	0.00112176	0.00011203	0.00025027	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01725472	0.00000000	0.00000000	0.00042950	0.00000000	0.00000000	0.00000000	0.00000000	0.00023626	
Veillonella	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00008533	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00046841	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
