ID	S.ERR260132	S.ERR260133	S.ERR260134	S.ERR260135	S.ERR260136	S.ERR260137	S.ERR260138	S.ERR260139	S.ERR260140	S.ERR260141	S.ERR260142	S.ERR260143	S.ERR260144	S.ERR260145	S.ERR260146	S.ERR260147	S.ERR260148	S.ERR260149	S.ERR260150	S.ERR260151	S.ERR260152	S.ERR260153	S.ERR260154	S.ERR260155	S.ERR260156	S.ERR260157	S.ERR260158	S.ERR260159	S.ERR260160	S.ERR260161	S.ERR260162	S.ERR260163	S.ERR260164	S.ERR260165	S.ERR260166	S.ERR260167	S.ERR260168	S.ERR260169	S.ERR260170	S.ERR260171	S.ERR260172	S.ERR260173	S.ERR260174	S.ERR260175	S.ERR260176	S.ERR260177	S.ERR260178	S.ERR260179	S.ERR260180	S.ERR260181	S.ERR260182	S.ERR260183	S.ERR260184	S.ERR260185	S.ERR260186	S.ERR260187	S.ERR260188	S.ERR260189	S.ERR260190	S.ERR260191	S.ERR260192	S.ERR260193	S.ERR260194	S.ERR260195	S.ERR260196	S.ERR260197	S.ERR260198	S.ERR260199	S.ERR260200	S.ERR260201	S.ERR260202	S.ERR260203	S.ERR260204	S.ERR260205	S.ERR260206	S.ERR260207	S.ERR260208	S.ERR260209	S.ERR260210	S.ERR260211	S.ERR260214	S.ERR260215	S.ERR260216	S.ERR260217	S.ERR260218	S.ERR260219	S.ERR260220	S.ERR260221	S.ERR260222	S.ERR260223	S.ERR260224	S.ERR260225	S.ERR260226	S.ERR260227	S.ERR260228	S.ERR260229	S.ERR260230	S.ERR260231	S.ERR260232	S.ERR260233	S.ERR260234	S.ERR260235	S.ERR260236	S.ERR260237	S.ERR260238	S.ERR260239	S.ERR260240	S.ERR260241	S.ERR260242	S.ERR260243	S.ERR260244	S.ERR260245	S.ERR260246	S.ERR260247	S.ERR260248	S.ERR260249	S.ERR260250	S.ERR260251	S.ERR260252	S.ERR260253	S.ERR260254	S.ERR260255	S.ERR260256	S.ERR260257	S.ERR260258	S.ERR260259	S.ERR260260	S.ERR260261	S.ERR260262	S.ERR260263	S.ERR260264	S.ERR260265	S.ERR260266	S.ERR260267	S.ERR260268	S.ERR260269	S.ERR260270	S.ERR260271	S.ERR260272	S.ERR260273	S.ERR260274	S.ERR260275	S.ERR260276	S.ERR275251	S.ERR275252	
Granulicatella	0.00000000	0.00000000	0.00025203	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Haemophilus	0.00000000	0.00000000	0.00003089	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Haloplasma	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00030315	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Holdemanella	0.00000000	0.00000000	0.00031442	0.00016393	0.00000000	0.00250208	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.03153273	0.01492480	0.03237952	0.00000000	0.00181911	0.00000000	0.00000000	0.00000000	0.00163343	0.02982474	0.02340525	0.00000000	0.00000000	0.02357687	0.00000000	0.00000000	0.00000000	0.00000000	0.00026074	0.00000000	0.01105167	0.00000000	0.00000000	0.00047688	0.00000000	0.02351134	0.01196262	0.00088900	0.00024037	0.00000000	0.00021744	0.01270488	0.00018507	0.00311029	0.00020494	0.00000000	0.00095566	0.01445736	0.00023535	0.00938361	0.03027171	0.00297128	0.03636273	0.00316953	0.00000000	0.00000000	0.00017288	0.02717369	0.00000000	0.03421251	0.00000000	0.00999119	0.00030025	0.03583328	0.03185160	0.00023938	0.00000000	0.00016319	0.03181366	0.00000000	0.00068624	0.02527990	0.00545259	0.00000000	0.00000000	0.00000000	0.00000000	0.00064051	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02189631	0.00000000	0.00000000	0.01536358	0.00000000	0.00000000	0.02490608	0.00000000	0.00000000	0.00148584	0.00000000	0.00058196	0.01945024	0.01762975	0.00495767	0.00000000	0.02205557	0.00000000	0.00000000	0.00000000	0.00000000	0.00060921	0.00047192	0.00076562	0.00000000	0.00000000	0.00052425	0.01065920	0.00000000	0.00556792	0.00000000	0.06356143	0.00000000	0.00853891	0.02600220	0.00224694	0.01398322	0.00031686	0.00000000	0.02474107	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01246404	0.00000000	0.00000000	0.00000000	0.01151999	0.00000000	0.00000000	0.00000000	
Holdemania	0.00000000	0.00000000	0.00036058	0.00194445	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00030010	0.00061087	0.00000000	0.00000000	0.00000000	0.00021760	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00050712	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00043625	0.00000000	0.00040631	0.00030729	0.00000000	0.00043171	0.00000000	0.00037020	0.00026444	0.00000000	0.00026150	0.00000000	0.00000000	0.00023274	0.00000000	0.00022363	0.00000000	0.00068623	0.00029218	0.00000000	0.00065404	0.00027524	0.00108851	0.00026940	0.00000000	0.00000000	0.00000000	0.00035100	0.00047203	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00036332	0.00020941	0.00000000	0.00000000	0.00000000	0.00055375	0.00000000	0.00000000	0.00063750	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00094460	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00030038	0.00000000	0.00046218	0.00028319	0.00000000	0.00042813	0.00021717	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Intestinibacter	0.00000000	0.00372869	0.00090600	0.00000000	0.00000000	0.00000000	0.00073554	0.00000000	0.00000000	0.00040546	0.00000000	0.00000000	0.02313259	0.00000000	0.00000000	0.00018984	0.00000000	0.00000000	0.00000000	0.00188147	0.00000000	0.01291990	0.00000000	0.00000000	0.00245193	0.00000000	0.02176146	0.00000000	0.00000000	0.00018248	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00033915	0.00000000	0.00000000	0.00025466	0.00000000	0.00000000	0.00000000	0.00251797	0.00000000	0.00000000	0.00000000	0.00000000	0.00049002	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00479247	0.00000000	0.00116992	0.00000000	0.01055646	0.00000000	0.00000000	0.00000000	0.00000000	0.00158232	0.00267329	0.00000000	0.00000000	0.00015901	0.00000000	0.00000000	0.00068976	0.00000000	0.00000000	0.00510121	0.00000000	0.00447139	0.00019489	0.00128382	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01198532	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00134846	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00060289	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00077984	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00424334	0.00000000	0.00000000	0.00000000	0.00025226	0.00000000	0.00000000	0.00000000	0.00000000	0.01539649	0.00019810	0.00103111	0.00000000	0.00000000	0.00029793	0.00058089	0.00000000	0.00318684	0.00021982	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Klebsiella	0.00000000	0.00000000	0.00006632	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.03294742	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00016648	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00945717	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Lachnoclostridium	0.00141662	0.00796128	0.00555505	0.00527852	0.00448070	0.00586157	0.00605023	0.00251192	0.00260417	0.00578894	0.00452174	0.00194423	0.00382250	0.00672366	0.00148438	0.00179993	0.00383050	0.00173982	0.00300627	0.00158183	0.00381002	0.00390238	0.00287240	0.00258139	0.00333975	0.00326838	0.00114482	0.00151428	0.00363781	0.00581213	0.00554906	0.00489688	0.00382437	0.00537898	0.00447047	0.00684492	0.00432201	0.00323661	0.00298009	0.00687980	0.00397384	0.00312471	0.00526594	0.00287451	0.00075089	0.00359262	0.00534633	0.00377003	0.00469912	0.00550199	0.00352355	0.00597443	0.00521899	0.00872444	0.00397563	0.00614128	0.00474074	0.00710847	0.00551706	0.00417725	0.00291171	0.00531522	0.00291100	0.00750030	0.00406525	0.00388586	0.00486253	0.00287605	0.00450831	0.00407170	0.00398592	0.00226914	0.00478379	0.00401589	0.00326530	0.00571234	0.00656996	0.00291459	0.00321921	0.00150693	0.01662244	0.00575288	0.00113296	0.00320741	0.00399930	0.00242474	0.00916107	0.00189647	0.00056585	0.00000000	0.00655643	0.00188318	0.00304506	0.00518033	0.00416807	0.00548616	0.00218041	0.00253930	0.00153775	0.00725982	0.00312281	0.00349894	0.00266258	0.00442778	0.00133392	0.01440988	0.00805901	0.00321033	0.00260958	0.00444411	0.00485702	0.00271659	0.00325107	0.00350277	0.00432702	0.00302495	0.00401662	0.00395938	0.00307659	0.00506873	0.00678505	0.00445024	0.00274767	0.00488354	0.00245348	0.00393939	0.00422205	0.00477905	0.00361704	0.00551219	0.00404590	0.00257862	0.00488361	0.00577770	0.00000000	0.00238507	0.00000000	0.00478661	0.00000000	0.00317023	0.00110613	0.00000000	0.00734954	0.00366357	0.00540155	
Lactobacillus	0.00000000	0.00048936	0.04547133	0.00034394	0.00044287	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00909444	0.00053436	0.00062423	0.00000000	0.00032158	0.00000000	0.00000000	0.00033842	0.00044317	0.00040739	0.00055389	0.00000000	0.03412868	0.00720803	0.02130164	0.00051004	0.00000000	0.00000000	0.00000000	0.00037171	0.01120060	0.00046173	0.00042333	0.00047279	0.00026332	0.00026073	0.00024538	0.00063251	0.00000000	0.00042238	0.00789211	0.00041419	0.00029608	0.00042432	0.09636031	0.00055935	0.00051138	0.00648681	0.00080271	0.00040964	0.00028398	0.00054613	0.00059244	0.00060772	0.00049513	0.00103296	0.00035710	0.00049506	0.00055605	0.00050358	0.00045478	0.00028936	0.00783640	0.00061942	0.00096623	0.00044798	0.00043356	0.00047700	0.00052140	0.00000000	0.02089904	0.00937277	0.00000000	0.00000000	0.00000000	0.00078347	0.00039739	0.00000000	0.00000000	0.00051127	0.00525837	0.00000000	0.00000000	0.00048964	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00056681	0.00043267	0.00055349	0.00000000	0.00060647	0.00000000	0.00048967	0.00041687	0.00042470	0.00064959	0.00000000	0.00000000	0.00077101	0.00054953	0.00000000	0.00000000	0.00000000	0.00226815	0.00041973	0.00000000	0.00000000	0.00055503	0.00000000	0.00000000	0.00071028	0.00054731	0.00032570	0.00851142	0.00036099	0.00050172	0.00044408	0.00060433	0.00717297	0.00037874	0.00062781	0.00181920	0.00035782	0.00000000	0.00037223	0.00047848	0.00025595	0.00022065	0.00035940	0.00050614	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00174059	0.00074419	0.00038133	
Lactococcus	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00331895	0.00000000	0.00000000	0.00000000	0.00000000	0.00242505	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00063582	0.00000000	0.00000000	0.02609599	0.00000000	0.00000000	0.00015754	0.00000000	0.00000000	0.00000000	0.00000000	0.00272560	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01221821	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00269987	0.00000000	0.00000000	0.00000000	0.00000000	0.00322444	0.00000000	0.00036217	0.00526160	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00011395	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Leuconostoc	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00027486	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Lysinibacillus	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00454813	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Mahella	0.00000000	0.00000000	0.00029199	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00034585	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00110544	0.00000000	0.00000000	0.00000000	0.00000000	0.00011536	0.00000000	0.00020478	0.00036954	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00022027	0.00023848	0.00000000	0.00000000	0.00000000	0.00000000	0.00038550	0.00020734	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00027597	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00030839	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00030848	0.00030445	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00074629	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00052489	0.00000000	
Marvinbryantia	0.00164384	0.00072168	0.00149560	0.00267738	0.00206489	0.00380591	0.00182563	0.00101685	0.00110589	0.00237530	0.00179244	0.00054552	0.00125146	0.00148150	0.00146340	0.00050386	0.00000000	0.00073589	0.00259556	0.00057706	0.00216438	0.00113660	0.00122211	0.00086680	0.00100148	0.00121006	0.00062128	0.00113475	0.00106883	0.00134233	0.00201455	0.00094333	0.00107782	0.00170532	0.00213027	0.00055557	0.00165106	0.00148831	0.00080836	0.00124755	0.00154983	0.00076391	0.00182764	0.00053774	0.00023308	0.00256996	0.00156704	0.00194275	0.00174987	0.00104315	0.00176150	0.00224503	0.00195863	0.00131416	0.00128132	0.00201774	0.00073231	0.00174075	0.00265651	0.00269243	0.00230608	0.00093405	0.00147165	0.00808232	0.00120004	0.00240622	0.00118386	0.00055086	0.00132474	0.00114129	0.00051043	0.00103557	0.00088501	0.00103332	0.00113207	0.00234343	0.00122353	0.00094972	0.00102541	0.00100449	0.00135414	0.00134690	0.00000000	0.00098059	0.00151634	0.00000000	0.00179983	0.00066840	0.00050228	0.00000000	0.00198593	0.00109440	0.00081898	0.00078811	0.00156189	0.00032582	0.00129804	0.00163785	0.00073895	0.00126773	0.00107072	0.00125408	0.00075257	0.00096783	0.00083536	0.00047352	0.00119414	0.00069549	0.00125207	0.00093590	0.00134843	0.00081891	0.00067237	0.00090787	0.00129541	0.00160225	0.00084218	0.00189058	0.00048184	0.00118689	0.00088570	0.00189638	0.00104403	0.00101782	0.00133168	0.00112086	0.00242453	0.00110102	0.00071463	0.00112665	0.00168675	0.00067114	0.00111484	0.00114239	0.00000000	0.00130558	0.00000000	0.00242089	0.00000000	0.00000000	0.00108099	0.00000000	0.00000000	0.00093073	0.00118746	
