ID	S.ERR260132	S.ERR260133	S.ERR260134	S.ERR260135	S.ERR260136	S.ERR260137	S.ERR260138	S.ERR260139	S.ERR260140	S.ERR260141	S.ERR260142	S.ERR260143	S.ERR260144	S.ERR260145	S.ERR260146	S.ERR260147	S.ERR260148	S.ERR260149	S.ERR260150	S.ERR260151	S.ERR260152	S.ERR260153	S.ERR260154	S.ERR260155	S.ERR260156	S.ERR260157	S.ERR260158	S.ERR260159	S.ERR260160	S.ERR260161	S.ERR260162	S.ERR260163	S.ERR260164	S.ERR260165	S.ERR260166	S.ERR260167	S.ERR260168	S.ERR260169	S.ERR260170	S.ERR260171	S.ERR260172	S.ERR260173	S.ERR260174	S.ERR260175	S.ERR260176	S.ERR260177	S.ERR260178	S.ERR260179	S.ERR260180	S.ERR260181	S.ERR260182	S.ERR260183	S.ERR260184	S.ERR260185	S.ERR260186	S.ERR260187	S.ERR260188	S.ERR260189	S.ERR260190	S.ERR260191	S.ERR260192	S.ERR260193	S.ERR260194	S.ERR260195	S.ERR260196	S.ERR260197	S.ERR260198	S.ERR260199	S.ERR260200	S.ERR260201	S.ERR260202	S.ERR260203	S.ERR260204	S.ERR260205	S.ERR260206	S.ERR260207	S.ERR260208	S.ERR260209	S.ERR260210	S.ERR260211	S.ERR260214	S.ERR260215	S.ERR260216	S.ERR260217	S.ERR260218	S.ERR260219	S.ERR260220	S.ERR260221	S.ERR260222	S.ERR260223	S.ERR260224	S.ERR260225	S.ERR260226	S.ERR260227	S.ERR260228	S.ERR260229	S.ERR260230	S.ERR260231	S.ERR260232	S.ERR260233	S.ERR260234	S.ERR260235	S.ERR260236	S.ERR260237	S.ERR260238	S.ERR260239	S.ERR260240	S.ERR260241	S.ERR260242	S.ERR260243	S.ERR260244	S.ERR260245	S.ERR260246	S.ERR260247	S.ERR260248	S.ERR260249	S.ERR260250	S.ERR260251	S.ERR260252	S.ERR260253	S.ERR260254	S.ERR260255	S.ERR260256	S.ERR260257	S.ERR260258	S.ERR260259	S.ERR260260	S.ERR260261	S.ERR260262	S.ERR260263	S.ERR260264	S.ERR260265	S.ERR260266	S.ERR260267	S.ERR260268	S.ERR260269	S.ERR260270	S.ERR260271	S.ERR260272	S.ERR260273	S.ERR260274	S.ERR260275	S.ERR260276	S.ERR275251	S.ERR275252	
Cellulosilyticum	0.00000000	0.00000000	0.00184749	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00019038	0.00000000	0.00000000	0.00045410	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00029174	0.00021003	0.00000000	0.00000000	0.00017307	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00026399	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00035224	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Citrobacter	0.00000000	0.00000000	0.00036758	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01382640	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Clostridium	0.01198312	0.01292659	0.06072570	0.01738134	0.02227890	0.03358186	0.02722916	0.02611141	0.01135183	0.04879236	0.02686870	0.04665389	0.03929824	0.02164131	0.00708615	0.03211171	0.00672771	0.01140758	0.01711209	0.03960643	0.02024379	0.02588838	0.02276412	0.02466928	0.02889771	0.01672149	0.04336035	0.01165002	0.02055770	0.01406077	0.02122379	0.03150032	0.01118242	0.04912608	0.05083671	0.01176596	0.01577252	0.01803392	0.01282187	0.01545332	0.02541239	0.05615858	0.02520472	0.02706422	0.02008211	0.01530499	0.02293975	0.04714053	0.03178885	0.01330468	0.01315354	0.08461601	0.04852891	0.01603082	0.03451902	0.01807147	0.01998071	0.02928397	0.06283511	0.01508242	0.01756902	0.02758965	0.01414088	0.02286666	0.01808472	0.05424461	0.01977192	0.02580069	0.04516333	0.01563873	0.02495924	0.02176194	0.03266486	0.09713746	0.02857588	0.02031202	0.05531644	0.06449042	0.02384454	0.04459210	0.02608566	0.02022121	0.03270005	0.01724853	0.01707480	0.01970966	0.04496030	0.04316152	0.01751209	0.01152655	0.01867709	0.05521239	0.08624437	0.01583654	0.03186715	0.01147230	0.06918636	0.09964491	0.04451882	0.01610228	0.02835381	0.01571950	0.02704123	0.02833175	0.00903970	0.01230665	0.02099104	0.06861114	0.03736694	0.04353251	0.02398104	0.03536198	0.01927280	0.01176582	0.02739771	0.15900774	0.01871554	0.02922498	0.09128166	0.02657757	0.06941106	0.01395718	0.03109857	0.04311011	0.02399655	0.01575049	0.07722893	0.04277610	0.01760985	0.02357542	0.03862827	0.01156791	0.03592285	0.02511758	0.05531706	0.02613856	0.01500009	0.02371374	0.05706000	0.10253488	0.02255827	0.04566378	0.01643092	0.03953372	0.01820767	
Collinsella	0.00437057	0.00141506	0.01069957	0.00019492	0.00184959	0.00413887	0.01087946	0.01671360	0.00369364	0.01525266	0.01796107	0.00266163	0.00000000	0.00000000	0.00592772	0.00079029	0.00899355	0.00034119	0.00365889	0.00000000	0.01746651	0.01165930	0.00586647	0.00390155	0.00372845	0.00061706	0.00000000	0.00000000	0.01956863	0.00522896	0.00728928	0.02015959	0.00745314	0.00000000	0.00811709	0.00000000	0.00783699	0.00000000	0.01385793	0.00643928	0.01549303	0.01613149	0.00096353	0.01902819	0.01453979	0.00069813	0.00020961	0.01733729	0.00818606	0.00869582	0.01792943	0.01022686	0.00198195	0.01855770	0.00891433	0.00596994	0.00193370	0.01346481	0.01647148	0.03138706	0.00821697	0.00000000	0.03572233	0.00575823	0.00619440	0.00435890	0.00000000	0.02543061	0.01224157	0.00197845	0.01358361	0.00305519	0.00434967	0.01020602	0.00472841	0.01771697	0.00162445	0.00055917	0.00906467	0.00000000	0.00000000	0.00774332	0.00000000	0.00203776	0.00062849	0.00000000	0.00000000	0.00326938	0.00452213	0.00208705	0.00041780	0.00428611	0.00237645	0.00369881	0.02268864	0.00000000	0.00000000	0.00038530	0.00298722	0.00125730	0.00628803	0.00190151	0.01751600	0.00774902	0.01258997	0.01017027	0.00741792	0.00281322	0.00956535	0.01240890	0.00049351	0.00605048	0.00818101	0.01027934	0.00414661	0.01696062	0.00022963	0.00237800	0.00299820	0.00165433	0.01428926	0.00440086	0.00082017	0.01323608	0.00372797	0.00789067	0.01053156	0.00350507	0.01772868	0.00780479	0.00427502	0.00074974	0.00064330	0.01051491	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01428145	0.01262486	0.01145715	
Coprobacillus	0.00217690	0.00048316	0.01183032	0.01243002	0.00115130	0.00231276	0.01207196	0.00095033	0.00289408	0.00186717	0.00079196	0.00338461	0.00047446	0.00095877	0.00094742	0.00049833	0.00032978	0.00061217	0.00216737	0.00074494	0.00080240	0.00065079	0.00000000	0.00052723	0.00000000	0.00090247	0.00000000	0.00000000	0.00174949	0.00217057	0.00050502	0.00266687	0.00081749	0.00207794	0.00121071	0.00057370	0.00138246	0.00000000	0.00111328	0.00090376	0.00035336	0.01094770	0.00031807	0.00048544	0.00019668	0.00125001	0.00026606	0.00053327	0.00134189	0.00099638	0.00079583	0.00476962	0.00134000	0.00375387	0.00066152	0.00000000	0.00047422	0.00131219	0.00204020	0.00071088	0.00068478	0.00027352	0.00697383	0.00201448	0.00056614	0.00061221	0.00177897	0.00026256	0.00169111	0.00130131	0.00000000	0.00000000	0.04203521	0.00068257	0.00042901	0.00104896	0.00162686	0.00079863	0.00000000	0.00000000	0.00000000	0.00077528	0.00000000	0.00067576	0.00000000	0.00000000	0.00224571	0.00000000	0.00000000	0.00000000	0.00116261	0.00000000	0.00087925	0.00172620	0.00148005	0.00000000	0.00043588	0.00168643	0.00054364	0.00083873	0.00057659	0.00212106	0.00090859	0.00000000	0.00448805	0.00077002	0.00084635	0.00413141	0.00000000	0.00000000	0.00309187	0.00000000	0.00102539	0.00206578	0.00000000	0.00087255	0.00071471	0.00057067	0.00056001	0.00059536	0.00037353	0.00000000	0.00292396	0.00164050	0.00000000	0.00090476	0.00046779	0.00023257	0.00055149	0.00027407	0.00000000	0.00000000	0.00062575	0.00035803	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00145401	0.00139899	
Coprococcus	0.01391838	0.04821245	0.01099909	0.01206503	0.01200038	0.00320190	0.00380344	0.03017562	0.00833807	0.00523669	0.04493471	0.06702557	0.03709291	0.00419323	0.02135696	0.00086527	0.01515139	0.18116832	0.01202796	0.00496554	0.01086598	0.02108530	0.01767379	0.02717272	0.03094775	0.00205713	0.02439931	0.00206902	0.00373133	0.00558887	0.05012217	0.00284558	0.03044687	0.00705004	0.01192111	0.00159393	0.01012937	0.05812800	0.00931051	0.00769491	0.00465645	0.00866895	0.00922462	0.00758969	0.00726643	0.01417515	0.00776781	0.00456250	0.04697222	0.00686982	0.00586367	0.01783966	0.02326082	0.01679096	0.03295402	0.01078408	0.03497464	0.01308181	0.00407778	0.01950200	0.09861990	0.00157071	0.01217651	0.00698687	0.01890188	0.01701743	0.00961234	0.03851470	0.06788310	0.00840114	0.00795086	0.05523520	0.00794775	0.01305644	0.00356366	0.04568214	0.00483964	0.02937796	0.05289170	0.00324928	0.00435733	0.00622754	0.00456585	0.00594628	0.02101548	0.00336279	0.00251774	0.00288396	0.00545261	0.00371271	0.01262871	0.05361434	0.00553333	0.00427685	0.00681508	0.00142590	0.00254085	0.00899167	0.02996658	0.01885715	0.00555182	0.00538751	0.00928789	0.00553005	0.01068657	0.01355874	0.01431838	0.00665958	0.00268429	0.02708107	0.01256903	0.00615367	0.00798200	0.00266557	0.04938566	0.02593088	0.02546270	0.01927215	0.00378214	0.02561070	0.00585681	0.01067634	0.02947278	0.00665184	0.00539862	0.09709217	0.00536833	0.00316455	0.01200203	0.02438245	0.00841441	0.00317478	0.00719426	0.04567836	0.00450321	0.08560734	0.00741452	0.03216195	0.00406177	0.00353706	0.16281175	0.00535444	0.00230975	0.08414548	0.01468084	
Coraliomargarita	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00026253	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Coriobacterium	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00036518	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Cryptobacterium	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00034019	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Dehalobacter	0.00000000	0.00000000	0.00040197	0.00019753	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00046647	0.00000000	0.00044233	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00041739	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00044934	0.00000000	0.00000000	0.00048766	0.00025186	0.00025886	0.00000000	0.00000000	0.00000000	0.00000000	0.00049895	0.00000000	0.00025518	0.00000000	0.00000000	0.00018912	0.00043991	0.00000000	0.00000000	0.00000000	0.00059287	0.00048358	0.00000000	0.00024244	0.00000000	0.00000000	0.00045665	0.00017238	0.00000000	0.00020620	0.00024965	0.00000000	0.00030629	0.00018662	0.00000000	0.00000000	0.00028990	0.00000000	0.00000000	0.00024639	0.00038484	0.00000000	0.00000000	0.00051153	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00040142	0.00000000	0.00045294	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00030510	0.00040407	0.00000000	0.00038993	0.00000000	0.00000000	0.00000000	0.00060767	0.00035231	0.00068473	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00030813	0.00043681	0.00030736	0.00000000	0.00036350	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Desulfitobacterium	0.00000000	0.00000000	0.00047862	0.00042209	0.00000000	0.00066267	0.00000000	0.00000000	0.00000000	0.00040023	0.00000000	0.00045295	0.00000000	0.00000000	0.00000000	0.00041530	0.00000000	0.00000000	0.00000000	0.00034804	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00031618	0.00064164	0.00014715	0.00025991	0.00027499	0.00000000	0.00032437	0.00000000	0.00000000	0.00050224	0.00000000	0.00028369	0.00000000	0.00024266	0.00000000	0.00000000	0.00027075	0.00029303	0.00041285	0.00020532	0.00000000	0.00067674	0.00032444	0.00025195	0.00039893	0.00000000	0.00027690	0.00000000	0.00039974	0.00027004	0.00000000	0.00000000	0.00023248	0.00000000	0.00017678	0.00032595	0.00019902	0.00027600	0.00000000	0.00000000	0.00025107	0.00000000	0.00000000	0.00036223	0.00073217	0.00000000	0.00028210	0.00036497	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00061466	0.00000000	0.00050350	0.00000000	0.00032573	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00040290	0.00000000	0.00000000	0.00045418	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00035293	0.00000000	0.00000000	0.00061871	0.00000000	0.00017461	0.00000000	0.00000000	0.00036779	0.00037843	0.00044570	0.00029444	0.00038375	0.00037461	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00042407	0.00000000	
Desulfosporosinus	0.00000000	0.00000000	0.00029867	0.00023668	0.00000000	0.00043764	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00033536	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00042170	0.00000000	0.00000000	0.00046434	0.00000000	0.00000000	0.00000000	0.00000000	0.00022093	0.00000000	0.00000000	0.00000000	0.00022258	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00027993	0.00028676	0.00021740	0.00027692	0.00000000	0.00021813	0.00039695	0.00025254	0.00000000	0.00000000	0.00000000	0.00000000	0.00030399	0.00000000	0.00019090	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00025709	0.00000000	0.00042872	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00038331	0.00036588	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00024748	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Desulfotomaculum	0.00000000	0.00000000	0.00016549	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00040986	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00021311	0.00018204	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00023517	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Desulfovibrio	0.00000000	0.00000000	0.00256826	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00055493	0.00000000	0.00000000	0.00427329	0.00195983	0.00000000	0.00000000	0.00000000	0.00000000	0.00011585	0.00000000	0.00283044	0.00055492	0.00000000	0.00000000	0.00000000	0.00164080	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00455324	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00031973	0.00145788	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00493658	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00085220	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00025962	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00033842	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00036028	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00022569	0.00000000	0.00000000	0.00000000	0.00000000	0.00011774	0.00000000	0.00235569	0.00000000	0.00000000	0.00000000	0.00012206	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
